onset	duration	sample	trial_type	response_time	stim_file	value
2.9740000000	n/a	n/a	stimulus	n/a	166004.jpg	animal_distractor
4.7770000000	n/a	n/a	stimulus	n/a	194032.jpg	animal_distractor
6.5950000000	n/a	n/a	stimulus	442	70092.jpg	animal_target
7.0370000000	n/a	n/a	response	n/a	n/a	correct
8.7410000000	n/a	n/a	stimulus	452	6054.jpg	animal_target
9.1930000000	n/a	n/a	response	n/a	n/a	correct
10.6280000000	n/a	n/a	stimulus	424	113057.jpg	animal_target
11.0520000000	n/a	n/a	response	n/a	n/a	correct
12.5380000000	n/a	n/a	stimulus	396	10074.jpg	animal_distractor
12.9340000000	n/a	n/a	response	n/a	n/a	incorrect
14.6090000000	n/a	n/a	stimulus	542	289009.jpg	animal_target
15.1510000000	n/a	n/a	response	n/a	n/a	correct
16.5380000000	n/a	n/a	stimulus	n/a	68096.jpg	animal_distractor
18.4070000000	n/a	n/a	stimulus	460	110045.jpg	animal_target
18.8670000000	n/a	n/a	response	n/a	n/a	correct
20.3570000000	n/a	n/a	stimulus	496	240094.jpg	animal_target
20.8530000000	n/a	n/a	response	n/a	n/a	correct
22.3320000000	n/a	n/a	stimulus	n/a	297037.jpg	animal_distractor
24.1660000000	n/a	n/a	stimulus	n/a	5046.jpg	animal_distractor
26.1610000000	n/a	n/a	stimulus	405	163068.jpg	animal_target
26.5660000000	n/a	n/a	response	n/a	n/a	correct
28.0000000000	n/a	n/a	stimulus	419	70099.jpg	animal_target
28.4190000000	n/a	n/a	response	n/a	n/a	correct
30.1500000000	n/a	n/a	stimulus	371	103081.jpg	animal_target
30.5210000000	n/a	n/a	response	n/a	n/a	correct
31.9830000000	n/a	n/a	stimulus	355	110062.jpg	animal_target
32.3380000000	n/a	n/a	response	n/a	n/a	correct
33.9100000000	n/a	n/a	stimulus	n/a	340095.jpg	animal_distractor
36.0890000000	n/a	n/a	stimulus	n/a	98084.jpg	animal_distractor
38.0450000000	n/a	n/a	stimulus	378	32078.jpg	animal_distractor
38.4230000000	n/a	n/a	response	n/a	n/a	incorrect
40.1680000000	n/a	n/a	stimulus	368	6015.jpg	animal_target
40.5360000000	n/a	n/a	response	n/a	n/a	correct
42.1090000000	n/a	n/a	stimulus	n/a	279014.jpg	animal_distractor
44.1990000000	n/a	n/a	stimulus	n/a	83027.jpg	animal_distractor
46.3450000000	n/a	n/a	stimulus	n/a	147011.jpg	animal_distractor
48.4460000000	n/a	n/a	stimulus	n/a	65137.jpg	animal_distractor
50.3780000000	n/a	n/a	stimulus	422	335041.jpg	animal_target
50.8000000000	n/a	n/a	response	n/a	n/a	correct
52.2560000000	n/a	n/a	stimulus	n/a	67047.jpg	animal_distractor
54.1970000000	n/a	n/a	stimulus	399	173002.jpg	animal_target
54.5960000000	n/a	n/a	response	n/a	n/a	correct
56.1970000000	n/a	n/a	stimulus	n/a	143067.jpg	animal_distractor
58.1040000000	n/a	n/a	stimulus	405	188057.jpg	animal_target
58.5090000000	n/a	n/a	response	n/a	n/a	correct
60.2470000000	n/a	n/a	stimulus	n/a	166062.jpg	animal_distractor
62.1730000000	n/a	n/a	stimulus	454	41090.jpg	animal_target
62.6270000000	n/a	n/a	response	n/a	n/a	correct
64.1740000000	n/a	n/a	stimulus	n/a	166063.jpg	animal_distractor
66.0440000000	n/a	n/a	stimulus	363	41039.jpg	animal_target
