onset	duration	sample	trial_type	response_time	stim_file	value
5.3170000000	n/a	n/a	stimulus	n/a	363045.jpg	animal_distractor
7.4950000000	n/a	n/a	stimulus	531	210055.jpg	animal_target
8.0260000000	n/a	n/a	response	n/a	n/a	correct
9.6220000000	n/a	n/a	stimulus	234	104000.jpg	animal_target
9.8560000000	n/a	n/a	response	n/a	n/a	correct
11.5020000000	n/a	n/a	stimulus	350	83070.jpg	animal_distractor
11.8520000000	n/a	n/a	response	n/a	n/a	incorrect
13.5170000000	n/a	n/a	stimulus	n/a	138067.jpg	animal_distractor
15.6610000000	n/a	n/a	stimulus	n/a	138084.jpg	animal_distractor
17.6180000000	n/a	n/a	stimulus	n/a	279063.jpg	animal_distractor
19.4680000000	n/a	n/a	stimulus	n/a	209077.jpg	animal_target
21.5130000000	n/a	n/a	stimulus	259	38068.jpg	animal_distractor
21.7720000000	n/a	n/a	response	n/a	n/a	incorrect
23.3850000000	n/a	n/a	stimulus	n/a	144086.jpg	animal_distractor
25.2970000000	n/a	n/a	stimulus	n/a	112053.jpg	animal_target
27.3760000000	n/a	n/a	stimulus	n/a	49015.jpg	animal_target
29.2860000000	n/a	n/a	stimulus	235	158046.jpg	animal_distractor
29.5210000000	n/a	n/a	response	n/a	n/a	incorrect
31.1930000000	n/a	n/a	stimulus	n/a	82040.jpg	animal_distractor
33.1660000000	n/a	n/a	stimulus	n/a	2008.jpg	animal_distractor
35.1560000000	n/a	n/a	stimulus	n/a	28025.jpg	animal_distractor
37.0540000000	n/a	n/a	stimulus	n/a	297055.jpg	animal_distractor
39.2100000000	n/a	n/a	stimulus	n/a	279018.jpg	animal_distractor
41.1940000000	n/a	n/a	stimulus	n/a	102043.jpg	animal_distractor
43.3630000000	n/a	n/a	stimulus	n/a	378006.jpg	animal_target
45.4770000000	n/a	n/a	stimulus	n/a	374091.jpg	animal_distractor
47.4640000000	n/a	n/a	stimulus	n/a	116029.jpg	animal_distractor
49.6260000000	n/a	n/a	stimulus	n/a	378070.jpg	animal_target
51.7190000000	n/a	n/a	stimulus	n/a	124007.jpg	animal_distractor
53.8700000000	n/a	n/a	stimulus	n/a	67099.jpg	animal_distractor
55.8420000000	n/a	n/a	stimulus	n/a	102081.jpg	animal_distractor
57.7410000000	n/a	n/a	stimulus	449	268043.jpg	animal_target
58.1900000000	n/a	n/a	response	n/a	n/a	correct
59.8380000000	n/a	n/a	stimulus	n/a	116006.jpg	animal_distractor
61.8760000000	n/a	n/a	stimulus	n/a	168076.jpg	animal_target
63.8840000000	n/a	n/a	stimulus	n/a	5079.jpg	animal_distractor
65.9300000000	n/a	n/a	stimulus	n/a	132079.jpg	animal_distractor
67.9040000000	n/a	n/a	stimulus	n/a	73096.jpg	animal_distractor
69.8210000000	n/a	n/a	stimulus	366	136052.jpg	animal_target
70.1870000000	n/a	n/a	response	n/a	n/a	correct
71.6550000000	n/a	n/a	stimulus	432	104010.jpg	animal_target
72.0870000000	n/a	n/a	response	n/a	n/a	correct
73.6320000000	n/a	n/a	stimulus	319	163042.jpg	animal_target
73.9510000000	n/a	n/a	response	n/a	n/a	correct
75.4800000000	n/a	n/a	stimulus	348	183034.jpg	animal_target
75.8280000000	n/a	n/a	response	n/a	n/a	correct
77.4520000000	n/a	n/a	stimulus	n/a	48072.jpg	animal_distractor
79.5160000000	n/a	n/a	stimulus	283	107082.jpg	animal_target
79.7990000000	n/a	n/a	response	n/a	n/a	correct
81.5350000000	n/a	n/a	stimulus	287	35195.jpg	animal_target
81.8220000000	n/a	n/a	response	n/a	n/a	correct
83.5140000000	n/a	n/a	stimulus	285	173024.jpg	animal_target
83.7990000000	n/a	n/a	response	n/a	n/a	correct
85.3730000000	n/a	n/a	stimulus	n/a	63093.jpg	animal_distractor
87.3240000000	n/a	n/a	stimulus	377	136095.jpg	animal_target
87.7010000000	n/a	n/a	response	n/a	n/a	correct
89.2890000000	n/a	n/a	stimulus	n/a	69013.jpg	animal_distractor
91.2730000000	n/a	n/a	stimulus	336	110002.jpg	animal_target
91.6090000000	n/a	n/a	response	n/a	n/a	correct
93.4730000000	n/a	n/a	stimulus	353	336049.jpg	animal_target
93.8260000000	n/a	n/a	response	n/a	n/a	correct
98.9840000000	n/a	n/a	stimulus	340	6055.jpg	animal_target
99.3240000000	n/a	n/a	response	n/a	n/a	correct
101.0050000000	n/a	n/a	stimulus	n/a	121000.jpg	animal_distractor
103.0590000000	n/a	n/a	stimulus	271	234005.jpg	animal_distractor
103.3300000000	n/a	n/a	response	n/a	n/a	incorrect
105.0300000000	n/a	n/a	stimulus	n/a	166026.jpg	animal_distractor
107.1320000000	n/a	n/a	stimulus	n/a	83015.jpg	animal_distractor
109.0640000000	n/a	n/a	stimulus	600	163072.jpg	animal_target
109.6640000000	n/a	n/a	response	n/a	n/a	correct
111.1610000000	n/a	n/a	stimulus	370	104049.jpg	animal_target
