onset	duration	sample	trial_type	response_time	stim_file	value
11.5090000000	n/a	n/a	stimulus	595	209081.jpg	difficult_target
12.1040000000	n/a	n/a	response	n/a	n/a	correct
13.3870000000	n/a	n/a	stimulus	n/a	69010.jpg	difficult_distractor
15.2830000000	n/a	n/a	stimulus	335	209081.jpg	difficult_target
15.6180000000	n/a	n/a	response	n/a	n/a	correct
17.1680000000	n/a	n/a	stimulus	n/a	253013.jpg	difficult_distractor
19.2580000000	n/a	n/a	stimulus	n/a	83001.jpg	difficult_distractor
21.3940000000	n/a	n/a	stimulus	n/a	27082.jpg	difficult_distractor
23.5160000000	n/a	n/a	stimulus	416	209081.jpg	difficult_target
23.9320000000	n/a	n/a	response	n/a	n/a	correct
25.4180000000	n/a	n/a	stimulus	n/a	126044.jpg	difficult_distractor
27.5970000000	n/a	n/a	stimulus	n/a	267039.jpg	difficult_distractor
29.4660000000	n/a	n/a	stimulus	352	209081.jpg	difficult_target
29.8180000000	n/a	n/a	response	n/a	n/a	correct
31.3240000000	n/a	n/a	stimulus	n/a	19089.jpg	difficult_distractor
33.1920000000	n/a	n/a	stimulus	n/a	86006.jpg	difficult_distractor
35.2900000000	n/a	n/a	stimulus	326	209081.jpg	difficult_target
35.6160000000	n/a	n/a	response	n/a	n/a	correct
37.2310000000	n/a	n/a	stimulus	429	209081.jpg	difficult_target
37.6600000000	n/a	n/a	response	n/a	n/a	correct
39.4280000000	n/a	n/a	stimulus	276	209081.jpg	difficult_target
39.7040000000	n/a	n/a	response	n/a	n/a	correct
41.5890000000	n/a	n/a	stimulus	322	209081.jpg	difficult_target
41.9110000000	n/a	n/a	response	n/a	n/a	correct
43.6770000000	n/a	n/a	stimulus	n/a	207069.jpg	difficult_distractor
45.8030000000	n/a	n/a	stimulus	377	209081.jpg	difficult_target
46.1800000000	n/a	n/a	response	n/a	n/a	correct
47.7090000000	n/a	n/a	stimulus	400	209081.jpg	difficult_target
48.1090000000	n/a	n/a	response	n/a	n/a	correct
49.7460000000	n/a	n/a	stimulus	n/a	5015.jpg	difficult_distractor
51.5850000000	n/a	n/a	stimulus	n/a	329054.jpg	difficult_distractor
53.7670000000	n/a	n/a	stimulus	n/a	385073.jpg	difficult_distractor
55.6820000000	n/a	n/a	stimulus	n/a	121057.jpg	difficult_distractor
57.5420000000	n/a	n/a	stimulus	395	209081.jpg	difficult_target
57.9370000000	n/a	n/a	response	n/a	n/a	correct
59.6380000000	n/a	n/a	stimulus	384	209081.jpg	difficult_target
60.0220000000	n/a	n/a	response	n/a	n/a	correct
61.5240000000	n/a	n/a	stimulus	n/a	13071.jpg	difficult_distractor
63.6410000000	n/a	n/a	stimulus	384	209081.jpg	difficult_target
64.0250000000	n/a	n/a	response	n/a	n/a	correct
65.7390000000	n/a	n/a	stimulus	n/a	124099.jpg	difficult_distractor
67.8140000000	n/a	n/a	stimulus	413	209081.jpg	difficult_target
68.2270000000	n/a	n/a	response	n/a	n/a	correct
69.9790000000	n/a	n/a	stimulus	444	209081.jpg	difficult_target
70.4230000000	n/a	n/a	response	n/a	n/a	correct
72.1080000000	n/a	n/a	stimulus	n/a	111034.jpg	difficult_distractor
74.2020000000	n/a	n/a	stimulus	349	209081.jpg	difficult_target
74.5510000000	n/a	n/a	response	n/a	n/a	correct
76.0550000000	n/a	n/a	stimulus	n/a	266099.jpg	difficult_distractor
78.0670000000	n/a	n/a	stimulus	n/a	266034.jpg	difficult_distractor
80.2220000000	n/a	n/a	stimulus	463	209081.jpg	difficult_target
80.6850000000	n/a	n/a	response	n/a	n/a	correct
82.3630000000	n/a	n/a	stimulus	328	209081.jpg	difficult_target
82.6910000000	n/a	n/a	response	n/a	n/a	correct
84.3520000000	n/a	n/a	stimulus	n/a	207044.jpg	difficult_distractor
86.3030000000	n/a	n/a	stimulus	n/a	138078.jpg	difficult_distractor
88.4950000000	n/a	n/a	stimulus	431	209081.jpg	difficult_target
88.9260000000	n/a	n/a	response	n/a	n/a	correct
90.5790000000	n/a	n/a	stimulus	320	209081.jpg	difficult_target
90.8990000000	n/a	n/a	response	n/a	n/a	correct
92.7740000000	n/a	n/a	stimulus	n/a	171002.jpg	difficult_distractor
94.9030000000	n/a	n/a	stimulus	n/a	162006.jpg	difficult_distractor
96.8140000000	n/a	n/a	stimulus	n/a	374037.jpg	difficult_distractor
98.9670000000	n/a	n/a	stimulus	420	209081.jpg	difficult_target
99.3870000000	n/a	n/a	response	n/a	n/a	correct
100.9680000000	n/a	n/a	stimulus	296	209081.jpg	difficult_target
101.2640000000	n/a	n/a	response	n/a	n/a	correct
102.9490000000	n/a	n/a	stimulus	324	209081.jpg	difficult_target
103.2730000000	n/a	n/a	response	n/a	n/a	correct
105.0410000000	n/a	n/a	stimulus	n/a	144069.jpg	difficult_distractor
106.9020000000	n/a	n/a	stimulus	477	209081.jpg	difficult_target
107.3790000000	n/a	n/a	response	n/a	n/a	correct
109.0030000000	n/a	n/a	stimulus	391	209081.jpg	difficult_target
109.3940000000	n/a	n/a	response	n/a	n/a	correct
111.1510000000	n/a	n/a	stimulus	297	209081.jpg	difficult_target
111.4480000000	n/a	n/a	response	n/a	n/a	correct
113.2750000000	n/a	n/a	stimulus	373	209081.jpg	difficult_target
113.6480000000	n/a	n/a	response	n/a	n/a	correct
115.3470000000	n/a	n/a	stimulus	n/a	13090.jpg	difficult_distractor
117.3380000000	n/a	n/a	stimulus	n/a	131082.jpg	difficult_distractor
119.1700000000	n/a	n/a	stimulus	411	209081.jpg	difficult_target
119.5810000000	n/a	n/a	response	n/a	n/a	correct
120.9910000000	n/a	n/a	stimulus	342	209081.jpg	difficult_target
121.3330000000	n/a	n/a	response	n/a	n/a	correct
122.8660000000	n/a	n/a	stimulus	n/a	138013.jpg	difficult_distractor
124.8380000000	n/a	n/a	stimulus	282	209081.jpg	difficult_target
125.1200000000	n/a	n/a	response	n/a	n/a	correct
126.8820000000	n/a	n/a	stimulus	n/a	115070.jpg	difficult_distractor
128.7680000000	n/a	n/a	stimulus	371	209081.jpg	difficult_target
129.1390000000	n/a	n/a	response	n/a	n/a	correct
130.7220000000	n/a	n/a	stimulus	n/a	71088.jpg	difficult_distractor
132.8740000000	n/a	n/a	stimulus	n/a	101001.jpg	difficult_distractor
134.9680000000	n/a	n/a	stimulus	n/a	72039.jpg	difficult_distractor
136.9070000000	n/a	n/a	stimulus	n/a	341052.jpg	difficult_distractor
138.8280000000	n/a	n/a	stimulus	n/a	115015.jpg	difficult_distractor
140.7130000000	n/a	n/a	stimulus	508	209081.jpg	difficult_target
141.2210000000	n/a	n/a	response	n/a	n/a	correct
142.7430000000	n/a	n/a	stimulus	n/a	58016.jpg	difficult_distractor
144.8600000000	n/a	n/a	stimulus	274	209081.jpg	difficult_target
145.1340000000	n/a	n/a	response	n/a	n/a	correct
146.7270000000	n/a	n/a	stimulus	446	209081.jpg	difficult_target
147.1730000000	n/a	n/a	response	n/a	n/a	correct
148.8100000000	n/a	n/a	stimulus	294	71073.jpg	difficult_distractor
149.1040000000	n/a	n/a	response	n/a	n/a	incorrect
150.9790000000	n/a	n/a	stimulus	384	209081.jpg	difficult_target
151.3630000000	n/a	n/a	response	n/a	n/a	correct
152.8060000000	n/a	n/a	stimulus	406	209081.jpg	difficult_target
153.2120000000	n/a	n/a	response	n/a	n/a	correct
154.6160000000	n/a	n/a	stimulus	n/a	121015.jpg	difficult_distractor
156.7030000000	n/a	n/a	stimulus	326	209081.jpg	difficult_target
157.0290000000	n/a	n/a	response	n/a	n/a	correct
158.9020000000	n/a	n/a	stimulus	n/a	261016.jpg	difficult_distractor
160.8080000000	n/a	n/a	stimulus	373	209081.jpg	difficult_target
161.1810000000	n/a	n/a	response	n/a	n/a	correct
162.7250000000	n/a	n/a	stimulus	n/a	5045.jpg	difficult_distractor
164.8040000000	n/a	n/a	stimulus	271	209081.jpg	difficult_target
165.0750000000	n/a	n/a	response	n/a	n/a	correct
166.8080000000	n/a	n/a	stimulus	233	209081.jpg	difficult_target
167.0410000000	n/a	n/a	response	n/a	n/a	correct
168.6910000000	n/a	n/a	stimulus	202	96021.jpg	difficult_distractor
168.8930000000	n/a	n/a	response	n/a	n/a	incorrect
170.8330000000	n/a	n/a	stimulus	n/a	374053.jpg	difficult_distractor
172.9560000000	n/a	n/a	stimulus	n/a	124029.jpg	difficult_distractor
175.0770000000	n/a	n/a	stimulus	382	209081.jpg	difficult_target
175.4590000000	n/a	n/a	response	n/a	n/a	correct
177.1320000000	n/a	n/a	stimulus	n/a	242083.jpg	difficult_distractor
179.1240000000	n/a	n/a	stimulus	n/a	297057.jpg	difficult_distractor
180.9950000000	n/a	n/a	stimulus	n/a	83045.jpg	difficult_distractor
183.1320000000	n/a	n/a	stimulus	405	209081.jpg	difficult_target
183.5370000000	n/a	n/a	response	n/a	n/a	correct
185.3400000000	n/a	n/a	stimulus	397	209081.jpg	difficult_target
185.7370000000	n/a	n/a	response	n/a	n/a	correct
187.3620000000	n/a	n/a	stimulus	319	209081.jpg	difficult_target
187.6810000000	n/a	n/a	response	n/a	n/a	correct
189.5270000000	n/a	n/a	stimulus	n/a	158094.jpg	difficult_distractor
191.4860000000	n/a	n/a	stimulus	n/a	121051.jpg	difficult_distractor
193.3170000000	n/a	n/a	stimulus	482	209081.jpg	difficult_target
193.7990000000	n/a	n/a	response	n/a	n/a	correct
195.3460000000	n/a	n/a	stimulus	n/a	124081.jpg	difficult_distractor
197.3290000000	n/a	n/a	stimulus	380	209081.jpg	difficult_target
197.7090000000	n/a	n/a	response	n/a	n/a	correct
199.4080000000	n/a	n/a	stimulus	n/a	184060.jpg	difficult_distractor
201.4870000000	n/a	n/a	stimulus	435	209081.jpg	difficult_target
201.9220000000	n/a	n/a	response	n/a	n/a	correct
203.5740000000	n/a	n/a	stimulus	897	209081.jpg	difficult_target
204.4710000000	n/a	n/a	response	n/a	n/a	correct
205.7640000000	n/a	n/a	stimulus	390	209081.jpg	difficult_target
206.1540000000	n/a	n/a	response	n/a	n/a	correct
207.6780000000	n/a	n/a	stimulus	434	209081.jpg	difficult_target
208.1120000000	n/a	n/a	response	n/a	n/a	correct
209.4980000000	n/a	n/a	stimulus	n/a	32073.jpg	difficult_distractor
211.5160000000	n/a	n/a	stimulus	n/a	177096.jpg	difficult_distractor
