onset	duration	sample	trial_type	response_time	stim_file	value
2.8880000000	n/a	n/a	stimulus	n/a	19073.jpg	easy_distractor
4.9830000000	n/a	n/a	stimulus	n/a	194089.jpg	easy_distractor
7.0240000000	n/a	n/a	stimulus	257	104036.jpg	easy_target
7.2810000000	n/a	n/a	response	n/a	n/a	correct
9.0130000000	n/a	n/a	stimulus	n/a	143037.jpg	easy_distractor
11.2000000000	n/a	n/a	stimulus	309	104036.jpg	easy_target
11.5090000000	n/a	n/a	response	n/a	n/a	correct
13.3560000000	n/a	n/a	stimulus	269	104036.jpg	easy_target
13.6250000000	n/a	n/a	response	n/a	n/a	correct
15.3130000000	n/a	n/a	stimulus	314	104036.jpg	easy_target
15.6270000000	n/a	n/a	response	n/a	n/a	correct
17.3750000000	n/a	n/a	stimulus	n/a	143022.jpg	easy_distractor
19.4880000000	n/a	n/a	stimulus	296	104036.jpg	easy_target
19.7840000000	n/a	n/a	response	n/a	n/a	correct
21.5630000000	n/a	n/a	stimulus	321	104036.jpg	easy_target
21.8840000000	n/a	n/a	response	n/a	n/a	correct
23.5360000000	n/a	n/a	stimulus	n/a	340056.jpg	easy_distractor
25.5460000000	n/a	n/a	stimulus	288	104036.jpg	easy_target
25.8340000000	n/a	n/a	response	n/a	n/a	correct
27.5700000000	n/a	n/a	stimulus	n/a	260009.jpg	easy_distractor
29.4240000000	n/a	n/a	stimulus	317	104036.jpg	easy_target
29.7410000000	n/a	n/a	response	n/a	n/a	correct
31.4900000000	n/a	n/a	stimulus	306	104036.jpg	easy_target
31.7960000000	n/a	n/a	response	n/a	n/a	correct
33.3390000000	n/a	n/a	stimulus	n/a	13057.jpg	easy_distractor
35.1770000000	n/a	n/a	stimulus	n/a	329014.jpg	easy_distractor
37.0020000000	n/a	n/a	stimulus	326	104036.jpg	easy_target
37.3280000000	n/a	n/a	response	n/a	n/a	correct
38.8190000000	n/a	n/a	stimulus	493	104036.jpg	easy_target
39.3120000000	n/a	n/a	response	n/a	n/a	correct
40.7610000000	n/a	n/a	stimulus	302	104036.jpg	easy_target
41.0630000000	n/a	n/a	response	n/a	n/a	correct
42.8380000000	n/a	n/a	stimulus	n/a	102079.jpg	easy_distractor
44.8390000000	n/a	n/a	stimulus	260	104036.jpg	easy_target
45.0990000000	n/a	n/a	response	n/a	n/a	correct
46.7330000000	n/a	n/a	stimulus	n/a	260070.jpg	easy_distractor
48.7490000000	n/a	n/a	stimulus	276	104036.jpg	easy_target
49.0250000000	n/a	n/a	response	n/a	n/a	correct
50.9520000000	n/a	n/a	stimulus	369	104036.jpg	easy_target
51.3210000000	n/a	n/a	response	n/a	n/a	correct
53.1390000000	n/a	n/a	stimulus	n/a	279074.jpg	easy_distractor
55.1550000000	n/a	n/a	stimulus	291	104036.jpg	easy_target
55.4460000000	n/a	n/a	response	n/a	n/a	correct
57.2470000000	n/a	n/a	stimulus	311	104036.jpg	easy_target
57.5580000000	n/a	n/a	response	n/a	n/a	correct
59.4220000000	n/a	n/a	stimulus	n/a	98015.jpg	easy_distractor
61.5140000000	n/a	n/a	stimulus	266	104036.jpg	easy_target
61.7800000000	n/a	n/a	response	n/a	n/a	correct
63.3540000000	n/a	n/a	stimulus	n/a	57029.jpg	easy_distractor
65.2190000000	n/a	n/a	stimulus	n/a	237039.jpg	easy_distractor
67.4120000000	n/a	n/a	stimulus	312	104036.jpg	easy_target
67.7240000000	n/a	n/a	response	n/a	n/a	correct
69.4570000000	n/a	n/a	stimulus	n/a	261063.jpg	easy_distractor
71.4290000000	n/a	n/a	stimulus	299	104036.jpg	easy_target
71.7280000000	n/a	n/a	response	n/a	n/a	correct
73.3650000000	n/a	n/a	stimulus	285	104036.jpg	easy_target
73.6500000000	n/a	n/a	response	n/a	n/a	correct
75.4940000000	n/a	n/a	stimulus	280	104036.jpg	easy_target
75.7740000000	n/a	n/a	response	n/a	n/a	correct
77.6450000000	n/a	n/a	stimulus	273	104036.jpg	easy_target
77.9180000000	n/a	n/a	response	n/a	n/a	correct
79.7060000000	n/a	n/a	stimulus	302	104036.jpg	easy_target
80.0080000000	n/a	n/a	response	n/a	n/a	correct
81.7180000000	n/a	n/a	stimulus	n/a	340016.jpg	easy_distractor
83.5840000000	n/a	n/a	stimulus	n/a	64030.jpg	easy_distractor
85.4640000000	n/a	n/a	stimulus	n/a	146061.jpg	easy_distractor
87.6590000000	n/a	n/a	stimulus	292	104036.jpg	easy_target
87.9510000000	n/a	n/a	response	n/a	n/a	correct
89.7860000000	n/a	n/a	stimulus	n/a	261093.jpg	easy_distractor
91.9670000000	n/a	n/a	stimulus	273	104036.jpg	easy_target
92.2400000000	n/a	n/a	response	n/a	n/a	correct
94.1130000000	n/a	n/a	stimulus	274	104036.jpg	easy_target
94.3870000000	n/a	n/a	response	n/a	n/a	correct
96.0860000000	n/a	n/a	stimulus	n/a	151000.jpg	easy_distractor
98.2340000000	n/a	n/a	stimulus	305	104036.jpg	easy_target
98.5390000000	n/a	n/a	response	n/a	n/a	correct
100.2500000000	n/a	n/a	stimulus	258	104036.jpg	easy_target
100.5080000000	n/a	n/a	response	n/a	n/a	correct
102.2970000000	n/a	n/a	stimulus	287	104036.jpg	easy_target
102.5840000000	n/a	n/a	response	n/a	n/a	correct
104.3830000000	n/a	n/a	stimulus	260	104036.jpg	easy_target
104.6430000000	n/a	n/a	response	n/a	n/a	correct
106.2170000000	n/a	n/a	stimulus	305	104036.jpg	easy_target
106.5220000000	n/a	n/a	response	n/a	n/a	correct
108.2620000000	n/a	n/a	stimulus	n/a	68012.jpg	easy_distractor
110.3960000000	n/a	n/a	stimulus	286	104036.jpg	easy_target
110.6820000000	n/a	n/a	response	n/a	n/a	correct
112.5340000000	n/a	n/a	stimulus	n/a	116037.jpg	easy_distractor
114.6790000000	n/a	n/a	stimulus	300	104036.jpg	easy_target
114.9790000000	n/a	n/a	response	n/a	n/a	correct
116.7210000000	n/a	n/a	stimulus	307	104036.jpg	easy_target
