onset	duration	sample	trial_type	response_time	stim_file	value
2.3580000000	n/a	n/a	stimulus	790	108033.jpg	easy_target
3.1480000000	n/a	n/a	response	n/a	n/a	correct
4.3500000000	n/a	n/a	stimulus	n/a	46009.jpg	easy_distractor
6.2500000000	n/a	n/a	stimulus	281	108033.jpg	easy_target
6.5310000000	n/a	n/a	response	n/a	n/a	correct
8.0850000000	n/a	n/a	stimulus	344	108033.jpg	easy_target
8.4290000000	n/a	n/a	response	n/a	n/a	correct
10.1370000000	n/a	n/a	stimulus	n/a	340016.jpg	easy_distractor
12.2540000000	n/a	n/a	stimulus	255	108033.jpg	easy_target
12.5090000000	n/a	n/a	response	n/a	n/a	correct
14.0750000000	n/a	n/a	stimulus	308	108033.jpg	easy_target
14.3830000000	n/a	n/a	response	n/a	n/a	correct
15.8970000000	n/a	n/a	stimulus	276	108033.jpg	easy_target
16.1730000000	n/a	n/a	response	n/a	n/a	correct
17.8140000000	n/a	n/a	stimulus	n/a	22071.jpg	easy_distractor
19.8610000000	n/a	n/a	stimulus	269	108033.jpg	easy_target
20.1300000000	n/a	n/a	response	n/a	n/a	correct
21.9040000000	n/a	n/a	stimulus	307	108033.jpg	easy_target
22.2110000000	n/a	n/a	response	n/a	n/a	correct
23.9950000000	n/a	n/a	stimulus	263	108033.jpg	easy_target
24.2580000000	n/a	n/a	response	n/a	n/a	correct
25.9480000000	n/a	n/a	stimulus	n/a	260070.jpg	easy_distractor
28.0630000000	n/a	n/a	stimulus	251	108033.jpg	easy_target
28.3140000000	n/a	n/a	response	n/a	n/a	correct
30.0900000000	n/a	n/a	stimulus	n/a	248091.jpg	easy_distractor
31.9770000000	n/a	n/a	stimulus	279	108033.jpg	easy_target
32.2560000000	n/a	n/a	response	n/a	n/a	correct
33.9490000000	n/a	n/a	stimulus	280	108033.jpg	easy_target
34.2290000000	n/a	n/a	response	n/a	n/a	correct
35.9800000000	n/a	n/a	stimulus	n/a	143022.jpg	easy_distractor
38.1650000000	n/a	n/a	stimulus	n/a	116037.jpg	easy_distractor
40.2930000000	n/a	n/a	stimulus	n/a	261063.jpg	easy_distractor
42.3490000000	n/a	n/a	stimulus	279	108033.jpg	easy_target
42.6280000000	n/a	n/a	response	n/a	n/a	correct
44.2520000000	n/a	n/a	stimulus	379	108033.jpg	easy_target
44.6310000000	n/a	n/a	response	n/a	n/a	correct
46.1470000000	n/a	n/a	stimulus	318	108033.jpg	easy_target
46.4650000000	n/a	n/a	response	n/a	n/a	correct
48.1110000000	n/a	n/a	stimulus	342	108033.jpg	easy_target
48.4530000000	n/a	n/a	response	n/a	n/a	correct
50.0950000000	n/a	n/a	stimulus	n/a	19073.jpg	easy_distractor
52.0940000000	n/a	n/a	stimulus	n/a	341045.jpg	easy_distractor
54.1400000000	n/a	n/a	stimulus	n/a	98015.jpg	easy_distractor
56.1870000000	n/a	n/a	stimulus	253	108033.jpg	easy_target
56.4400000000	n/a	n/a	response	n/a	n/a	correct
58.1190000000	n/a	n/a	stimulus	n/a	68012.jpg	easy_distractor
60.0930000000	n/a	n/a	stimulus	267	108033.jpg	easy_target
60.3600000000	n/a	n/a	response	n/a	n/a	correct
62.0480000000	n/a	n/a	stimulus	254	108033.jpg	easy_target
62.3020000000	n/a	n/a	response	n/a	n/a	correct
64.1690000000	n/a	n/a	stimulus	272	108033.jpg	easy_target
64.4410000000	n/a	n/a	response	n/a	n/a	correct
66.0110000000	n/a	n/a	stimulus	n/a	142048.jpg	easy_distractor
67.9680000000	n/a	n/a	stimulus	n/a	329014.jpg	easy_distractor
70.0690000000	n/a	n/a	stimulus	266	108033.jpg	easy_target
70.3350000000	n/a	n/a	response	n/a	n/a	correct
72.2420000000	n/a	n/a	stimulus	251	108033.jpg	easy_target
72.4930000000	n/a	n/a	response	n/a	n/a	correct
74.1020000000	n/a	n/a	stimulus	n/a	98059.jpg	easy_distractor
76.1190000000	n/a	n/a	stimulus	n/a	17069.jpg	easy_distractor
78.1050000000	n/a	n/a	stimulus	n/a	13020.jpg	easy_distractor
80.2210000000	n/a	n/a	stimulus	318	108033.jpg	easy_target
80.5390000000	n/a	n/a	response	n/a	n/a	correct
