stage,roi,condition,trial_index,amp_uV,peak_latency_ms
After ICA,Parieto-occipital ROI,familiar,117,2.4182628509239112,340.0
After ICA,Parieto-occipital ROI,familiar,118,-2.575461122702592,309.0
After ICA,Parieto-occipital ROI,familiar,119,-6.4704963238163975,336.0
After ICA,Parieto-occipital ROI,familiar,120,-4.745333817410346,399.0
After ICA,Parieto-occipital ROI,familiar,121,-6.609137083938261,418.0
After ICA,Parieto-occipital ROI,familiar,122,-0.1883210826838972,441.0
After ICA,Parieto-occipital ROI,familiar,123,-0.7921024763110396,300.0
After ICA,Parieto-occipital ROI,familiar,124,4.541269338420091,422.0
After ICA,Parieto-occipital ROI,familiar,125,1.7517938571192089,435.0
After ICA,Parieto-occipital ROI,familiar,126,2.9912829203715163,364.0
After ICA,Parieto-occipital ROI,familiar,127,-12.380868012387584,494.0
After ICA,Parieto-occipital ROI,familiar,128,7.990083637106221,320.0
After ICA,Parieto-occipital ROI,familiar,129,7.4490945124689825,376.0
After ICA,Parieto-occipital ROI,familiar,130,7.6612678740025855,319.0
After ICA,Parieto-occipital ROI,familiar,131,-3.4476997311226802,445.0
After ICA,Parieto-occipital ROI,familiar,132,5.121586317115036,480.0
After ICA,Parieto-occipital ROI,familiar,133,13.052361422784237,302.0
After ICA,Parieto-occipital ROI,familiar,134,-18.40992824106409,363.0
After ICA,Parieto-occipital ROI,familiar,135,-7.913264169937241,500.0
After ICA,Parieto-occipital ROI,familiar,136,8.165396477654213,372.0
After ICA,Parieto-occipital ROI,familiar,137,-2.7862794136000586,375.0
After ICA,Parieto-occipital ROI,familiar,138,5.947125830624659,460.0
After ICA,Parieto-occipital ROI,familiar,139,15.402412409872131,386.0
After ICA,Parieto-occipital ROI,familiar,140,2.7372946784610046,437.0
After ICA,Parieto-occipital ROI,familiar,141,-22.929312694824983,303.0
After ICA,Parieto-occipital ROI,familiar,142,0.5371214400877571,420.0
After ICA,Parieto-occipital ROI,familiar,143,1.382462582089292,375.0
After ICA,Parieto-occipital ROI,familiar,144,7.084681576969971,324.0
After ICA,Parieto-occipital ROI,familiar,145,7.685388982509482,435.0
After ICA,Parieto-occipital ROI,familiar,146,3.574153328811127,416.0
After ICA,Parieto-occipital ROI,familiar,147,-3.5142185916483553,309.0
After ICA,Parieto-occipital ROI,familiar,148,9.054713826160581,352.0
After ICA,Parieto-occipital ROI,familiar,149,2.686173015431535,422.0
After ICA,Parieto-occipital ROI,familiar,150,7.248879448528155,413.0
After ICA,Parieto-occipital ROI,familiar,151,1.965985163536935,354.0
After ICA,Parieto-occipital ROI,familiar,152,4.938009621783762,429.0
After ICA,Parieto-occipital ROI,familiar,153,6.8048706888369646,473.0
After ICA,Parieto-occipital ROI,familiar,154,2.6836698719549243,500.0
After ICA,Parieto-occipital ROI,familiar,155,-9.254860448753165,492.0
After ICA,Parieto-occipital ROI,familiar,156,1.1160261756650056,359.0
After ICA,Parieto-occipital ROI,familiar,157,-9.654609330904533,306.0
After ICA,Parieto-occipital ROI,familiar,158,2.3100335679830954,442.0
After ICA,Parieto-occipital ROI,familiar,159,1.81496437399234,305.0
After ICA,Parieto-occipital ROI,familiar,160,4.437730077454951,386.0
After ICA,Parieto-occipital ROI,familiar,161,-7.97935217189108,321.0
After ICA,Parieto-occipital ROI,familiar,162,-0.015484573126010344,309.0
After ICA,Parieto-occipital ROI,familiar,163,20.807446514346115,341.0
After ICA,Parieto-occipital ROI,familiar,164,-2.743279906737218,371.0
After ICA,Parieto-occipital ROI,familiar,165,6.1098232722686,301.0
After ICA,Parieto-occipital ROI,familiar,166,0.9399590651155698,347.0
After ICA,Parieto-occipital ROI,familiar,167,9.219930457300649,485.0
After ICA,Parieto-occipital ROI,familiar,168,-1.1146601913896663,391.0
After ICA,Parieto-occipital ROI,familiar,169,-10.164820892365345,426.0
After ICA,Parieto-occipital ROI,familiar,170,12.740384929254885,475.0
After ICA,Parieto-occipital ROI,familiar,171,-15.45806226179867,441.0
After ICA,Parieto-occipital ROI,familiar,172,-11.555657368219494,399.0
After ICA,Parieto-occipital ROI,familiar,173,1.6379750898549748,369.0
After ICA,Parieto-occipital ROI,familiar,174,-14.549641780055245,473.0
After ICA,Parieto-occipital ROI,familiar,175,-17.12385398079637,416.0
After ICA,Parieto-occipital ROI,familiar,176,8.669863424756839,372.0
After ICA,Parieto-occipital ROI,familiar,177,-1.474199842736732,409.0
After ICA,Parieto-occipital ROI,familiar,178,6.845400421391908,450.0
After ICA,Parieto-occipital ROI,familiar,179,11.236889108636072,357.0
After ICA,Parieto-occipital ROI,familiar,180,9.616366381808191,439.0
After ICA,Parieto-occipital ROI,familiar,181,-10.082929624308646,376.0
After ICA,Parieto-occipital ROI,familiar,182,-2.2236558194279965,303.0
After ICA,Parieto-occipital ROI,familiar,183,-10.27163147022357,488.0
After ICA,Parieto-occipital ROI,familiar,184,-4.705157714537583,433.0
After ICA,Parieto-occipital ROI,familiar,185,-4.006380137655041,378.0
After ICA,Parieto-occipital ROI,familiar,186,-2.8375923965087795,447.0
After ICA,Parieto-occipital ROI,familiar,187,-0.9206545564475943,358.0
After ICA,Parieto-occipital ROI,familiar,188,-7.980124370129216,345.0
After ICA,Parieto-occipital ROI,familiar,189,6.936696617735286,331.0
After ICA,Parieto-occipital ROI,familiar,190,-6.702739439480058,500.0
After ICA,Parieto-occipital ROI,familiar,191,11.490960139836497,309.0
After ICA,Parieto-occipital ROI,familiar,192,6.328035492758261,500.0
After ICA,Parieto-occipital ROI,familiar,193,2.062623453244262,372.0
After ICA,Parieto-occipital ROI,familiar,194,2.135197399428296,499.0
After ICA,Parieto-occipital ROI,familiar,195,6.961368934892759,482.0
After ICA,Parieto-occipital ROI,familiar,196,-5.747897352682644,358.0
After ICA,Parieto-occipital ROI,familiar,197,7.006519728927843,448.0
After ICA,Parieto-occipital ROI,familiar,198,12.812591134747088,429.0
After ICA,Parieto-occipital ROI,familiar,199,1.346763776636036,497.0
After ICA,Parieto-occipital ROI,familiar,200,5.642096090414531,453.0
After ICA,Parieto-occipital ROI,familiar,201,1.6447178980597954,301.0
