onset	duration	sample	trial_type	response_time	stim_file	value
5.0350000000	n/a	n/a	stimulus	335	105064.jpg	animal_target
5.3700000000	n/a	n/a	response	n/a	n/a	correct
6.8370000000	n/a	n/a	stimulus	n/a	38068.jpg	animal_distractor
8.6510000000	n/a	n/a	stimulus	289	136095.jpg	animal_target
8.9400000000	n/a	n/a	response	n/a	n/a	correct
10.8010000000	n/a	n/a	stimulus	n/a	38014.jpg	animal_distractor
12.6840000000	n/a	n/a	stimulus	n/a	82063.jpg	animal_distractor
14.5950000000	n/a	n/a	stimulus	308	52036.jpg	animal_target
14.9030000000	n/a	n/a	response	n/a	n/a	correct
16.6700000000	n/a	n/a	stimulus	n/a	151079.jpg	animal_distractor
18.6050000000	n/a	n/a	stimulus	n/a	297055.jpg	animal_distractor
20.4770000000	n/a	n/a	stimulus	347	49015.jpg	animal_target
20.8240000000	n/a	n/a	response	n/a	n/a	correct
22.4320000000	n/a	n/a	stimulus	n/a	25076.jpg	animal_distractor
24.4090000000	n/a	n/a	stimulus	278	6043.jpg	animal_target
24.6870000000	n/a	n/a	response	n/a	n/a	correct
26.2490000000	n/a	n/a	stimulus	n/a	132015.jpg	animal_distractor
28.2450000000	n/a	n/a	stimulus	n/a	363045.jpg	animal_distractor
30.0790000000	n/a	n/a	stimulus	418	335092.jpg	animal_target
30.4970000000	n/a	n/a	response	n/a	n/a	correct
32.2220000000	n/a	n/a	stimulus	n/a	48072.jpg	animal_distractor
34.0520000000	n/a	n/a	stimulus	n/a	116029.jpg	animal_distractor
35.9760000000	n/a	n/a	stimulus	285	105008.jpg	animal_target
36.2610000000	n/a	n/a	response	n/a	n/a	correct
38.1490000000	n/a	n/a	stimulus	n/a	138084.jpg	animal_distractor
40.1020000000	n/a	n/a	stimulus	270	105055.jpg	animal_target
40.3720000000	n/a	n/a	response	n/a	n/a	correct
42.2170000000	n/a	n/a	stimulus	278	112053.jpg	animal_target
42.4950000000	n/a	n/a	response	n/a	n/a	correct
44.1540000000	n/a	n/a	stimulus	247	216028.jpg	animal_target
44.4010000000	n/a	n/a	response	n/a	n/a	correct
46.2400000000	n/a	n/a	stimulus	263	8051.jpg	animal_target
46.5030000000	n/a	n/a	response	n/a	n/a	correct
