onset	duration	sample	trial_type	response_time	stim_file	value
8.9220000000	n/a	n/a	stimulus	422	336014.jpg	animal_target
9.3440000000	n/a	n/a	response	n/a	n/a	correct
10.7360000000	n/a	n/a	stimulus	n/a	48094.jpg	animal_distractor
12.6100000000	n/a	n/a	stimulus	305	75040.jpg	animal_target
12.9150000000	n/a	n/a	response	n/a	n/a	correct
14.6810000000	n/a	n/a	stimulus	367	43054.jpg	animal_target
15.0480000000	n/a	n/a	response	n/a	n/a	correct
16.8470000000	n/a	n/a	stimulus	n/a	38056.jpg	animal_distractor
18.8190000000	n/a	n/a	stimulus	410	163065.jpg	animal_target
19.2290000000	n/a	n/a	response	n/a	n/a	correct
20.7070000000	n/a	n/a	stimulus	336	335072.jpg	animal_target
21.0430000000	n/a	n/a	response	n/a	n/a	correct
22.8300000000	n/a	n/a	stimulus	312	107026.jpg	animal_target
23.1420000000	n/a	n/a	response	n/a	n/a	correct
24.9310000000	n/a	n/a	stimulus	359	104013.jpg	animal_target
25.2900000000	n/a	n/a	response	n/a	n/a	correct
26.9580000000	n/a	n/a	stimulus	337	326077.jpg	animal_target
27.2950000000	n/a	n/a	response	n/a	n/a	correct
29.1540000000	n/a	n/a	stimulus	338	268068.jpg	animal_target
29.4920000000	n/a	n/a	response	n/a	n/a	correct
31.2330000000	n/a	n/a	stimulus	n/a	279013.jpg	animal_distractor
33.3090000000	n/a	n/a	stimulus	n/a	116043.jpg	animal_distractor
35.3240000000	n/a	n/a	stimulus	400	8163.jpg	animal_target
35.7240000000	n/a	n/a	response	n/a	n/a	correct
37.4010000000	n/a	n/a	stimulus	326	108050.jpg	animal_target
37.7270000000	n/a	n/a	response	n/a	n/a	correct
39.5130000000	n/a	n/a	stimulus	299	68084.jpg	animal_distractor
39.8120000000	n/a	n/a	response	n/a	n/a	incorrect
41.5570000000	n/a	n/a	stimulus	n/a	102010.jpg	animal_distractor
43.4140000000	n/a	n/a	stimulus	n/a	138064.jpg	animal_distractor
45.2540000000	n/a	n/a	stimulus	n/a	19056.jpg	animal_distractor
47.2660000000	n/a	n/a	stimulus	467	268070.jpg	animal_target
47.7330000000	n/a	n/a	response	n/a	n/a	correct
49.4240000000	n/a	n/a	stimulus	444	307036.jpg	animal_target
49.8680000000	n/a	n/a	response	n/a	n/a	correct
51.2480000000	n/a	n/a	stimulus	n/a	19007.jpg	animal_distractor
53.1040000000	n/a	n/a	stimulus	382	188088.jpg	animal_target
53.4860000000	n/a	n/a	response	n/a	n/a	correct
55.2560000000	n/a	n/a	stimulus	n/a	194042.jpg	animal_distractor
57.3240000000	n/a	n/a	stimulus	347	6052.jpg	animal_target
