onset	duration	sample	trial_type	response_time	stim_file	value
5.9930000000	n/a	n/a	stimulus	949	216028.jpg	animal_target
6.9420000000	n/a	n/a	response	n/a	n/a	correct
7.8110000000	n/a	n/a	stimulus	913	336049.jpg	animal_target
8.7240000000	n/a	n/a	response	n/a	n/a	correct
9.8000000000	n/a	n/a	stimulus	404	42036.jpg	animal_target
10.2040000000	n/a	n/a	response	n/a	n/a	correct
11.8870000000	n/a	n/a	stimulus	272	116028.jpg	animal_distractor
12.1590000000	n/a	n/a	response	n/a	n/a	incorrect
14.0670000000	n/a	n/a	stimulus	n/a	98075.jpg	animal_distractor
16.2140000000	n/a	n/a	stimulus	n/a	38014.jpg	animal_distractor
18.1490000000	n/a	n/a	stimulus	369	335092.jpg	animal_target
18.5180000000	n/a	n/a	response	n/a	n/a	correct
20.1430000000	n/a	n/a	stimulus	n/a	93007.jpg	animal_distractor
22.3100000000	n/a	n/a	stimulus	604	104010.jpg	animal_target
22.9140000000	n/a	n/a	response	n/a	n/a	correct
24.1880000000	n/a	n/a	stimulus	615	163072.jpg	animal_target
24.8030000000	n/a	n/a	response	n/a	n/a	correct
26.3450000000	n/a	n/a	stimulus	427	112057.jpg	animal_target
26.7720000000	n/a	n/a	response	n/a	n/a	correct
28.3870000000	n/a	n/a	stimulus	502	104000.jpg	animal_target
28.8890000000	n/a	n/a	response	n/a	n/a	correct
30.5860000000	n/a	n/a	stimulus	n/a	279018.jpg	animal_distractor
32.7430000000	n/a	n/a	stimulus	n/a	83015.jpg	animal_distractor
34.8360000000	n/a	n/a	stimulus	366	6005.jpg	animal_target
35.2020000000	n/a	n/a	response	n/a	n/a	correct
36.9570000000	n/a	n/a	stimulus	n/a	82040.jpg	animal_distractor
38.9150000000	n/a	n/a	stimulus	487	163042.jpg	animal_target
39.4020000000	n/a	n/a	response	n/a	n/a	correct
40.8860000000	n/a	n/a	stimulus	718	168038.jpg	animal_target
41.6040000000	n/a	n/a	response	n/a	n/a	correct
42.9150000000	n/a	n/a	stimulus	409	326040.jpg	animal_target
43.3240000000	n/a	n/a	response	n/a	n/a	correct
45.1040000000	n/a	n/a	stimulus	n/a	147030.jpg	animal_distractor
47.3000000000	n/a	n/a	stimulus	n/a	116020.jpg	animal_distractor
49.2780000000	n/a	n/a	stimulus	n/a	102081.jpg	animal_distractor
51.4140000000	n/a	n/a	stimulus	n/a	56058.jpg	animal_distractor
53.5160000000	n/a	n/a	stimulus	n/a	234005.jpg	animal_distractor
55.4430000000	n/a	n/a	stimulus	n/a	138084.jpg	animal_distractor
57.5810000000	n/a	n/a	stimulus	n/a	82063.jpg	animal_distractor
59.7700000000	n/a	n/a	stimulus	n/a	173051.jpg	animal_target
61.8970000000	n/a	n/a	stimulus	520	105008.jpg	animal_target
62.4170000000	n/a	n/a	response	n/a	n/a	correct
