onset	duration	sample	trial_type	response_time	stim_file	value
2.5630000000	n/a	n/a	stimulus	402	163014.jpg	easy_target
2.9650000000	n/a	n/a	response	n/a	n/a	correct
4.4260000000	n/a	n/a	stimulus	n/a	162017.jpg	easy_distractor
6.2390000000	n/a	n/a	stimulus	311	163014.jpg	easy_target
6.5500000000	n/a	n/a	response	n/a	n/a	correct
8.1170000000	n/a	n/a	stimulus	n/a	373066.jpg	easy_distractor
9.9410000000	n/a	n/a	stimulus	n/a	166053.jpg	easy_distractor
11.8360000000	n/a	n/a	stimulus	n/a	131010.jpg	easy_distractor
14.0290000000	n/a	n/a	stimulus	n/a	57001.jpg	easy_distractor
15.8580000000	n/a	n/a	stimulus	n/a	332047.jpg	easy_distractor
17.8810000000	n/a	n/a	stimulus	323	163014.jpg	easy_target
18.2040000000	n/a	n/a	response	n/a	n/a	correct
20.0480000000	n/a	n/a	stimulus	n/a	48064.jpg	easy_distractor
22.0940000000	n/a	n/a	stimulus	358	163014.jpg	easy_target
22.4520000000	n/a	n/a	response	n/a	n/a	correct
23.9860000000	n/a	n/a	stimulus	370	163014.jpg	easy_target
24.3560000000	n/a	n/a	response	n/a	n/a	correct
25.8950000000	n/a	n/a	stimulus	n/a	57053.jpg	easy_distractor
27.8120000000	n/a	n/a	stimulus	n/a	124034.jpg	easy_distractor
29.6700000000	n/a	n/a	stimulus	n/a	111011.jpg	easy_distractor
31.8660000000	n/a	n/a	stimulus	n/a	227048.jpg	easy_distractor
33.6980000000	n/a	n/a	stimulus	n/a	147093.jpg	easy_distractor
35.6070000000	n/a	n/a	stimulus	342	163014.jpg	easy_target
35.9490000000	n/a	n/a	response	n/a	n/a	correct
37.5790000000	n/a	n/a	stimulus	334	163014.jpg	easy_target
37.9130000000	n/a	n/a	response	n/a	n/a	correct
39.4600000000	n/a	n/a	stimulus	308	163014.jpg	easy_target
39.7680000000	n/a	n/a	response	n/a	n/a	correct
41.4560000000	n/a	n/a	stimulus	261	163014.jpg	easy_target
41.7170000000	n/a	n/a	response	n/a	n/a	correct
43.5510000000	n/a	n/a	stimulus	269	163014.jpg	easy_target
43.8200000000	n/a	n/a	response	n/a	n/a	correct
45.3960000000	n/a	n/a	stimulus	387	163014.jpg	easy_target
45.7830000000	n/a	n/a	response	n/a	n/a	correct
47.4700000000	n/a	n/a	stimulus	n/a	143045.jpg	easy_distractor
49.5640000000	n/a	n/a	stimulus	416	163014.jpg	easy_target
49.9800000000	n/a	n/a	response	n/a	n/a	correct
51.4350000000	n/a	n/a	stimulus	n/a	151027.jpg	easy_distractor
53.5640000000	n/a	n/a	stimulus	n/a	115054.jpg	easy_distractor
55.5230000000	n/a	n/a	stimulus	394	163014.jpg	easy_target
55.9170000000	n/a	n/a	response	n/a	n/a	correct
57.3880000000	n/a	n/a	stimulus	333	163014.jpg	easy_target
57.7210000000	n/a	n/a	response	n/a	n/a	correct
59.5910000000	n/a	n/a	stimulus	n/a	13026.jpg	easy_distractor
61.4160000000	n/a	n/a	stimulus	n/a	48033.jpg	easy_distractor
63.4670000000	n/a	n/a	stimulus	401	163014.jpg	easy_target
63.8680000000	n/a	n/a	response	n/a	n/a	correct
65.2810000000	n/a	n/a	stimulus	401	163014.jpg	easy_target
65.6820000000	n/a	n/a	response	n/a	n/a	correct
67.1560000000	n/a	n/a	stimulus	267	163014.jpg	easy_target
67.4230000000	n/a	n/a	response	n/a	n/a	correct
69.1140000000	n/a	n/a	stimulus	259	163014.jpg	easy_target
69.3730000000	n/a	n/a	response	n/a	n/a	correct
70.9250000000	n/a	n/a	stimulus	n/a	98001.jpg	easy_distractor
72.8030000000	n/a	n/a	stimulus	n/a	96008.jpg	easy_distractor
74.9530000000	n/a	n/a	stimulus	n/a	50074.jpg	easy_distractor
76.7670000000	n/a	n/a	stimulus	368	163014.jpg	easy_target
77.1350000000	n/a	n/a	response	n/a	n/a	correct
78.6660000000	n/a	n/a	stimulus	360	163014.jpg	easy_target
79.0260000000	n/a	n/a	response	n/a	n/a	correct
80.5240000000	n/a	n/a	stimulus	312	163014.jpg	easy_target
80.8360000000	n/a	n/a	response	n/a	n/a	correct
