onset	duration	sample	trial_type	response_time	stim_file	value
2.9530000000	n/a	n/a	stimulus	n/a	142028.jpg	easy_distractor
5.1290000000	n/a	n/a	stimulus	n/a	403017.jpg	easy_distractor
6.9480000000	n/a	n/a	stimulus	340	41062.jpg	easy_target
7.2880000000	n/a	n/a	response	n/a	n/a	correct
8.9110000000	n/a	n/a	stimulus	n/a	144055.jpg	easy_distractor
10.9130000000	n/a	n/a	stimulus	n/a	162045.jpg	easy_distractor
13.0270000000	n/a	n/a	stimulus	360	41062.jpg	easy_target
13.3870000000	n/a	n/a	response	n/a	n/a	correct
15.1800000000	n/a	n/a	stimulus	n/a	250010.jpg	easy_distractor
17.0100000000	n/a	n/a	stimulus	n/a	68015.jpg	easy_distractor
18.8740000000	n/a	n/a	stimulus	n/a	248098.jpg	easy_distractor
20.9390000000	n/a	n/a	stimulus	n/a	131053.jpg	easy_distractor
22.8920000000	n/a	n/a	stimulus	366	41062.jpg	easy_target
23.2580000000	n/a	n/a	response	n/a	n/a	correct
25.0930000000	n/a	n/a	stimulus	n/a	261096.jpg	easy_distractor
27.2060000000	n/a	n/a	stimulus	n/a	71082.jpg	easy_distractor
29.0720000000	n/a	n/a	stimulus	367	41062.jpg	easy_target
29.4390000000	n/a	n/a	response	n/a	n/a	correct
30.9980000000	n/a	n/a	stimulus	n/a	121097.jpg	easy_distractor
32.8720000000	n/a	n/a	stimulus	n/a	22066.jpg	easy_distractor
35.0030000000	n/a	n/a	stimulus	n/a	207012.jpg	easy_distractor
36.9360000000	n/a	n/a	stimulus	n/a	72034.jpg	easy_distractor
38.8510000000	n/a	n/a	stimulus	373	41062.jpg	easy_target
39.2240000000	n/a	n/a	response	n/a	n/a	correct
40.6790000000	n/a	n/a	stimulus	327	41062.jpg	easy_target
41.0060000000	n/a	n/a	response	n/a	n/a	correct
42.5730000000	n/a	n/a	stimulus	n/a	68036.jpg	easy_distractor
44.6360000000	n/a	n/a	stimulus	n/a	250023.jpg	easy_distractor
46.7230000000	n/a	n/a	stimulus	n/a	82068.jpg	easy_distractor
48.6660000000	n/a	n/a	stimulus	n/a	142004.jpg	easy_distractor
50.6520000000	n/a	n/a	stimulus	n/a	28060.jpg	easy_distractor
52.8150000000	n/a	n/a	stimulus	n/a	146021.jpg	easy_distractor
54.6990000000	n/a	n/a	stimulus	339	41062.jpg	easy_target
55.0380000000	n/a	n/a	response	n/a	n/a	correct
56.8660000000	n/a	n/a	stimulus	292	41062.jpg	easy_target
57.1580000000	n/a	n/a	response	n/a	n/a	correct
58.9040000000	n/a	n/a	stimulus	n/a	124011.jpg	easy_distractor
61.0540000000	n/a	n/a	stimulus	n/a	82054.jpg	easy_distractor
63.0980000000	n/a	n/a	stimulus	403	41062.jpg	easy_target
63.5010000000	n/a	n/a	response	n/a	n/a	correct
