roi,time_ms,category,mean_uV,sem_uV
Parietal ROI,-57.0,nonanimal,0.053742557439933246,0.15226364453757668
Parietal ROI,-56.0,animal,-0.11315319329445898,0.07088975449532639
Parietal ROI,-56.0,nonanimal,0.06412137612513782,0.14554955699481772
Parietal ROI,-55.0,animal,-0.12684750970526165,0.07167342174075035
Parietal ROI,-55.0,nonanimal,0.07788364110889548,0.13783937147782593
Parietal ROI,-54.0,animal,-0.13352383156979458,0.07086897759656446
Parietal ROI,-54.0,nonanimal,0.09196907051063881,0.13087424493978325
Parietal ROI,-53.0,animal,-0.1326409111074695,0.06841896710276843
Parietal ROI,-53.0,nonanimal,0.10119156420312972,0.12593735757700358
Parietal ROI,-52.0,animal,-0.12547135049591357,0.06479011324533648
Parietal ROI,-52.0,nonanimal,0.09952698931239541,0.12325243782954551
Parietal ROI,-51.0,animal,-0.11482291799060262,0.060614888074457314
Parietal ROI,-51.0,nonanimal,0.08207984617286754,0.12213782196826525
Parietal ROI,-50.0,animal,-0.10423594572523656,0.0562335546784425
Parietal ROI,-50.0,nonanimal,0.046987733127733564,0.12198248963462287
Parietal ROI,-49.0,animal,-0.09691478402056927,0.051675652755571434
Parietal ROI,-49.0,nonanimal,-0.0034841950106225678,0.12312200437864632
Parietal ROI,-48.0,animal,-0.09474416322712152,0.047160052910618554
Parietal ROI,-48.0,nonanimal,-0.06308198101232605,0.12662501055606445
Parietal ROI,-47.0,animal,-0.09771325488771078,0.04346324451527718
Parietal ROI,-47.0,nonanimal,-0.12289862226493857,0.1329572652953599
Parietal ROI,-46.0,animal,-0.1039326987786974,0.04148504381510947
Parietal ROI,-46.0,nonanimal,-0.17349481111967988,0.1408295012628571
Parietal ROI,-45.0,animal,-0.11023270747188771,0.04135258208107621
Parietal ROI,-45.0,nonanimal,-0.20720733255013965,0.1475752068708512
Parietal ROI,-44.0,animal,-0.11314735087433356,0.042411788925333115
Parietal ROI,-44.0,nonanimal,-0.22003945350540613,0.1506786874909415
Parietal ROI,-43.0,animal,-0.10997907978352653,0.04422354676782634
Parietal ROI,-43.0,nonanimal,-0.21264396878994113,0.14916974863300067
Parietal ROI,-42.0,animal,-0.09962352365265678,0.047060432350667064
Parietal ROI,-42.0,nonanimal,-0.19012306936669954,0.14413715139056452
Parietal ROI,-41.0,animal,-0.08290968607509804,0.05130965512699958
Parietal ROI,-41.0,nonanimal,-0.16066735181816605,0.13814128776582493
Parietal ROI,-40.0,animal,-0.06235704041751368,0.056671537772847703
Parietal ROI,-40.0,nonanimal,-0.13338488055149844,0.13369760543434647
Parietal ROI,-39.0,animal,-0.04143965912750601,0.06214214001888025
Parietal ROI,-39.0,nonanimal,-0.11593132917180957,0.1317919795638708
Parietal ROI,-38.0,animal,-0.02361380404110173,0.0666045085647716
Parietal ROI,-38.0,nonanimal,-0.11263596870208428,0.1317793925699537
Parietal ROI,-37.0,animal,-0.011436642251019946,0.06933530292259102
Parietal ROI,-37.0,nonanimal,-0.12366811205728137,0.13256018639645586
Parietal ROI,-36.0,animal,-0.0060392173370021176,0.07019117955338147
Parietal ROI,-36.0,nonanimal,-0.14544173343293948,0.1334569825822272
Parietal ROI,-35.0,animal,-0.007050564750780047,0.06955834795885693
Parietal ROI,-35.0,nonanimal,-0.17204138704179353,0.13406513346424823
Parietal ROI,-34.0,animal,-0.012893017474759006,0.06813842883475985
Parietal ROI,-34.0,nonanimal,-0.19713533756644888,0.13378976964796793
Parietal ROI,-33.0,animal,-0.021271155387599716,0.06659948823056248
Parietal ROI,-33.0,nonanimal,-0.215741785663079,0.13188975037664627
Parietal ROI,-32.0,animal,-0.02968478597325868,0.06521982724035967
Parietal ROI,-32.0,nonanimal,-0.22533760759785704,0.12800770587420848
Parietal ROI,-31.0,animal,-0.03586888640200135,0.06380198624878182
Parietal ROI,-31.0,nonanimal,-0.22606503025657113,0.12261804620724145
Parietal ROI,-30.0,animal,-0.03813343155700348,0.062004899645846
Parietal ROI,-30.0,nonanimal,-0.22009134828393853,0.11701823381348357
Parietal ROI,-29.0,animal,-0.035604190945690985,0.05983525266569015
Parietal ROI,-29.0,nonanimal,-0.21043705046479416,0.11291458122593714
Parietal ROI,-28.0,animal,-0.028357731128958702,0.0578282270889634
Parietal ROI,-28.0,nonanimal,-0.1997470332996083,0.11180736242512172
Parietal ROI,-27.0,animal,-0.017430070485412754,0.05665148450467968
Parietal ROI,-27.0,nonanimal,-0.18947502581204315,0.1142977875134573
Parietal ROI,-26.0,animal,-0.004680196985534091,0.056411904886969344
Parietal ROI,-26.0,nonanimal,-0.17975453241436937,0.11960710741899572
Parietal ROI,-25.0,animal,0.007491772293471738,0.056430423679367264
Parietal ROI,-25.0,nonanimal,-0.16991634346129086,0.12585069754563355
Parietal ROI,-24.0,animal,0.01655252745309384,0.05578742656650361
Parietal ROI,-24.0,nonanimal,-0.1593241570938173,0.1310913461048159
Parietal ROI,-23.0,animal,0.020338944302571105,0.054028176756143166
Parietal ROI,-23.0,nonanimal,-0.1480722916137426,0.1344428680622904
Parietal ROI,-22.0,animal,0.017606490868742625,0.05143188273232172
Parietal ROI,-22.0,nonanimal,-0.13718044105356345,0.13646582529793416
Parietal ROI,-21.0,animal,0.008523111053056271,0.04875425376150866
Parietal ROI,-21.0,nonanimal,-0.12819056582065458,0.13854192798709047
Parietal ROI,-20.0,animal,-0.0050603693393541736,0.046619166558383794
Parietal ROI,-20.0,nonanimal,-0.12238530448613286,0.14159274501165636
Parietal ROI,-19.0,animal,-0.019756432295201857,0.04496034264236177
Parietal ROI,-19.0,nonanimal,-0.12003776681765137,0.14519950745890697
Parietal ROI,-18.0,animal,-0.03130349428440335,0.04304446386839276
Parietal ROI,-18.0,nonanimal,-0.12007388946123547,0.14790422219905835
Parietal ROI,-17.0,animal,-0.03564468449402419,0.040154698774511194
Parietal ROI,-17.0,nonanimal,-0.12031013531372396,0.14824133354344027
Parietal ROI,-16.0,animal,-0.030114448282958672,0.036497608732471695
Parietal ROI,-16.0,nonanimal,-0.11814801144265283,0.14555592850178542
Parietal ROI,-15.0,animal,-0.014330194938086715,0.033884466511738494
Parietal ROI,-15.0,nonanimal,-0.11140491159228776,0.1402094195189718
Parietal ROI,-14.0,animal,0.009547698453522492,0.03508035580031421
Parietal ROI,-14.0,nonanimal,-0.09893036842175829,0.13325325306547192
Parietal ROI,-13.0,animal,0.03733071976710697,0.040761451587168276
Parietal ROI,-13.0,nonanimal,-0.08079742729479013,0.12577047253054888
Parietal ROI,-12.0,animal,0.0639832973878509,0.04854308994608819
Parietal ROI,-12.0,nonanimal,-0.05807639453188791,0.1182043955977114
Parietal ROI,-11.0,animal,0.08512457528919146,0.05573207497856219
Parietal ROI,-11.0,nonanimal,-0.03237229174621675,0.11017089987691137
Parietal ROI,-10.0,animal,0.09835856883184732,0.06094401930736618
Parietal ROI,-10.0,nonanimal,-0.005362197758315812,0.10107133433375023
Parietal ROI,-9.0,animal,0.10395092140864959,0.06415704152296112
Parietal ROI,-9.0,nonanimal,0.021493736233115342,0.09121618509282266
Parietal ROI,-8.0,animal,0.10457091225487716,0.06614744677112025
Parietal ROI,-8.0,nonanimal,0.04702623192686469,0.0826863416111941
Parietal ROI,-7.0,animal,0.10416530009829557,0.06766525255177509
Parietal ROI,-7.0,nonanimal,0.07030323794279023,0.07881637117701804
Parietal ROI,-6.0,animal,0.10639393224476568,0.06890520308060305
Parietal ROI,-6.0,nonanimal,0.09059408518083505,0.08150830868067985
Parietal ROI,-5.0,animal,0.11326125086807814,0.06972415732454228
Parietal ROI,-5.0,nonanimal,0.10744639920167771,0.08920389005045405
Parietal ROI,-4.0,animal,0.12450169033395486,0.07026098014745008
Parietal ROI,-4.0,nonanimal,0.12083879477959103,0.09898734210975862
Parietal ROI,-3.0,animal,0.13794552571345378,0.07116571416284664
Parietal ROI,-3.0,nonanimal,0.13124961537455646,0.1094006489713577
Parietal ROI,-2.0,animal,0.15066276913812157,0.07310039055156677
Parietal ROI,-2.0,nonanimal,0.13947752318389545,0.12087462561214246
Parietal ROI,-1.0,animal,0.16036421626378017,0.07604120993280516
Parietal ROI,-1.0,nonanimal,0.14620059816671743,0.13456804826264215
Parietal ROI,0.0,animal,0.16645989306634051,0.07923590753130377
Parietal ROI,0.0,nonanimal,0.15147380365175744,0.15089339873053972
Parietal ROI,1.0,animal,0.1703470569081293,0.08182975255683106
Parietal ROI,1.0,nonanimal,0.154474678106044,0.16864846415286502
Parietal ROI,2.0,animal,0.17482702851772283,0.08340026005219335
Parietal ROI,2.0,nonanimal,0.15371324172489256,0.18516829802198465
Parietal ROI,3.0,animal,0.18290102904465963,0.08396572781438687
Parietal ROI,3.0,nonanimal,0.1476836162248904,0.19732594300472867
Parietal ROI,4.0,animal,0.196439023542105,0.08365689826688742
Parietal ROI,4.0,nonanimal,0.13570662169351844,0.2028828135865563
Parietal ROI,5.0,animal,0.21526266506021371,0.0824548723548497
Parietal ROI,5.0,nonanimal,0.11861845497591517,0.2015459013399763
Parietal ROI,6.0,animal,0.23701059787153786,0.08018995539917223
Parietal ROI,6.0,nonanimal,0.09901477042542313,0.19510472512007399
Parietal ROI,7.0,animal,0.257828973713755,0.0766801425838631
Parietal ROI,7.0,nonanimal,0.08090080217343514,0.18642867828680335
Parietal ROI,8.0,animal,0.27359829180609374,0.07182090217297418
Parietal ROI,8.0,nonanimal,0.06877866981173561,0.17803590797415514
Parietal ROI,9.0,animal,0.28121702979218466,0.06561134590776509
Parietal ROI,9.0,nonanimal,0.06639309314508576,0.17166312926209545
Parietal ROI,10.0,animal,0.2794932874754773,0.05823004922410932
Parietal ROI,10.0,nonanimal,0.0755208517918969,0.1691564917539954
Parietal ROI,11.0,animal,0.2694037417577899,0.05023555026525385
Parietal ROI,11.0,nonanimal,0.09524579390725699,0.17264344756311015
Parietal ROI,12.0,animal,0.25374072021720473,0.042877235902150174
Parietal ROI,12.0,nonanimal,0.12204485298392735,0.1824532471589046
Parietal ROI,13.0,animal,0.23635174070789516,0.038300119655068326
Parietal ROI,13.0,nonanimal,0.1507317568460215,0.19545152367071408
Parietal ROI,14.0,animal,0.22123320066390084,0.03863341216459134
Parietal ROI,14.0,nonanimal,0.17596927900450549,0.20676991482329282
Parietal ROI,15.0,animal,0.21170283294756148,0.04363871013636498
Parietal ROI,15.0,nonanimal,0.19380782086441756,0.2129626717632826
Parietal ROI,16.0,animal,0.20980582869619324,0.050686749012855845
Parietal ROI,16.0,nonanimal,0.20266143172170548,0.2135424521141225
Parietal ROI,17.0,animal,0.2160394167564173,0.05708964630600474
Parietal ROI,17.0,nonanimal,0.20335818114499066,0.21028632858866858
Parietal ROI,18.0,animal,0.2294075390564684,0.06123360969923194
Parietal ROI,18.0,nonanimal,0.1983340290934446,0.20531922565443866
Parietal ROI,19.0,animal,0.2477455963851724,0.06270441353141755
Parietal ROI,19.0,nonanimal,0.1904695246725884,0.199580276934515
Parietal ROI,20.0,animal,0.2682032620991417,0.06206251774927008
Parietal ROI,20.0,nonanimal,0.18221608854422383,0.1927423311260057
Parietal ROI,21.0,animal,0.2877674068243913,0.06029865014400442
Parietal ROI,21.0,nonanimal,0.17539728756928769,0.18420746014237951
Parietal ROI,22.0,animal,0.30373687065305593,0.0581874260386115
Parietal ROI,22.0,nonanimal,0.1715557261901262,0.1741157413859173
Parietal ROI,23.0,animal,0.31410194575843026,0.056088180110914744
Parietal ROI,23.0,nonanimal,0.17231511100873526,0.163776635315726
Parietal ROI,24.0,animal,0.3177989803323055,0.054441452658823275
Parietal ROI,24.0,nonanimal,0.17923483341105545,0.15532452706918057
Parietal ROI,25.0,animal,0.3148095094386526,0.05431707964507817
Parietal ROI,25.0,nonanimal,0.1930538086171501,0.15058724020097275
Parietal ROI,26.0,animal,0.3060736852899485,0.05697810417408815
Parietal ROI,26.0,nonanimal,0.21274680707241841,0.14989869438245096
Parietal ROI,27.0,animal,0.2932146701541393,0.06256870673322032
Parietal ROI,27.0,nonanimal,0.2350754653072135,0.15207464590206288
Parietal ROI,28.0,animal,0.27812806317701544,0.06973553641987727
Parietal ROI,28.0,nonanimal,0.25511684408973,0.15550117045475015
Parietal ROI,29.0,animal,0.26254928987873993,0.07671329884403665
Parietal ROI,29.0,nonanimal,0.26772105838225124,0.1590258184817069
Parietal ROI,30.0,animal,0.24772913313521122,0.08237108863508145
Parietal ROI,30.0,nonanimal,0.26931970139461664,0.16202395449668006
Parietal ROI,31.0,animal,0.23430298716496495,0.08647556237048658
Parietal ROI,31.0,nonanimal,0.25929733792827653,0.16400813616376286
Parietal ROI,32.0,animal,0.22235780998342292,0.0894427465275548
Parietal ROI,32.0,nonanimal,0.2403457860903389,0.16427347376567708
Parietal ROI,33.0,animal,0.21162636832830023,0.0919977118324153
Parietal ROI,33.0,nonanimal,0.2176869748434825,0.1618662117848956
Parietal ROI,34.0,animal,0.2017050623747818,0.0949877142676168
Parietal ROI,34.0,nonanimal,0.19750971822603466,0.1559872278311364
Parietal ROI,35.0,animal,0.1921983915312227,0.09927788870305336
Parietal ROI,35.0,nonanimal,0.18520634238660416,0.14670665038508018
Parietal ROI,36.0,animal,0.18273827739935708,0.1054750958685213
Parietal ROI,36.0,nonanimal,0.18396362904103114,0.1356048156248755
Parietal ROI,37.0,animal,0.1728970400578278,0.11348323633821814
Parietal ROI,37.0,nonanimal,0.1940467734376635,0.12577284442549994
Parietal ROI,38.0,animal,0.1620873126378452,0.12228972953884483
Parietal ROI,38.0,nonanimal,0.21286044789748035,0.12056521476715251
Parietal ROI,39.0,animal,0.1495694292838656,0.13026143656467434
Parietal ROI,39.0,nonanimal,0.2356828400171298,0.12137426482849102
Parietal ROI,40.0,animal,0.13463113157891016,0.13575996357497988
Parietal ROI,40.0,nonanimal,0.25686057660035144,0.12671825131875847
Parietal ROI,41.0,animal,0.11688243502221536,0.13772611854965428
Parietal ROI,41.0,nonanimal,0.27117396198375465,0.13395224149933935
Parietal ROI,42.0,animal,0.0965051709280068,0.13601996726123358
Parietal ROI,42.0,nonanimal,0.2750262209360082,0.14120745678302457
Parietal ROI,43.0,animal,0.07429903615607684,0.1314405236394707
Parietal ROI,43.0,nonanimal,0.26713195847187,0.14771905450321002
Parietal ROI,44.0,animal,0.05147984190020024,0.12547149784703934
Parietal ROI,44.0,nonanimal,0.2485311893871558,0.15319998538054735
Parietal ROI,45.0,animal,0.02932718210151053,0.1199443520443625
Parietal ROI,45.0,nonanimal,0.22198796864307893,0.15735452242231518
Parietal ROI,46.0,animal,0.008846782020165622,0.11678502641331892
Parietal ROI,46.0,nonanimal,0.19102752214874838,0.15987243153547823
Parietal ROI,47.0,animal,-0.00942548285508354,0.11762465377749046
Parietal ROI,47.0,nonanimal,0.1589381954465927,0.1606047281077414
Parietal ROI,48.0,animal,-0.02544039484501189,0.12290971985836173
Parietal ROI,48.0,nonanimal,0.128017659037734,0.15959542643665367
Parietal ROI,49.0,animal,-0.039506551210471176,0.13110098000983586
Parietal ROI,49.0,nonanimal,0.09923402571877915,0.15696788149852697
Parietal ROI,50.0,animal,-0.05207552492913742,0.1391042569446563
Parietal ROI,50.0,nonanimal,0.07234257080855376,0.15284285984702495
Parietal ROI,51.0,animal,-0.06350739328547036,0.14371187780464068
Parietal ROI,51.0,nonanimal,0.04636918996967047,0.14737136969314016
Parietal ROI,52.0,animal,-0.07389171687090493,0.1429157318653716
Parietal ROI,52.0,nonanimal,0.020264961857297516,0.14080640832382885
Parietal ROI,53.0,animal,-0.08299408632904423,0.13650357837207602
Parietal ROI,53.0,nonanimal,-0.006519210830399816,0.13349527364479027
Parietal ROI,54.0,animal,-0.09035481926338565,0.1259268589879468
Parietal ROI,54.0,nonanimal,-0.03375899038329208,0.12575056946528765
Parietal ROI,55.0,animal,-0.09549416751206312,0.11363680738735905
Parietal ROI,55.0,nonanimal,-0.06058889185685803,0.11768832576982449
Parietal ROI,56.0,animal,-0.09813008218225987,0.1021945184565521
Parietal ROI,56.0,nonanimal,-0.08596442546370422,0.10922230799256512
Parietal ROI,57.0,animal,-0.09832618902134285,0.09354017717531266
Parietal ROI,57.0,nonanimal,-0.10920623850996028,0.1003274329608587
Parietal ROI,58.0,animal,-0.09653889638812863,0.08873333110166687
Parietal ROI,58.0,nonanimal,-0.13031660791288,0.09141988312999617
Parietal ROI,59.0,animal,-0.09357317966202786,0.08810551892220633
Parietal ROI,59.0,nonanimal,-0.14986722096828148,0.0835195899758124
Parietal ROI,60.0,animal,-0.0904620022888815,0.09142477290753499
Parietal ROI,60.0,nonanimal,-0.16848984472925616,0.0779738986903346
Parietal ROI,61.0,animal,-0.08828083833607239,0.09793019315085592
Parietal ROI,61.0,nonanimal,-0.18622878258492379,0.07585433374119804
Parietal ROI,62.0,animal,-0.08792920750784927,0.10647622435191179
Parietal ROI,62.0,nonanimal,-0.20211756654639762,0.07746254456800397
Parietal ROI,63.0,animal,-0.0899443188547277,0.11581502456205343
Parietal ROI,63.0,nonanimal,-0.21427388405107242,0.08227150621961903
Parietal ROI,64.0,animal,-0.09441480373255509,0.12480599201176969
Parietal ROI,64.0,nonanimal,-0.2205838501003048,0.08913382405446617
Parietal ROI,65.0,animal,-0.10101002917775492,0.1325198263886166
Parietal ROI,65.0,nonanimal,-0.21975157945599144,0.09658063334077159
Parietal ROI,66.0,animal,-0.10906669530652882,0.13838211113398677
Parietal ROI,66.0,nonanimal,-0.212260390578093,0.10329926811413594
Parietal ROI,67.0,animal,-0.11764366155442882,0.1423996047438503
Parietal ROI,67.0,nonanimal,-0.20077282187872356,0.10863780090294468
Parietal ROI,68.0,animal,-0.12550549055456545,0.1452852934036582
Parietal ROI,68.0,nonanimal,-0.18972162188866568,0.11268148179982344
Parietal ROI,69.0,animal,-0.1310951372031655,0.14821550030056196
Parietal ROI,69.0,nonanimal,-0.1841971934567747,0.11571280926435638
Parietal ROI,70.0,animal,-0.1326254904220061,0.1521795503127032
Parietal ROI,70.0,nonanimal,-0.18852308306498725,0.11760366786203952
Parietal ROI,71.0,animal,-0.1283911480433498,0.15732771988742827
Parietal ROI,71.0,nonanimal,-0.2050063837611625,0.11800355896745537
Parietal ROI,72.0,animal,-0.11728143453365773,0.16287696229365295
Parietal ROI,72.0,nonanimal,-0.23324974224569997,0.1173251203654643
Parietal ROI,73.0,animal,-0.0993334576476016,0.16764088159239762
Parietal ROI,73.0,nonanimal,-0.27019964273204,0.11730793660912198
Parietal ROI,74.0,animal,-0.07608510251726305,0.1707030764287664
Parietal ROI,74.0,nonanimal,-0.3108745587385229,0.11984943538980619
Parietal ROI,75.0,animal,-0.05051787163722956,0.17179069344368092
Parietal ROI,75.0,nonanimal,-0.3495394457360433,0.12472889536912969
Parietal ROI,76.0,animal,-0.026512657709708065,0.1712713922088524
Parietal ROI,76.0,nonanimal,-0.38100283078716546,0.1290794313217366
Parietal ROI,77.0,animal,-0.00792857631934502,0.16995172858427945
Parietal ROI,77.0,nonanimal,-0.40170860584025603,0.12946283831411023
Parietal ROI,78.0,animal,0.002420622225268032,0.1688730359334966
Parietal ROI,78.0,nonanimal,-0.4103567770448356,0.12418218803732403
Parietal ROI,79.0,animal,0.003552524933092392,0.16911710124634385
Parietal ROI,79.0,nonanimal,-0.40790826433689864,0.11420904951469335
Parietal ROI,80.0,animal,-0.0034046328734036657,0.17145867339493776
Parietal ROI,80.0,nonanimal,-0.39700963298824005,0.10272448386007753
Parietal ROI,81.0,animal,-0.015527603983611865,0.17586876600700274
Parietal ROI,81.0,nonanimal,-0.38107072448814416,0.09355731795759255
Parietal ROI,82.0,animal,-0.0288938929295649,0.18128286964628842
Parietal ROI,82.0,nonanimal,-0.36334423765125134,0.08900175618940527
Parietal ROI,83.0,animal,-0.03960475797869099,0.18602016568397595
Parietal ROI,83.0,nonanimal,-0.3463063125569126,0.08874560721150984
Parietal ROI,84.0,animal,-0.04474417132847295,0.188651996967403
Parietal ROI,84.0,nonanimal,-0.3314367941931633,0.09129774520657577
Parietal ROI,85.0,animal,-0.04302533869254345,0.1887478625925187
Parietal ROI,85.0,nonanimal,-0.31928429846776474,0.09583018040370424
Parietal ROI,86.0,animal,-0.03496792557703689,0.18708785148394722
Parietal ROI,86.0,nonanimal,-0.3096228311516812,0.10222194425414413
Parietal ROI,87.0,animal,-0.022573577455399986,0.18526166840215866
Parietal ROI,87.0,nonanimal,-0.3016042773967748,0.11011560879945556
Parietal ROI,88.0,animal,-0.008608871319495249,0.1848932741244867
Parietal ROI,88.0,nonanimal,-0.2939647510509144,0.1185915743371733
Parietal ROI,89.0,animal,0.004271692756895646,0.18698829475477088
Parietal ROI,89.0,nonanimal,-0.28538985872554273,0.1266749288109782
Parietal ROI,90.0,animal,0.014274553476445451,0.19179459823494985
Parietal ROI,90.0,nonanimal,-0.2750322189461531,0.1338662292836596
Parietal ROI,91.0,animal,0.020845921699421805,0.19901367929638927
Parietal ROI,91.0,nonanimal,-0.26300973286110796,0.1401878691442451
Parietal ROI,92.0,animal,0.02458039013664749,0.20791688583850554
Parietal ROI,92.0,nonanimal,-0.2506520289635551,0.14584542660161393
Parietal ROI,93.0,animal,0.026739492555558186,0.21732779136454644
Parietal ROI,93.0,nonanimal,-0.2403469271330682,0.15083752781038634
Parietal ROI,94.0,animal,0.028603615541894493,0.22580313602030946
Parietal ROI,94.0,nonanimal,-0.23499665276573692,0.15478312316906026
Parietal ROI,95.0,animal,0.030924833478561564,0.23209763131157282
Parietal ROI,95.0,nonanimal,-0.23721879289657913,0.15703810092215933
Parietal ROI,96.0,animal,0.033683360216723565,0.23559958160305974
