roi,time_ms,F,p,p_fdr,n_subjects
Frontal ROI,-24.0,2.3150851168975723,0.12742720509828276,0.8589083728259251,10
Frontal ROI,-23.0,2.67908321047763,0.0958305125060046,0.7851938248912401,10
Frontal ROI,-22.0,2.8935675407387347,0.08135294823881034,0.7761891545233285,10
Frontal ROI,-21.0,2.8236355032821874,0.08578735715365438,0.7779333914941018,10
Frontal ROI,-20.0,2.50071281559059,0.11006766557860226,0.8121835112694755,10
Frontal ROI,-19.0,2.055462577033679,0.157032778675553,0.9059400779847419,10
Frontal ROI,-18.0,1.6048002557449461,0.22838109403428486,0.9059400779847419,10
Frontal ROI,-17.0,1.218296804664407,0.31898919013842986,0.9059400779847419,10
Frontal ROI,-16.0,0.9289074161517537,0.4131135457042533,0.9115654984792707,10
Frontal ROI,-15.0,0.7481877080955777,0.48737992394833407,0.9115654984792707,10
Frontal ROI,-14.0,0.6696889954540517,0.5241674270829944,0.9115654984792707,10
Frontal ROI,-13.0,0.6701675453066672,0.5239340169208884,0.9115654984792707,10
Frontal ROI,-12.0,0.7304771137534106,0.49542208791540576,0.9115654984792707,10
Frontal ROI,-11.0,0.8606914550831065,0.43955806919928775,0.9115654984792707,10
Frontal ROI,-10.0,1.0812112864285552,0.3602202573938611,0.9115654984792707,10
Frontal ROI,-9.0,1.3113964256506454,0.29398503980589663,0.9059400779847419,10
Frontal ROI,-8.0,1.327694932231171,0.2898357660026174,0.9059400779847419,10
Frontal ROI,-7.0,1.103532181673132,0.35312098149777615,0.9115654984792707,10
Frontal ROI,-6.0,0.8253918515535237,0.45397680861011136,0.9115654984792707,10
Frontal ROI,-5.0,0.604117543086391,0.5572696419808688,0.9115654984792707,10
Frontal ROI,-4.0,0.47056165866773986,0.6321220816991742,0.9339146850473633,10
Frontal ROI,-3.0,0.4280016849197267,0.6582725142049517,0.9339146850473633,10
Frontal ROI,-2.0,0.45859810243713445,0.6393543605053486,0.9339146850473633,10
Frontal ROI,-1.0,0.5269864469936208,0.5992149751504601,0.9217305930453495,10
Frontal ROI,0.0,0.5974808453860325,0.5607474389028084,0.9115654984792707,10
Frontal ROI,1.0,0.6472102044210705,0.5352626146205123,0.9115654984792707,10
Frontal ROI,2.0,0.668181708552927,0.5249033536867076,0.9115654984792707,10
Frontal ROI,3.0,0.6685182029619594,0.5247389621966456,0.9115654984792707,10
Frontal ROI,4.0,0.677050486107889,0.5205896429564942,0.9115654984792707,10
Frontal ROI,5.0,0.729256037489178,0.495981973216872,0.9115654984792707,10
Frontal ROI,6.0,0.8255798075653753,0.4538986564511276,0.9115654984792707,10
Frontal ROI,7.0,0.933359644503734,0.4114500767020334,0.9115654984792707,10
Frontal ROI,8.0,1.031529260288051,0.37659824053398205,0.9115654984792707,10
Frontal ROI,9.0,1.1219777168328298,0.34737150715170184,0.9115654984792707,10
Frontal ROI,10.0,1.217177909938512,0.319303723700765,0.9059400779847419,10
Frontal ROI,11.0,1.3272459072459006,0.2899492033358221,0.9059400779847419,10
Frontal ROI,12.0,1.4468661548037833,0.2614016411620179,0.9059400779847419,10
Frontal ROI,13.0,1.5572269149840396,0.2378120618436742,0.9059400779847419,10
Frontal ROI,14.0,1.6631128104668,0.21738348669236518,0.9059400779847419,10
Frontal ROI,15.0,1.8017303112840517,0.19352746826683154,0.9059400779847419,10
Frontal ROI,16.0,1.9702468623315157,0.16835847368424706,0.9059400779847419,10
Frontal ROI,17.0,2.1173312439418552,0.14934052473196957,0.9059400779847419,10
Frontal ROI,18.0,2.2205325351910035,0.13742361246552393,0.888935176199664,10
Frontal ROI,19.0,2.296480878957091,0.12932844060194804,0.8634213034472911,10
Frontal ROI,20.0,2.370125359343562,0.12198187604157351,0.8550929510514302,10
Frontal ROI,21.0,2.4610414892935295,0.1135444269338749,0.8223773928735163,10
Frontal ROI,22.0,2.5819629105428055,0.10331016529466508,0.795828855731431,10
Frontal ROI,23.0,2.737339067719691,0.09163380681270827,0.7833572997037622,10
Frontal ROI,24.0,2.915752790960385,0.07999985939115228,0.7761891545233285,10
Frontal ROI,25.0,3.0748123188406415,0.0710001199748086,0.7761891545233285,10
Frontal ROI,26.0,3.1363765481511656,0.06782365681089053,0.7761891545233285,10
Frontal ROI,27.0,3.0301111390191435,0.07341010225960243,0.7761891545233285,10
Frontal ROI,28.0,2.7498350767216437,0.09076045152166046,0.7833572997037622,10
Frontal ROI,29.0,2.345942426593332,0.12434187321608037,0.8551958841364115,10
Frontal ROI,30.0,1.9273943022649835,0.17439460901037795,0.9059400779847419,10
Frontal ROI,31.0,1.6177982172271652,0.2258771898297396,0.9059400779847419,10
Frontal ROI,32.0,1.4455635255657655,0.26169517381032925,0.9059400779847419,10
Frontal ROI,33.0,1.3649640506828342,0.28059012570283315,0.9059400779847419,10
Frontal ROI,34.0,1.327003564669907,0.2900104469185343,0.9059400779847419,10
Frontal ROI,35.0,1.2998879957460165,0.296954606250718,0.9059400779847419,10
Frontal ROI,36.0,1.2635292088893761,0.3065575958404687,0.9059400779847419,10
Frontal ROI,37.0,1.2020343070185309,0.32359482548439344,0.9059400779847419,10
Frontal ROI,38.0,1.0998900264975116,0.35426869728987076,0.9115654984792707,10
Frontal ROI,39.0,0.9457118976389749,0.40687378877262004,0.9115654984792707,10
Frontal ROI,40.0,0.7497690212046944,0.4866689528408953,0.9115654984792707,10
Frontal ROI,41.0,0.5626555181814491,0.5793966559655062,0.9115654984792707,10
Frontal ROI,42.0,0.45476220239117876,0.6416926899578572,0.9339146850473633,10
Frontal ROI,43.0,0.47874884470739604,0.6272251158590181,0.9339146850473633,10
Frontal ROI,44.0,0.6458237239021432,0.5359554556263411,0.9115654984792707,10
Frontal ROI,45.0,0.8996061729672186,0.4242494859474142,0.9115654984792707,10
Frontal ROI,46.0,1.1560094902763147,0.3370347667219711,0.9059400779847419,10
Frontal ROI,47.0,1.3646270637144724,0.2806722422729656,0.9059400779847419,10
Frontal ROI,48.0,1.5105116219481487,0.24749582318012364,0.9059400779847419,10
Frontal ROI,49.0,1.5873905079108845,0.231783329432094,0.9059400779847419,10
Frontal ROI,50.0,1.5703065612625389,0.23517672510360754,0.9059400779847419,10
Frontal ROI,51.0,1.3863992841525816,0.2754212579640276,0.9059400779847419,10
Frontal ROI,52.0,0.9568618380814947,0.4027914627843403,0.9115654984792707,10
Frontal ROI,53.0,0.4607401481133645,0.638052709787912,0.9339146850473633,10
Frontal ROI,54.0,0.22170511734447404,0.8033069215460484,0.9392687723490394,10
Frontal ROI,55.0,0.24318539151260357,0.7866609833226829,0.9392687723490394,10
Frontal ROI,56.0,0.44338868504752565,0.6486819243826571,0.9339146850473633,10
Frontal ROI,57.0,0.7805415404195554,0.4730602611119934,0.9115654984792707,10
Frontal ROI,58.0,1.1551072313440889,0.33730436569760003,0.9059400779847419,10
Frontal ROI,59.0,1.4478767321064459,0.2611741710743436,0.9059400779847419,10
Frontal ROI,60.0,1.6361173903705342,0.22239984855529116,0.9059400779847419,10
Frontal ROI,61.0,1.7634179942144494,0.1998162150431393,0.9059400779847419,10
Frontal ROI,62.0,1.8658829190505082,0.18348365999858152,0.9059400779847419,10
Frontal ROI,63.0,1.949666989816551,0.1712278421400547,0.9059400779847419,10
Frontal ROI,64.0,1.992056213884228,0.16537586106336444,0.9059400779847419,10
Frontal ROI,65.0,1.9491320813497153,0.17130314327810736,0.9059400779847419,10
Frontal ROI,66.0,1.7827325585183302,0.19661791308701815,0.9059400779847419,10
Frontal ROI,67.0,1.5102206907922144,0.247557487914849,0.9059400779847419,10
Frontal ROI,68.0,1.2193873095683538,0.318682968502219,0.9059400779847419,10
Frontal ROI,69.0,1.0012608725495697,0.3869811269625807,0.9115654984792707,10
Frontal ROI,70.0,0.8890779112666206,0.4283318790694127,0.9115654984792707,10
Frontal ROI,71.0,0.8722331703453248,0.43495461781747546,0.9115654984792707,10
Frontal ROI,72.0,0.9294269949887732,0.4129190328479355,0.9115654984792707,10
Frontal ROI,73.0,1.0387893845980225,0.37415409268145294,0.9115654984792707,10
Frontal ROI,74.0,1.1762957143304222,0.3310359168567023,0.9059400779847419,10
Frontal ROI,75.0,1.3168075622099102,0.2926001987860287,0.9059400779847419,10
Frontal ROI,76.0,1.4370584817891061,0.26362071427858813,0.9059400779847419,10
Frontal ROI,77.0,1.5154392558787622,0.2464539677230413,0.9059400779847419,10
Frontal ROI,78.0,1.5275918281002288,0.24390530157756196,0.9059400779847419,10
Frontal ROI,79.0,1.444348508830451,0.2619692941275472,0.9059400779847419,10
Frontal ROI,80.0,1.2498549131278724,0.31025809605344556,0.9059400779847419,10
Frontal ROI,81.0,0.9850100902736851,0.3926865371906808,0.9115654984792707,10
Frontal ROI,82.0,0.7466835525246392,0.48805727551461264,0.9115654984792707,10
Frontal ROI,83.0,0.6039058856613235,0.5573801851198495,0.9115654984792707,10
Frontal ROI,84.0,0.5574933852468344,0.5822192090218774,0.9115654984792707,10
Frontal ROI,85.0,0.5749610687746799,0.5727293421204773,0.9115654984792707,10
Frontal ROI,86.0,0.6208232849494278,0.5486210240482619,0.9115654984792707,10
Frontal ROI,87.0,0.6671189296663413,0.5254229411951004,0.9115654984792707,10
Frontal ROI,88.0,0.6931977101476728,0.5128365212743704,0.9115654984792707,10
Frontal ROI,89.0,0.6792384113808186,0.5195315186684117,0.9115654984792707,10
Frontal ROI,90.0,0.6023675722618783,0.5581843384128957,0.9115654984792707,10
Frontal ROI,91.0,0.44809213602255044,0.6457813624088488,0.9339146850473633,10
Frontal ROI,92.0,0.25410667279596766,0.7783448799341395,0.9392687723490394,10
Frontal ROI,93.0,0.16696557584572735,0.8475243422715224,0.9392687723490394,10
Frontal ROI,94.0,0.36410909598353486,0.6998168610815136,0.9392687723490394,10
Frontal ROI,95.0,0.7911448870926974,0.46846946654631394,0.9115654984792707,10
Frontal ROI,96.0,1.1618142612180469,0.3353059900200628,0.9059400779847419,10
Frontal ROI,97.0,1.2910415234395927,0.2992599575925883,0.9059400779847419,10
Frontal ROI,98.0,1.208927786868848,0.3216335901544565,0.9059400779847419,10
Frontal ROI,99.0,1.0298554523824497,0.37716424734533627,0.9115654984792707,10
Frontal ROI,100.0,0.8421295339523708,0.4470755257243416,0.9115654984792707,10
Frontal ROI,101.0,0.6840262323657371,0.517224359110497,0.9115654984792707,10
Frontal ROI,102.0,0.5608529906119802,0.5803805114333399,0.9115654984792707,10
Frontal ROI,103.0,0.4671774204087386,0.6341586779969954,0.9339146850473633,10
Frontal ROI,104.0,0.401884126276924,0.6749141527010354,0.9353158078269981,10
Frontal ROI,105.0,0.37471837403619557,0.6927212580821207,0.9374471079451092,10
Frontal ROI,106.0,0.40589664757985866,0.6723273266550371,0.9353158078269981,10
Frontal ROI,107.0,0.5147094998100963,0.6062095687570803,0.9231519233519945,10
Frontal ROI,108.0,0.696254052125111,0.5113835002456496,0.9115654984792707,10
Frontal ROI,109.0,0.9134260155676988,0.4189562339447097,0.9115654984792707,10
Frontal ROI,110.0,1.1247672745535464,0.3465110912564111,0.9115654984792707,10
Frontal ROI,111.0,1.3107047308029502,0.294162585634141,0.9059400779847419,10
Frontal ROI,112.0,1.467890734538316,0.25671423903586876,0.9059400779847419,10
Frontal ROI,113.0,1.5878324787186688,0.23169626541212718,0.9059400779847419,10
Frontal ROI,114.0,1.638395261946871,0.2219716372042444,0.9059400779847419,10
Frontal ROI,115.0,1.564253490823834,0.2363922652700865,0.9059400779847419,10
Frontal ROI,116.0,1.3357753691665395,0.2878028075175322,0.9059400779847419,10
Frontal ROI,117.0,1.0197360120370784,0.3806063854923972,0.9115654984792707,10
Frontal ROI,118.0,0.7435381580163587,0.4894770932215382,0.9115654984792707,10
Frontal ROI,119.0,0.5889983840035758,0.5652276205228701,0.9115654984792707,10
Frontal ROI,120.0,0.5836590511050213,0.5680680861709058,0.9115654984792707,10
Frontal ROI,121.0,0.7437429278054607,0.48938452147875033,0.9115654984792707,10
Frontal ROI,122.0,1.0552739787013141,0.3686696690480603,0.9115654984792707,10
Frontal ROI,123.0,1.4085964369371873,0.27017990941774894,0.9059400779847419,10
Frontal ROI,124.0,1.646977204370178,0.22036654716309056,0.9059400779847419,10
Frontal ROI,125.0,1.7143075742216833,0.20821192524027055,0.9059400779847419,10
Frontal ROI,126.0,1.6617718355095044,0.21762968147442363,0.9059400779847419,10
Frontal ROI,127.0,1.5621894657251585,0.2368083447399043,0.9059400779847419,10
Frontal ROI,128.0,1.4701987778080843,0.25620537873193183,0.9059400779847419,10
Frontal ROI,129.0,1.4181900034373618,0.26794898840956083,0.9059400779847419,10
Frontal ROI,130.0,1.415578493228061,0.2685542436579962,0.9059400779847419,10
Frontal ROI,131.0,1.44929464021278,0.26085538588908874,0.9059400779847419,10
Frontal ROI,132.0,1.4948919671959502,0.25083078280750204,0.9059400779847419,10
Frontal ROI,133.0,1.5386900924793052,0.24160331170564886,0.9059400779847419,10
Frontal ROI,134.0,1.5950798543220313,0.23027377265386928,0.9059400779847419,10
Frontal ROI,135.0,1.7077295304776883,0.20936594936269204,0.9059400779847419,10
Frontal ROI,136.0,1.9387690109870295,0.17276927877055104,0.9059400779847419,10
Frontal ROI,137.0,2.3382602633722738,0.12510215450563633,0.8551958841364115,10
Frontal ROI,138.0,2.8724405406835167,0.0826651685987102,0.7761891545233285,10
Frontal ROI,139.0,3.3630977989014386,0.057416516770841364,0.7761891545233285,10
Frontal ROI,140.0,3.6014675446390396,0.048349552395274165,0.7761891545233285,10
Frontal ROI,141.0,3.5566849720543856,0.04992379572333672,0.7761891545233285,10
Frontal ROI,142.0,3.358058128939715,0.057627593200277105,0.7761891545233285,10
Frontal ROI,143.0,3.1442831151142205,0.06742727927558922,0.7761891545233285,10
Frontal ROI,144.0,3.0089610321928153,0.07458193807227276,0.7761891545233285,10
Frontal ROI,145.0,3.0278376004073455,0.07353508254282148,0.7761891545233285,10
Frontal ROI,146.0,3.301472712589251,0.060057688994317626,0.7761891545233285,10
Frontal ROI,147.0,3.9737774908571977,0.037203566737087246,0.7761891545233285,10
Frontal ROI,148.0,5.112342902706018,0.017449801903251405,0.7587667921802707,10
Frontal ROI,149.0,6.3341715755867245,0.008264940285896416,0.6081098476923328,10
Frontal ROI,150.0,6.941004938025629,0.005828292216788933,0.6081098476923328,10
Frontal ROI,151.0,6.905482609246158,0.005946493173351719,0.6081098476923328,10
Frontal ROI,152.0,6.634882739735166,0.0069395439269838155,0.6081098476923328,10
Frontal ROI,153.0,6.2874565201419506,0.00849504084491548,0.6081098476923328,10
Frontal ROI,154.0,5.794758104945952,0.011408059184006558,0.6493487124162578,10
Frontal ROI,155.0,5.085931486707527,0.01774648882289609,0.7587667921802707,10
Frontal ROI,156.0,4.24103293522292,0.03096604871333808,0.7761891545233285,10
Frontal ROI,157.0,3.4617942500709384,0.05345119212644467,0.7761891545233285,10
Frontal ROI,158.0,2.911950272772006,0.08022999019804711,0.7761891545233285,10
Frontal ROI,159.0,2.6390405092248703,0.09883891454972082,0.7851938248912401,10
Frontal ROI,160.0,2.6135389219570997,0.1008094782314003,0.7851938248912401,10
Frontal ROI,161.0,2.778675764076119,0.08877984496366353,0.7779333914941018,10
Frontal ROI,162.0,3.0631076504257884,0.07162254580589622,0.7761891545233285,10
Frontal ROI,163.0,3.3683261851564703,0.05719844379874206,0.7761891545233285,10
Frontal ROI,164.0,3.562213762037844,0.049726394618513914,0.7761891545233285,10
Frontal ROI,165.0,3.5301265509315862,0.050884260755068356,0.7761891545233285,10
Frontal ROI,166.0,3.280936238330289,0.06096762761905905,0.7761891545233285,10
Frontal ROI,167.0,2.959463513919119,0.07740647687282354,0.7761891545233285,10
Frontal ROI,168.0,2.716517824409249,0.09310983712431309,0.7851938248912401,10
Frontal ROI,169.0,2.6171363821436193,0.10052886839462127,0.7851938248912401,10
Frontal ROI,170.0,2.6526854899642967,0.09780214081657812,0.7851938248912401,10
Frontal ROI,171.0,2.7836463412338612,0.08844337109736367,0.7779333914941018,10
Frontal ROI,172.0,2.968887905055501,0.07685964753620933,0.7761891545233285,10
Frontal ROI,173.0,3.168950240197942,0.06620709731907293,0.7761891545233285,10
Frontal ROI,174.0,3.3349069897328483,0.05860837407156194,0.7761891545233285,10
Frontal ROI,175.0,3.4146895042737837,0.05530441788173912,0.7761891545233285,10
Frontal ROI,176.0,3.387389191395938,0.05641109647817388,0.7761891545233285,10
Frontal ROI,177.0,3.2863461070117808,0.06072644778645364,0.7761891545233285,10
Frontal ROI,178.0,3.1742331060713664,0.0659489775251616,0.7761891545233285,10
Frontal ROI,179.0,3.0990048302565243,0.06973258003626082,0.7761891545233285,10
Frontal ROI,180.0,3.0725710507062636,0.07111883841034394,0.7761891545233285,10
Frontal ROI,181.0,3.074393034948523,0.07102231240109236,0.7761891545233285,10
Frontal ROI,182.0,3.0685837867792225,0.07133058666356651,0.7761891545233285,10
Frontal ROI,183.0,3.024866993539785,0.07369873825880935,0.7761891545233285,10
Frontal ROI,184.0,2.9299923036835773,0.07914456810613224,0.7761891545233285,10
Frontal ROI,185.0,2.7879606357743145,0.08815247144866989,0.7779333914941018,10
Frontal ROI,186.0,2.619587829110782,0.1003381473543653,0.7851938248912401,10
Frontal ROI,187.0,2.458229664606384,0.11379544523356788,0.8223773928735163,10
Frontal ROI,188.0,2.33269201493311,0.12565645658495062,0.8551958841364115,10
Frontal ROI,189.0,2.2467783605794884,0.13456414472257916,0.881583789257271,10
Frontal ROI,190.0,2.1767549683192846,0.1423446065253795,0.9021496348625467,10
Frontal ROI,191.0,2.092492745463672,0.1523772757077203,0.9059400779847419,10
Frontal ROI,192.0,1.9824737268420927,0.16667905445080478,0.9059400779847419,10
Frontal ROI,193.0,1.858184265137567,0.18465782593072244,0.9059400779847419,10
Frontal ROI,194.0,1.734245923097723,0.20475698103826812,0.9059400779847419,10
Frontal ROI,195.0,1.6062215065831416,0.22810581069668268,0.9059400779847419,10
Frontal ROI,196.0,1.4571609920626514,0.25909464506028734,0.9059400779847419,10
Frontal ROI,197.0,1.2935479901875395,0.29860477099212324,0.9059400779847419,10
Frontal ROI,198.0,1.158648218586703,0.33624767604003414,0.9059400779847419,10
Frontal ROI,199.0,1.0968994094242799,0.35521419973620694,0.9115654984792707,10
Frontal ROI,200.0,1.118195298060347,0.348541956795141,0.9115654984792707,10
Frontal ROI,201.0,1.1933182289728423,0.326093648227612,0.9059400779847419,10
Frontal ROI,202.0,1.2655208665677522,0.30602272209579007,0.9059400779847419,10
Frontal ROI,203.0,1.2701084106845657,0.3047946452408101,0.9059400779847419,10
Frontal ROI,204.0,1.1668111790018478,0.33382569732360645,0.9059400779847419,10
Frontal ROI,205.0,0.9692449348928893,0.39831089694994926,0.9115654984792707,10
Frontal ROI,206.0,0.7368031478748345,0.49253270826849715,0.9115654984792707,10
Frontal ROI,207.0,0.5322452343741,0.5962463362355583,0.9206358627778114,10
Frontal ROI,208.0,0.3899387324350464,0.6826809083563814,0.9353158078269981,10
Frontal ROI,209.0,0.3159637741522706,0.7330480878819073,0.9392687723490394,10
Frontal ROI,210.0,0.3033973042425139,0.7420078036416775,0.9392687723490394,10
Frontal ROI,211.0,0.3422675857960587,0.7146803860213184,0.9392687723490394,10
Frontal ROI,212.0,0.4197732919012802,0.6634657819594678,0.9339146850473633,10
Frontal ROI,213.0,0.5183467399760808,0.604127898143747,0.9226441320234569,10
Frontal ROI,214.0,0.6171136324795873,0.5505285638547168,0.9115654984792707,10
Frontal ROI,215.0,0.6953326990234219,0.5118210401793827,0.9115654984792707,10
Frontal ROI,216.0,0.7352918902350445,0.4932212603613533,0.9115654984792707,10
Frontal ROI,217.0,0.7254110683731904,0.4977495576945473,0.9115654984792707,10
Frontal ROI,218.0,0.6652638621594357,0.5263312446886167,0.9115654984792707,10
Frontal ROI,219.0,0.5698340278261318,0.5754968265289935,0.9115654984792707,10
Frontal ROI,220.0,0.46586610502655923,0.6349497716713557,0.9339146850473633,10
Frontal ROI,221.0,0.37949999063936674,0.6895494227294849,0.9374471079451092,10
Frontal ROI,222.0,0.32609839924908485,0.7259097751381558,0.9392687723490394,10
Frontal ROI,223.0,0.30996009914801687,0.7373135375027233,0.9392687723490394,10
Frontal ROI,224.0,0.3289178408513962,0.7239376611112402,0.9392687723490394,10
Frontal ROI,225.0,0.377066869307665,0.6911613871672493,0.9374471079451092,10
Frontal ROI,226.0,0.44539062509122773,0.6474455861996595,0.9339146850473633,10
Frontal ROI,227.0,0.5229795498083634,0.6014879338992043,0.9226324762874009,10
Frontal ROI,228.0,0.599509824470655,0.5596816500537805,0.9115654984792707,10
Frontal ROI,229.0,0.6674562807215076,0.5252579499964334,0.9115654984792707,10
Frontal ROI,230.0,0.7226363384443432,0.4990294867172448,0.9115654984792707,10
Frontal ROI,231.0,0.7629780446513643,0.4807748832350677,0.9115654984792707,10
Frontal ROI,232.0,0.7865689274058503,0.47044456122275435,0.9115654984792707,10
Frontal ROI,233.0,0.7905887495604222,0.46870901638114015,0.9115654984792707,10
Frontal ROI,234.0,0.7722254537153458,0.476695753593511,0.9115654984792707,10
Frontal ROI,235.0,0.7313504397475458,0.49502208306884565,0.9115654984792707,10
Frontal ROI,236.0,0.6735921091129476,0.5222670703177963,0.9115654984792707,10
Frontal ROI,237.0,0.6117592129330206,0.553294867123465,0.9115654984792707,10
Frontal ROI,238.0,0.5633763715117243,0.5790037187023298,0.9115654984792707,10
Frontal ROI,239.0,0.544110019625463,0.5896083859235736,0.9164423027326498,10
