subject,session,ROI,SME_familiar_before_uV,SME_familiar_after_uV,SME_new_before_uV,SME_new_after_uV,Delta_SME_familiar_uV,Delta_SME_new_uV
sub-003,ses-01,Frontal ROI,0.4505355211455439,0.5946748358702246,0.4765735513757477,0.38611276223117774,0.14413931472468072,-0.09046078914456995
sub-003,ses-01,Parieto-Occipital ROI,0.3754465139894,0.4787130489241608,0.38008042712035606,0.4387909488594792,0.10326653493476079,0.05871052173912317
sub-003,ses-02,Frontal ROI,0.4659325175004951,0.5048627321732235,0.48421746766321166,0.4352299471412359,0.03893021467272845,-0.04898752052197575
sub-003,ses-02,Parieto-Occipital ROI,0.39139608939554255,0.38418061405158554,0.3824100492910575,0.3840097411830118,-0.007215475343957001,0.0015996918919543024
