subject,session,roi,condition,time_s,amplitude_uV
sub-003,ses-02,Parietal ROI,new,0.387,-0.4342779515318429
sub-003,ses-02,Parietal ROI,new,0.388,-0.3820027649277649
sub-003,ses-02,Parietal ROI,new,0.389,-0.3238910719903347
sub-003,ses-02,Parietal ROI,new,0.39,-0.2693173734623236
sub-003,ses-02,Parietal ROI,new,0.391,-0.22690211466050264
sub-003,ses-02,Parietal ROI,new,0.392,-0.20236463475051897
sub-003,ses-02,Parietal ROI,new,0.393,-0.19711361778790604
sub-003,ses-02,Parietal ROI,new,0.394,-0.20798525650833768
sub-003,ses-02,Parietal ROI,new,0.395,-0.22823214597646962
sub-003,ses-02,Parietal ROI,new,0.396,-0.24949432016702816
sub-003,ses-02,Parietal ROI,new,0.397,-0.2641583113788846
sub-003,ses-02,Parietal ROI,new,0.398,-0.2673567285481234
sub-003,ses-02,Parietal ROI,new,0.399,-0.2579765758086264
sub-003,ses-02,Parietal ROI,new,0.4,-0.23840852734221846
sub-003,ses-02,Parietal ROI,new,0.401,-0.2132361479117011
sub-003,ses-02,Parietal ROI,new,0.402,-0.18742197735248278
sub-003,ses-02,Parietal ROI,new,0.403,-0.1646640680889464
sub-003,ses-02,Parietal ROI,new,0.404,-0.14645959508952047
sub-003,ses-02,Parietal ROI,new,0.405,-0.13211944345168355
sub-003,ses-02,Parietal ROI,new,0.406,-0.11964210326042413
sub-003,ses-02,Parietal ROI,new,0.407,-0.10707356770293411
sub-003,ses-02,Parietal ROI,new,0.408,-0.09382319333327498
sub-003,ses-02,Parietal ROI,new,0.409,-0.08141099442744695
sub-003,ses-02,Parietal ROI,new,0.41,-0.07330451880173329
sub-003,ses-02,Parietal ROI,new,0.411,-0.07383372969509693
sub-003,ses-02,Parietal ROI,new,0.412,-0.08655138999045449
sub-003,ses-02,Parietal ROI,new,0.413,-0.11268117051782493
sub-003,ses-02,Parietal ROI,new,0.414,-0.15031344371921698
sub-003,ses-02,Parietal ROI,new,0.415,-0.19472714511307687
sub-003,ses-02,Parietal ROI,new,0.416,-0.23974590535150092
sub-003,ses-02,Parietal ROI,new,0.417,-0.27958313715281874
sub-003,ses-02,Parietal ROI,new,0.418,-0.31042146088768996
sub-003,ses-02,Parietal ROI,new,0.419,-0.3311188497165344
sub-003,ses-02,Parietal ROI,new,0.42,-0.34288166895112626
sub-003,ses-02,Parietal ROI,new,0.421,-0.34824922280235443
sub-003,ses-02,Parietal ROI,new,0.422,-0.3499982157850066
sub-003,ses-02,Parietal ROI,new,0.423,-0.3504596238949416
sub-003,ses-02,Parietal ROI,new,0.424,-0.35136274537966594
sub-003,ses-02,Parietal ROI,new,0.425,-0.3539729443545055
sub-003,ses-02,Parietal ROI,new,0.426,-0.359197695475751
sub-003,ses-02,Parietal ROI,new,0.427,-0.36751423819061807
sub-003,ses-02,Parietal ROI,new,0.428,-0.37882803164655915
sub-003,ses-02,Parietal ROI,new,0.429,-0.39248769236584385
sub-003,ses-02,Parietal ROI,new,0.43,-0.40758578650864824
sub-003,ses-02,Parietal ROI,new,0.431,-0.42344752838697935
sub-003,ses-02,Parietal ROI,new,0.432,-0.44001795456996906
sub-003,ses-02,Parietal ROI,new,0.433,-0.45783157238444605
sub-003,ses-02,Parietal ROI,new,0.434,-0.477440581804382
sub-003,ses-02,Parietal ROI,new,0.435,-0.4985058989680621
sub-003,ses-02,Parietal ROI,new,0.436,-0.5190479556721542
sub-003,ses-02,Parietal ROI,new,0.437,-0.5354119126590459
sub-003,ses-02,Parietal ROI,new,0.438,-0.5432292489169664
sub-003,ses-02,Parietal ROI,new,0.439,-0.5391659874059306
sub-003,ses-02,Parietal ROI,new,0.44,-0.5227878467781591
sub-003,ses-02,Parietal ROI,new,0.441,-0.4976975509279572
sub-003,ses-02,Parietal ROI,new,0.442,-0.47131498451111087
sub-003,ses-02,Parietal ROI,new,0.443,-0.45318946211496236
sub-003,ses-02,Parietal ROI,new,0.444,-0.4523309627103426
sub-003,ses-02,Parietal ROI,new,0.445,-0.47445698188828456
sub-003,ses-02,Parietal ROI,new,0.446,-0.5201019544686057
sub-003,ses-02,Parietal ROI,new,0.447,-0.5842213573695996
sub-003,ses-02,Parietal ROI,new,0.448,-0.6573901379190752
sub-003,ses-02,Parietal ROI,new,0.449,-0.7281572929663698
sub-003,ses-02,Parietal ROI,new,0.45,-0.7857766428657578
sub-003,ses-02,Parietal ROI,new,0.451,-0.8224983866910256
sub-003,ses-02,Parietal ROI,new,0.452,-0.8348629599759939
sub-003,ses-02,Parietal ROI,new,0.453,-0.8238334197587334
sub-003,ses-02,Parietal ROI,new,0.454,-0.7939685896808978
sub-003,ses-02,Parietal ROI,new,0.455,-0.7520552866443369
sub-003,ses-02,Parietal ROI,new,0.456,-0.7056554233017702
sub-003,ses-02,Parietal ROI,new,0.457,-0.6619153882906909
sub-003,ses-02,Parietal ROI,new,0.458,-0.6267990610252602
sub-003,ses-02,Parietal ROI,new,0.459,-0.6047191327048569
sub-003,ses-02,Parietal ROI,new,0.46,-0.598410231488921
sub-003,ses-02,Parietal ROI,new,0.461,-0.6088586513460406
sub-003,ses-02,Parietal ROI,new,0.462,-0.6351838295682471
sub-003,ses-02,Parietal ROI,new,0.463,-0.6745244142446899
sub-003,ses-02,Parietal ROI,new,0.464,-0.7221195869665966
sub-003,ses-02,Parietal ROI,new,0.465,-0.7717929793842143
sub-003,ses-02,Parietal ROI,new,0.466,-0.8168988068515132
sub-003,ses-02,Parietal ROI,new,0.467,-0.8515571510843486
sub-003,ses-02,Parietal ROI,new,0.468,-0.8718252070860335
sub-003,ses-02,Parietal ROI,new,0.469,-0.8764485582358673
sub-003,ses-02,Parietal ROI,new,0.47,-0.8670077981607567
sub-003,ses-02,Parietal ROI,new,0.471,-0.8475049423074542
sub-003,ses-02,Parietal ROI,new,0.472,-0.8235774265591232
sub-003,ses-02,Parietal ROI,new,0.473,-0.8015256812125283
sub-003,ses-02,Parietal ROI,new,0.474,-0.7872667672827447
sub-003,ses-02,Parietal ROI,new,0.475,-0.7852968842562801
sub-003,ses-02,Parietal ROI,new,0.476,-0.7978041070381915
sub-003,ses-02,Parietal ROI,new,0.477,-0.8241507911973806
sub-003,ses-02,Parietal ROI,new,0.478,-0.8609368069294403
sub-003,ses-02,Parietal ROI,new,0.479,-0.9027154303146295
sub-003,ses-02,Parietal ROI,new,0.48,-0.9432093805347045
sub-003,ses-02,Parietal ROI,new,0.481,-0.976679242392205
sub-003,ses-02,Parietal ROI,new,0.482,-0.9990431594018456
sub-003,ses-02,Parietal ROI,new,0.483,-1.0084693802143265
sub-003,ses-02,Parietal ROI,new,0.484,-1.0053883725839523
sub-003,ses-02,Parietal ROI,new,0.485,-0.9920672239099985
sub-003,ses-02,Parietal ROI,new,0.486,-0.971966449943497
sub-003,ses-02,Parietal ROI,new,0.487,-0.9490732133967925
sub-003,ses-02,Parietal ROI,new,0.488,-0.9273354567019331
sub-003,ses-02,Parietal ROI,new,0.489,-0.9102459126097792
sub-003,ses-02,Parietal ROI,new,0.49,-0.9005556202692215
sub-003,ses-02,Parietal ROI,new,0.491,-0.9000521048609587
sub-003,ses-02,Parietal ROI,new,0.492,-0.909350600249647
sub-003,ses-02,Parietal ROI,new,0.493,-0.9277205814082925
sub-003,ses-02,Parietal ROI,new,0.494,-0.9530534102357449
sub-003,ses-02,Parietal ROI,new,0.495,-0.9821056743828357
sub-003,ses-02,Parietal ROI,new,0.496,-1.0110956196017082
sub-003,ses-02,Parietal ROI,new,0.497,-1.0365902772038493
sub-003,ses-02,Parietal ROI,new,0.498,-1.0564460639292348
sub-003,ses-02,Parietal ROI,new,0.499,-1.070440460112145
sub-003,ses-02,Parietal ROI,new,0.5,-1.080250440139968
sub-003,ses-02,Parietal ROI,new,0.501,-1.0886548748627998
sub-003,ses-02,Parietal ROI,new,0.502,-1.0982062579750855
sub-003,ses-02,Parietal ROI,new,0.503,-1.1099492208722936
sub-003,ses-02,Parietal ROI,new,0.504,-1.1228347872358762
sub-003,ses-02,Parietal ROI,new,0.505,-1.134196483222037
sub-003,ses-02,Parietal ROI,new,0.506,-1.141142004645582
sub-003,ses-02,Parietal ROI,new,0.507,-1.1422515654849452
sub-003,ses-02,Parietal ROI,new,0.508,-1.1388006224305645
sub-003,ses-02,Parietal ROI,new,0.509,-1.1349184501939247
sub-003,ses-02,Parietal ROI,new,0.51,-1.136544885465716
sub-003,ses-02,Parietal ROI,new,0.511,-1.1495447695584273
sub-003,ses-02,Parietal ROI,new,0.512,-1.1776691086982387
sub-003,ses-02,Parietal ROI,new,0.513,-1.2210894311995564
sub-003,ses-02,Parietal ROI,new,0.514,-1.2759902032730415
sub-003,ses-02,Parietal ROI,new,0.515,-1.3353131826901923
sub-003,ses-02,Parietal ROI,new,0.516,-1.390374606540628
sub-003,ses-02,Parietal ROI,new,0.517,-1.4328601093903632
sub-003,ses-02,Parietal ROI,new,0.518,-1.4566826804206712
sub-003,ses-02,Parietal ROI,new,0.519,-1.4593069801410274
sub-003,ses-02,Parietal ROI,new,0.52,-1.4422896834422128
sub-003,ses-02,Parietal ROI,new,0.521,-1.4109021065785476
sub-003,ses-02,Parietal ROI,new,0.522,-1.3728377413404567
sub-003,ses-02,Parietal ROI,new,0.523,-1.3362312390748163
sub-003,ses-02,Parietal ROI,new,0.524,-1.3074963650001465
sub-003,ses-02,Parietal ROI,new,0.525,-1.2896671778647315
sub-003,ses-02,Parietal ROI,new,0.526,-1.2818382818957923
sub-003,ses-02,Parietal ROI,new,0.527,-1.2799146410475815
sub-003,ses-02,Parietal ROI,new,0.528,-1.2783509898648882
sub-003,ses-02,Parietal ROI,new,0.529,-1.272138873299043
sub-003,ses-02,Parietal ROI,new,0.53,-1.2582231345436812
sub-003,ses-02,Parietal ROI,new,0.531,-1.2358606923908966
sub-003,ses-02,Parietal ROI,new,0.532,-1.2060086271181467
sub-003,ses-02,Parietal ROI,new,0.533,-1.170307905897102
sub-003,ses-02,Parietal ROI,new,0.534,-1.1303336680311111
sub-003,ses-02,Parietal ROI,new,0.535,-1.0874665912174046
sub-003,ses-02,Parietal ROI,new,0.536,-1.0432537188200526
sub-003,ses-02,Parietal ROI,new,0.537,-0.9998058883289157
sub-003,ses-02,Parietal ROI,new,0.538,-0.9598163470486926
sub-003,ses-02,Parietal ROI,new,0.539,-0.9261079323940475
sub-003,ses-02,Parietal ROI,new,0.54,-0.9009710573129502
sub-003,ses-02,Parietal ROI,new,0.541,-0.8856943566703868
sub-003,ses-02,Parietal ROI,new,0.542,-0.8805453181476456
sub-003,ses-02,Parietal ROI,new,0.543,-0.8851508777771188
sub-003,ses-02,Parietal ROI,new,0.544,-0.8989649287875415
sub-003,ses-02,Parietal ROI,new,0.545,-0.9214475456213687
sub-003,ses-02,Parietal ROI,new,0.546,-0.9517548608089323
sub-003,ses-02,Parietal ROI,new,0.547,-0.9880620579539531
sub-003,ses-02,Parietal ROI,new,0.548,-1.0269410223269788
sub-003,ses-02,Parietal ROI,new,0.549,-1.0633008301332125
sub-003,ses-02,Parietal ROI,new,0.55,-1.091191185516962
sub-003,ses-02,Parietal ROI,new,0.551,-1.1053414169807958
sub-003,ses-02,Parietal ROI,new,0.552,-1.1028794879759414
sub-003,ses-02,Parietal ROI,new,0.553,-1.0844864532745822
sub-003,ses-02,Parietal ROI,new,0.554,-1.0544169511517576
sub-003,ses-02,Parietal ROI,new,0.555,-1.0192837716799117
sub-003,ses-02,Parietal ROI,new,0.556,-0.9860319402581104
sub-003,ses-02,Parietal ROI,new,0.557,-0.9598520458511376
sub-003,ses-02,Parietal ROI,new,0.558,-0.942767554095478
sub-003,ses-02,Parietal ROI,new,0.559,-0.9333269418570099
sub-003,ses-02,Parietal ROI,new,0.56,-0.9274039609405889
sub-003,ses-02,Parietal ROI,new,0.561,-0.9197495103317925
sub-003,ses-02,Parietal ROI,new,0.562,-0.9057514021086396
sub-003,ses-02,Parietal ROI,new,0.563,-0.8828572771944695
sub-003,ses-02,Parietal ROI,new,0.564,-0.8512449957177172
sub-003,ses-02,Parietal ROI,new,0.565,-0.8135465004652291
sub-003,ses-02,Parietal ROI,new,0.566,-0.7737192217593584
sub-003,ses-02,Parietal ROI,new,0.567,-0.7354772564637464
sub-003,ses-02,Parietal ROI,new,0.568,-0.7009126835404924
sub-003,ses-02,Parietal ROI,new,0.569,-0.6699099325210119
sub-003,ses-02,Parietal ROI,new,0.57,-0.6406305548130133
sub-003,ses-02,Parietal ROI,new,0.571,-0.6108436748430671
sub-003,ses-02,Parietal ROI,new,0.572,-0.5794439385872868
sub-003,ses-02,Parietal ROI,new,0.573,-0.5473704523104741
sub-003,ses-02,Parietal ROI,new,0.574,-0.5174073553587779
sub-003,ses-02,Parietal ROI,new,0.575,-0.4929081197110149
sub-003,ses-02,Parietal ROI,new,0.576,-0.4760551235016549
sub-003,ses-02,Parietal ROI,new,0.577,-0.4665289835409082
sub-003,ses-02,Parietal ROI,new,0.578,-0.4612675842178892
sub-003,ses-02,Parietal ROI,new,0.579,-0.45545135595469755
sub-003,ses-02,Parietal ROI,new,0.58,-0.4442722312095309
sub-003,ses-02,Parietal ROI,new,0.581,-0.424723127512397
sub-003,ses-02,Parietal ROI,new,0.582,-0.39670274625936036
sub-003,ses-02,Parietal ROI,new,0.583,-0.36306908702454826
sub-003,ses-02,Parietal ROI,new,0.584,-0.3286874605602981
sub-003,ses-02,Parietal ROI,new,0.585,-0.29883420508099734
sub-003,ses-02,Parietal ROI,new,0.586,-0.2774752530441372
sub-003,ses-02,Parietal ROI,new,0.587,-0.2659521518561497
sub-003,ses-02,Parietal ROI,new,0.588,-0.2624949281327388
sub-003,ses-02,Parietal ROI,new,0.589,-0.26274855624826154
sub-003,ses-02,Parietal ROI,new,0.59,-0.2611890775041112
sub-003,ses-02,Parietal ROI,new,0.591,-0.2530091122221723
sub-003,ses-02,Parietal ROI,new,0.592,-0.23586787925459046
sub-003,ses-02,Parietal ROI,new,0.593,-0.21090651226354612
sub-003,ses-02,Parietal ROI,new,0.594,-0.18264487947880573
sub-003,ses-02,Parietal ROI,new,0.595,-0.1577535256285984
sub-003,ses-02,Parietal ROI,new,0.596,-0.14309644080794237
sub-003,ses-02,Parietal ROI,new,0.597,-0.14369951993411706
sub-003,ses-02,Parietal ROI,new,0.598,-0.16131486836544331
sub-003,ses-02,Parietal ROI,new,0.599,-0.19402787265798613
sub-003,ses-02,Parietal ROI,new,0.6,-0.23697359629166853
sub-002,ses-01,Frontal ROI,familiar,-0.1,-0.00811030635913186
sub-002,ses-01,Frontal ROI,familiar,-0.099,0.0007133682022070541
sub-002,ses-01,Frontal ROI,familiar,-0.098,-0.0075856098856811995
sub-002,ses-01,Frontal ROI,familiar,-0.097,-0.030878672134160175
sub-002,ses-01,Frontal ROI,familiar,-0.096,-0.0646703502161972
sub-002,ses-01,Frontal ROI,familiar,-0.095,-0.10303742877220957
sub-002,ses-01,Frontal ROI,familiar,-0.094,-0.1399590864069988
sub-002,ses-01,Frontal ROI,familiar,-0.093,-0.17068699652790434
sub-002,ses-01,Frontal ROI,familiar,-0.092,-0.19261816251042674
sub-002,ses-01,Frontal ROI,familiar,-0.091,-0.20525259045868946
sub-002,ses-01,Frontal ROI,familiar,-0.09,-0.20924758172573263
sub-002,ses-01,Frontal ROI,familiar,-0.089,-0.20508835600285616
sub-002,ses-01,Frontal ROI,familiar,-0.088,-0.192160811290886
sub-002,ses-01,Frontal ROI,familiar,-0.087,-0.16883948443704705
sub-002,ses-01,Frontal ROI,familiar,-0.086,-0.13366058702491973
sub-002,ses-01,Frontal ROI,familiar,-0.085,-0.08702590180813834
sub-002,ses-01,Frontal ROI,familiar,-0.084,-0.032524608229779754
sub-002,ses-01,Frontal ROI,familiar,-0.083,0.02292543956859047
sub-002,ses-01,Frontal ROI,familiar,-0.082,0.07037089102532759
sub-002,ses-01,Frontal ROI,familiar,-0.081,0.10110954975555735
sub-002,ses-01,Frontal ROI,familiar,-0.08,0.10906718397326404
sub-002,ses-01,Frontal ROI,familiar,-0.079,0.09237007369644744
sub-002,ses-01,Frontal ROI,familiar,-0.078,0.053661268435304665
sub-002,ses-01,Frontal ROI,familiar,-0.077,-0.0007053491358520417
sub-002,ses-01,Frontal ROI,familiar,-0.076,-0.06207350113767117
sub-002,ses-01,Frontal ROI,familiar,-0.075,-0.12095830828681776
sub-002,ses-01,Frontal ROI,familiar,-0.074,-0.16832179779134931
sub-002,ses-01,Frontal ROI,familiar,-0.073,-0.19668975989117
sub-002,ses-01,Frontal ROI,familiar,-0.072,-0.20124651446627462
sub-002,ses-01,Frontal ROI,familiar,-0.071,-0.1808821571105714
sub-002,ses-01,Frontal ROI,familiar,-0.07,-0.1388890579230625
sub-002,ses-01,Frontal ROI,familiar,-0.069,-0.0828315015003909
sub-002,ses-01,Frontal ROI,familiar,-0.068,-0.02321087867834292
sub-002,ses-01,Frontal ROI,familiar,-0.067,0.029042402532219794
sub-002,ses-01,Frontal ROI,familiar,-0.066,0.06563927364668974
sub-002,ses-01,Frontal ROI,familiar,-0.065,0.08349227042052759
sub-002,ses-01,Frontal ROI,familiar,-0.064,0.08565922211782097
sub-002,ses-01,Frontal ROI,familiar,-0.063,0.0800808577513891
sub-002,ses-01,Frontal ROI,familiar,-0.062,0.07642857328987411
sub-002,ses-01,Frontal ROI,familiar,-0.061,0.08225920098782835
sub-002,ses-01,Frontal ROI,familiar,-0.06,0.10006319718020631
sub-002,ses-01,Frontal ROI,familiar,-0.059,0.12644683744147897
sub-002,ses-01,Frontal ROI,familiar,-0.058,0.1537480442161552
sub-002,ses-01,Frontal ROI,familiar,-0.057,0.17331789938163053
sub-002,ses-01,Frontal ROI,familiar,-0.056,0.17901980069928028
sub-002,ses-01,Frontal ROI,familiar,-0.055,0.16947819721806973
sub-002,ses-01,Frontal ROI,familiar,-0.054,0.14820875219083868
sub-002,ses-01,Frontal ROI,familiar,-0.053,0.12169582922749904
sub-002,ses-01,Frontal ROI,familiar,-0.052,0.09636235486008812
sub-002,ses-01,Frontal ROI,familiar,-0.051,0.07582915465940883
sub-002,ses-01,Frontal ROI,familiar,-0.05,0.059669009294075634
sub-002,ses-01,Frontal ROI,familiar,-0.049,0.04411340164920209
sub-002,ses-01,Frontal ROI,familiar,-0.048,0.024240976573564766
sub-002,ses-01,Frontal ROI,familiar,-0.047,-0.0034577972058342874
sub-002,ses-01,Frontal ROI,familiar,-0.046,-0.03929814220118334
sub-002,ses-01,Frontal ROI,familiar,-0.045,-0.08008086810109791
sub-002,ses-01,Frontal ROI,familiar,-0.044,-0.12020232118823225
sub-002,ses-01,Frontal ROI,familiar,-0.043,-0.15356492516198925
sub-002,ses-01,Frontal ROI,familiar,-0.042,-0.17540992789373702
sub-002,ses-01,Frontal ROI,familiar,-0.041,-0.18336263253539906
sub-002,ses-01,Frontal ROI,familiar,-0.04,-0.17745807810930858
sub-002,ses-01,Frontal ROI,familiar,-0.039,-0.15945729842922177
sub-002,ses-01,Frontal ROI,familiar,-0.038,-0.13207089102196448
sub-002,ses-01,Frontal ROI,familiar,-0.037,-0.09858612771960712
sub-002,ses-01,Frontal ROI,familiar,-0.036,-0.06293436286781155
sub-002,ses-01,Frontal ROI,familiar,-0.035,-0.029776332312626393
sub-002,ses-01,Frontal ROI,familiar,-0.034,-0.0040756664053426366
sub-002,ses-01,Frontal ROI,familiar,-0.033,0.010034309818944011
sub-002,ses-01,Frontal ROI,familiar,-0.032,0.01073932939782702
sub-002,ses-01,Frontal ROI,familiar,-0.031,-0.0003465325422991646
sub-002,ses-01,Frontal ROI,familiar,-0.03,-0.018145439244278732
sub-002,ses-01,Frontal ROI,familiar,-0.029,-0.03539460785334005
sub-002,ses-01,Frontal ROI,familiar,-0.028,-0.04485817969637322
sub-002,ses-01,Frontal ROI,familiar,-0.027,-0.04163769890177253
sub-002,ses-01,Frontal ROI,familiar,-0.026,-0.02467996098375789
sub-002,ses-01,Frontal ROI,familiar,-0.025,0.0030879750890604064
sub-002,ses-01,Frontal ROI,familiar,-0.024,0.03599701121532616
sub-002,ses-01,Frontal ROI,familiar,-0.023,0.06770456783133157
sub-002,ses-01,Frontal ROI,familiar,-0.022,0.09325516757611682
sub-002,ses-01,Frontal ROI,familiar,-0.021,0.11036369375179536
sub-002,ses-01,Frontal ROI,familiar,-0.02,0.11952863746723287
sub-002,ses-01,Frontal ROI,familiar,-0.019,0.12309512516868683
sub-002,ses-01,Frontal ROI,familiar,-0.018,0.12381745178717776
sub-002,ses-01,Frontal ROI,familiar,-0.017,0.12365127031309117
sub-002,ses-01,Frontal ROI,familiar,-0.016,0.123348644183911
sub-002,ses-01,Frontal ROI,familiar,-0.015,0.12298219565424624
sub-002,ses-01,Frontal ROI,familiar,-0.014,0.12298537546457644
sub-002,ses-01,Frontal ROI,familiar,-0.013,0.12495337184983661
sub-002,ses-01,Frontal ROI,familiar,-0.012,0.1315253933703581
sub-002,ses-01,Frontal ROI,familiar,-0.011,0.14515050080651154
sub-002,ses-01,Frontal ROI,familiar,-0.01,0.16618880257285276
sub-002,ses-01,Frontal ROI,familiar,-0.009,0.1912794497385221
sub-002,ses-01,Frontal ROI,familiar,-0.008,0.21295748936061068
sub-002,ses-01,Frontal ROI,familiar,-0.007,0.22106377125916715
sub-002,ses-01,Frontal ROI,familiar,-0.006,0.20573415632250033
sub-002,ses-01,Frontal ROI,familiar,-0.005,0.1610084047689744
sub-002,ses-01,Frontal ROI,familiar,-0.004,0.0877052405322037
sub-002,ses-01,Frontal ROI,familiar,-0.003,-0.00563475803182205
sub-002,ses-01,Frontal ROI,familiar,-0.002,-0.104275641389517
sub-002,ses-01,Frontal ROI,familiar,-0.001,-0.19092514280542613
sub-002,ses-01,Frontal ROI,familiar,0.0,-0.2503816729812033
sub-002,ses-01,Frontal ROI,familiar,0.001,-0.27374959137700833
sub-002,ses-01,Frontal ROI,familiar,0.002,-0.26091790423282896
sub-002,ses-01,Frontal ROI,familiar,0.003,-0.22049686389979947
sub-002,ses-01,Frontal ROI,familiar,0.004,-0.1671580970841649
sub-002,ses-01,Frontal ROI,familiar,0.005,-0.11717067397142973
sub-002,ses-01,Frontal ROI,familiar,0.006,-0.0836162017439586
sub-002,ses-01,Frontal ROI,familiar,0.007,-0.07296936222040555
sub-002,ses-01,Frontal ROI,familiar,0.008,-0.08423584930069507
sub-002,ses-01,Frontal ROI,familiar,0.009,-0.11077148849336486
sub-002,ses-01,Frontal ROI,familiar,0.01,-0.14376594583783237
sub-002,ses-01,Frontal ROI,familiar,0.011,-0.17574848344849386
sub-002,ses-01,Frontal ROI,familiar,0.012,-0.20269081408694145
sub-002,ses-01,Frontal ROI,familiar,0.013,-0.22415806846119754
sub-002,ses-01,Frontal ROI,familiar,0.014,-0.2419650246349145
sub-002,ses-01,Frontal ROI,familiar,0.015,-0.2583880996612369
sub-002,ses-01,Frontal ROI,familiar,0.016,-0.27492871076243725
sub-002,ses-01,Frontal ROI,familiar,0.017,-0.2920690112039183
sub-002,ses-01,Frontal ROI,familiar,0.018,-0.3097979825275812
sub-002,ses-01,Frontal ROI,familiar,0.019,-0.3283029836252427
sub-002,ses-01,Frontal ROI,familiar,0.02,-0.3482847423257209
sub-002,ses-01,Frontal ROI,familiar,0.021,-0.37073105370621623
sub-002,ses-01,Frontal ROI,familiar,0.022,-0.3963690100466405
sub-002,ses-01,Frontal ROI,familiar,0.023,-0.42516222368062334
sub-002,ses-01,Frontal ROI,familiar,0.024,-0.45610662699072246
sub-002,ses-01,Frontal ROI,familiar,0.025,-0.4873547111959793
sub-002,ses-01,Frontal ROI,familiar,0.026,-0.5165468211290932
sub-002,ses-01,Frontal ROI,familiar,0.027,-0.5412202558117938
sub-002,ses-01,Frontal ROI,familiar,0.028,-0.559242522656704
sub-002,ses-01,Frontal ROI,familiar,0.029,-0.5692571824327864
sub-002,ses-01,Frontal ROI,familiar,0.03,-0.5710785034873493
sub-002,ses-01,Frontal ROI,familiar,0.031,-0.5658928805948936
sub-002,ses-01,Frontal ROI,familiar,0.032,-0.5561335253800589
sub-002,ses-01,Frontal ROI,familiar,0.033,-0.5450152296833635
sub-002,ses-01,Frontal ROI,familiar,0.034,-0.5358735904694147
sub-002,ses-01,Frontal ROI,familiar,0.035,-0.5315242900128789
sub-002,ses-01,Frontal ROI,familiar,0.036,-0.5338079390265684
sub-002,ses-01,Frontal ROI,familiar,0.037,-0.5433606973490248
sub-002,ses-01,Frontal ROI,familiar,0.038,-0.5595515316245954
sub-002,ses-01,Frontal ROI,familiar,0.039,-0.5805173214940077
sub-002,ses-01,Frontal ROI,familiar,0.04,-0.6033050559669375
sub-002,ses-01,Frontal ROI,familiar,0.041,-0.6242217568465129
sub-002,ses-01,Frontal ROI,familiar,0.042,-0.6394835261597035
sub-002,ses-01,Frontal ROI,familiar,0.043,-0.646090547329911
sub-002,ses-01,Frontal ROI,familiar,0.044,-0.6426291504359342
sub-002,ses-01,Frontal ROI,familiar,0.045,-0.629617411458201
sub-002,ses-01,Frontal ROI,familiar,0.046,-0.609202930200974
sub-002,ses-01,Frontal ROI,familiar,0.047,-0.5843917936797945
sub-002,ses-01,Frontal ROI,familiar,0.048,-0.5582475107868309
sub-002,ses-01,Frontal ROI,familiar,0.049,-0.5334289971365741
sub-002,ses-01,Frontal ROI,familiar,0.05,-0.5121052874713374
sub-002,ses-01,Frontal ROI,familiar,0.051,-0.4959858308822169
sub-002,ses-01,Frontal ROI,familiar,0.052,-0.4861897764744465
sub-002,ses-01,Frontal ROI,familiar,0.053,-0.4829264670546234
sub-002,ses-01,Frontal ROI,familiar,0.054,-0.4852370574003395
sub-002,ses-01,Frontal ROI,familiar,0.055,-0.49110148240482293
sub-002,ses-01,Frontal ROI,familiar,0.056,-0.4980211777878298
sub-002,ses-01,Frontal ROI,familiar,0.057,-0.5039000753035987
sub-002,ses-01,Frontal ROI,familiar,0.058,-0.5078856295368369
sub-002,ses-01,Frontal ROI,familiar,0.059,-0.5108811404312908
sub-002,ses-01,Frontal ROI,familiar,0.06,-0.5156346265676875
sub-002,ses-01,Frontal ROI,familiar,0.061,-0.526481260099264
sub-002,ses-01,Frontal ROI,familiar,0.062,-0.5488550957451305
sub-002,ses-01,Frontal ROI,familiar,0.063,-0.5885936210169422
sub-002,ses-01,Frontal ROI,familiar,0.064,-0.6509780161835097
sub-002,ses-01,Frontal ROI,familiar,0.065,-0.7395196150740581
sub-002,ses-01,Frontal ROI,familiar,0.066,-0.8547282603894539
sub-002,ses-01,Frontal ROI,familiar,0.067,-0.9933382227632293
sub-002,ses-01,Frontal ROI,familiar,0.068,-1.1485266834195265
sub-002,ses-01,Frontal ROI,familiar,0.069,-1.3114385767528622
sub-002,ses-01,Frontal ROI,familiar,0.07,-1.4738589204615185
sub-002,ses-01,Frontal ROI,familiar,0.071,-1.6313058525770898
sub-002,ses-01,Frontal ROI,familiar,0.072,-1.7854293098998484
sub-002,ses-01,Frontal ROI,familiar,0.073,-1.9446715143989428
sub-002,ses-01,Frontal ROI,familiar,0.074,-2.1227395192803438
sub-002,ses-01,Frontal ROI,familiar,0.075,-2.3353098682044333
sub-002,ses-01,Frontal ROI,familiar,0.076,-2.596090478724171
sub-002,ses-01,Frontal ROI,familiar,0.077,-2.913563336856408
sub-002,ses-01,Frontal ROI,familiar,0.078,-3.2893768278012625
sub-002,ses-01,Frontal ROI,familiar,0.079,-3.718661732091518
sub-002,ses-01,Frontal ROI,familiar,0.08,-4.19185074938734
sub-002,ses-01,Frontal ROI,familiar,0.081,-4.6971688794137805
sub-002,ses-01,Frontal ROI,familiar,0.082,-5.222961433458371
sub-002,ses-01,Frontal ROI,familiar,0.083,-5.759340739251115
sub-002,ses-01,Frontal ROI,familiar,0.084,-6.299039778214104
