subject,session,roi,condition,time_s,amplitude_uV
sub-015,ses-02,Frontal ROI,new,0.506,-3.2659233825276686
sub-015,ses-02,Frontal ROI,new,0.507,-3.284056200676848
sub-015,ses-02,Frontal ROI,new,0.508,-3.28231599212165
sub-015,ses-02,Frontal ROI,new,0.509,-3.259264369985504
sub-015,ses-02,Frontal ROI,new,0.51,-3.2200163886612683
sub-015,ses-02,Frontal ROI,new,0.511,-3.1745478251395345
sub-015,ses-02,Frontal ROI,new,0.512,-3.1344364260641147
sub-015,ses-02,Frontal ROI,new,0.513,-3.109039856800859
sub-015,ses-02,Frontal ROI,new,0.514,-3.1023604512422898
sub-015,ses-02,Frontal ROI,new,0.515,-3.1116744965870544
sub-015,ses-02,Frontal ROI,new,0.516,-3.1284027223362334
sub-015,ses-02,Frontal ROI,new,0.517,-3.140894013680503
sub-015,ses-02,Frontal ROI,new,0.518,-3.138143451796763
sub-015,ses-02,Frontal ROI,new,0.519,-3.1132333091457953
sub-015,ses-02,Frontal ROI,new,0.52,-3.0654937879706403
sub-015,ses-02,Frontal ROI,new,0.521,-3.0008724438246364
sub-015,ses-02,Frontal ROI,new,0.522,-2.9305576886637823
sub-015,ses-02,Frontal ROI,new,0.523,-2.868327738756138
sub-015,ses-02,Frontal ROI,new,0.524,-2.827320337975845
sub-015,ses-02,Frontal ROI,new,0.525,-2.816970345060281
sub-015,ses-02,Frontal ROI,new,0.526,-2.84081931749242
sub-015,ses-02,Frontal ROI,new,0.527,-2.895733624885855
sub-015,ses-02,Frontal ROI,new,0.528,-2.972736846504928
sub-015,ses-02,Frontal ROI,new,0.529,-3.059209025361636
sub-015,ses-02,Frontal ROI,new,0.53,-3.1418284757172277
sub-015,ses-02,Frontal ROI,new,0.531,-3.2094821376483016
sub-015,ses-02,Frontal ROI,new,0.532,-3.2554597649155066
sub-015,ses-02,Frontal ROI,new,0.533,-3.2784913875218438
sub-015,ses-02,Frontal ROI,new,0.534,-3.2825081730402115
sub-015,ses-02,Frontal ROI,new,0.535,-3.275288597805408
sub-015,ses-02,Frontal ROI,new,0.536,-3.266329397491329
sub-015,ses-02,Frontal ROI,new,0.537,-3.2643562081538375
sub-015,ses-02,Frontal ROI,new,0.538,-3.2749782997027914
sub-015,ses-02,Frontal ROI,new,0.539,-3.299087031756728
sub-015,ses-02,Frontal ROI,new,0.54,-3.3325581781659075
sub-015,ses-02,Frontal ROI,new,0.541,-3.367493109843013
sub-015,ses-02,Frontal ROI,new,0.542,-3.39470255575128
sub-015,ses-02,Frontal ROI,new,0.543,-3.4066362292341448
sub-015,ses-02,Frontal ROI,new,0.544,-3.39975696187495
sub-015,ses-02,Frontal ROI,new,0.545,-3.375551818231619
sub-015,ses-02,Frontal ROI,new,0.546,-3.339886205221062
sub-015,ses-02,Frontal ROI,new,0.547,-3.3010126638137716
sub-015,ses-02,Frontal ROI,new,0.548,-3.2669913069885412
sub-015,ses-02,Frontal ROI,new,0.549,-3.2434066240197126
sub-015,ses-02,Frontal ROI,new,0.55,-3.2320683548466587
sub-015,ses-02,Frontal ROI,new,0.551,-3.23097343903535
sub-015,ses-02,Frontal ROI,new,0.552,-3.23534263576916
sub-015,ses-02,Frontal ROI,new,0.553,-3.239222426517663
sub-015,ses-02,Frontal ROI,new,0.554,-3.2370730161097176
sub-015,ses-02,Frontal ROI,new,0.555,-3.2249179270683532
sub-015,ses-02,Frontal ROI,new,0.556,-3.2008748513768186
sub-015,ses-02,Frontal ROI,new,0.557,-3.1651140473508965
sub-015,ses-02,Frontal ROI,new,0.558,-3.119464181718931
sub-015,ses-02,Frontal ROI,new,0.559,-3.066962970910171
sub-015,ses-02,Frontal ROI,new,0.56,-3.011552402387147
sub-015,ses-02,Frontal ROI,new,0.561,-2.957870929891977
sub-015,ses-02,Frontal ROI,new,0.562,-2.9108707414533472
sub-015,ses-02,Frontal ROI,new,0.563,-2.8749902495357658
sub-015,ses-02,Frontal ROI,new,0.564,-2.8528880267158763
sub-015,ses-02,Frontal ROI,new,0.565,-2.844124485889845
sub-015,ses-02,Frontal ROI,new,0.566,-2.844409885581262
sub-015,ses-02,Frontal ROI,new,0.567,-2.8459533629114024
sub-015,ses-02,Frontal ROI,new,0.568,-2.8390580144685402
sub-015,ses-02,Frontal ROI,new,0.569,-2.814605100366445
sub-015,ses-02,Frontal ROI,new,0.57,-2.7667000767579153
sub-015,ses-02,Frontal ROI,new,0.571,-2.694658599329912
sub-015,ses-02,Frontal ROI,new,0.572,-2.6036841913982123
sub-015,ses-02,Frontal ROI,new,0.573,-2.5039508097679892
sub-015,ses-02,Frontal ROI,new,0.574,-2.4082517329407978
sub-015,ses-02,Frontal ROI,new,0.575,-2.3288050033420307
sub-015,ses-02,Frontal ROI,new,0.576,-2.274073358656624
sub-015,ses-02,Frontal ROI,new,0.577,-2.2464763029518333
sub-015,ses-02,Frontal ROI,new,0.578,-2.241641504502903
sub-015,ses-02,Frontal ROI,new,0.579,-2.2494439413663514
sub-015,ses-02,Frontal ROI,new,0.58,-2.256597104888674
sub-015,ses-02,Frontal ROI,new,0.581,-2.250133174303973
sub-015,ses-02,Frontal ROI,new,0.582,-2.220850498665109
sub-015,ses-02,Frontal ROI,new,0.583,-2.165794382412712
sub-015,ses-02,Frontal ROI,new,0.584,-2.089057842423391
sub-015,ses-02,Frontal ROI,new,0.585,-2.0006137606649976
sub-015,ses-02,Frontal ROI,new,0.586,-1.9134506646847766
sub-015,ses-02,Frontal ROI,new,0.587,-1.839853112926756
sub-015,ses-02,Frontal ROI,new,0.588,-1.7880157104982297
sub-015,ses-02,Frontal ROI,new,0.589,-1.7601218630453461
sub-015,ses-02,Frontal ROI,new,0.59,-1.7525139249333914
sub-015,ses-02,Frontal ROI,new,0.591,-1.7577866534507685
sub-015,ses-02,Frontal ROI,new,0.592,-1.7678606313321865
sub-015,ses-02,Frontal ROI,new,0.593,-1.7767271028137908
sub-015,ses-02,Frontal ROI,new,0.594,-1.7818052952028551
sub-015,ses-02,Frontal ROI,new,0.595,-1.7835903532181212
sub-015,ses-02,Frontal ROI,new,0.596,-1.7840699203001809
sub-015,ses-02,Frontal ROI,new,0.597,-1.7848552337626864
sub-015,ses-02,Frontal ROI,new,0.598,-1.785940871421334
sub-015,ses-02,Frontal ROI,new,0.599,-1.785576342657956
sub-015,ses-02,Frontal ROI,new,0.6,-1.7811483627166367
sub-015,ses-02,Parietal ROI,new,-0.1,0.02470965354684346
sub-015,ses-02,Parietal ROI,new,-0.099,0.0160979058043281
sub-015,ses-02,Parietal ROI,new,-0.098,0.003976626755929988
sub-015,ses-02,Parietal ROI,new,-0.097,-0.010061426372368511
sub-015,ses-02,Parietal ROI,new,-0.096,-0.024034786237693617
sub-015,ses-02,Parietal ROI,new,-0.095,-0.03596692700380627
sub-015,ses-02,Parietal ROI,new,-0.094,-0.04439473425550905
sub-015,ses-02,Parietal ROI,new,-0.093,-0.048798582762852614
sub-015,ses-02,Parietal ROI,new,-0.092,-0.049744856323324003
sub-015,ses-02,Parietal ROI,new,-0.091,-0.04864841975111462
sub-015,ses-02,Parietal ROI,new,-0.09,-0.04724432644137007
sub-015,ses-02,Parietal ROI,new,-0.089,-0.04699050821283705
sub-015,ses-02,Parietal ROI,new,-0.088,-0.04863447359775348
sub-015,ses-02,Parietal ROI,new,-0.087,-0.05206849147356859
sub-015,ses-02,Parietal ROI,new,-0.086,-0.056445987957952075
sub-015,ses-02,Parietal ROI,new,-0.085,-0.06042814150073459
sub-015,ses-02,Parietal ROI,new,-0.084,-0.06243194904405724
sub-015,ses-02,Parietal ROI,new,-0.083,-0.06083063403271644
sub-015,ses-02,Parietal ROI,new,-0.082,-0.05414133909574243
sub-015,ses-02,Parietal ROI,new,-0.081,-0.04125222622882283
sub-015,ses-02,Parietal ROI,new,-0.08,-0.0216946874614825
sub-015,ses-02,Parietal ROI,new,-0.079,0.004102957973922408
sub-015,ses-02,Parietal ROI,new,-0.078,0.0346770629884335
sub-015,ses-02,Parietal ROI,new,-0.077,0.06758345484723054
sub-015,ses-02,Parietal ROI,new,-0.076,0.09966864390019622
sub-015,ses-02,Parietal ROI,new,-0.075,0.12752185759881768
sub-015,ses-02,Parietal ROI,new,-0.074,0.14802559301626517
sub-015,ses-02,Parietal ROI,new,-0.073,0.15889484946685878
sub-015,ses-02,Parietal ROI,new,-0.072,0.15908648201845385
sub-015,ses-02,Parietal ROI,new,-0.071,0.14897518471607998
sub-015,ses-02,Parietal ROI,new,-0.07,0.1302401344991271
sub-015,ses-02,Parietal ROI,new,-0.069,0.10548149172888818
sub-015,ses-02,Parietal ROI,new,-0.068,0.0776758697935141
sub-015,ses-02,Parietal ROI,new,-0.067,0.04963534740550175
sub-015,ses-02,Parietal ROI,new,-0.066,0.023617290110023486
sub-015,ses-02,Parietal ROI,new,-0.065,0.0011398413470250874
sub-015,ses-02,Parietal ROI,new,-0.064,-0.017042580202656653
sub-015,ses-02,Parietal ROI,new,-0.063,-0.030887117124161534
sub-015,ses-02,Parietal ROI,new,-0.062,-0.040967657200207216
sub-015,ses-02,Parietal ROI,new,-0.061,-0.048290072281781275
sub-015,ses-02,Parietal ROI,new,-0.06,-0.05394475109938074
sub-015,ses-02,Parietal ROI,new,-0.059,-0.058601296758970585
sub-015,ses-02,Parietal ROI,new,-0.058,-0.061999787084319885
sub-015,ses-02,Parietal ROI,new,-0.057,-0.06270834437457383
sub-015,ses-02,Parietal ROI,new,-0.056,-0.05839644367901603
sub-015,ses-02,Parietal ROI,new,-0.055,-0.04667402536791315
sub-015,ses-02,Parietal ROI,new,-0.054,-0.02624491489167708
sub-015,ses-02,Parietal ROI,new,-0.053,0.0021152283361290645
sub-015,ses-02,Parietal ROI,new,-0.052,0.035257941671833354
sub-015,ses-02,Parietal ROI,new,-0.051,0.0682823514406782
sub-015,ses-02,Parietal ROI,new,-0.05,0.09591431263739846
sub-015,ses-02,Parietal ROI,new,-0.049,0.11412984106407167
sub-015,ses-02,Parietal ROI,new,-0.048,0.12138673696919347
sub-015,ses-02,Parietal ROI,new,-0.047,0.11899708337964202
sub-015,ses-02,Parietal ROI,new,-0.046,0.11054857135498898
sub-015,ses-02,Parietal ROI,new,-0.045,0.10067537582193532
sub-015,ses-02,Parietal ROI,new,-0.044,0.0936981501184456
sub-015,ses-02,Parietal ROI,new,-0.043,0.09261100217741133
sub-015,ses-02,Parietal ROI,new,-0.042,0.09865660105795418
sub-015,ses-02,Parietal ROI,new,-0.041,0.1114527096083768
sub-015,ses-02,Parietal ROI,new,-0.04,0.12945360201541056
sub-015,ses-02,Parietal ROI,new,-0.039,0.15050320396008343
sub-015,ses-02,Parietal ROI,new,-0.038,0.1723180756741394
sub-015,ses-02,Parietal ROI,new,-0.037,0.19284301033117765
sub-015,ses-02,Parietal ROI,new,-0.036,0.21047852975525608
sub-015,ses-02,Parietal ROI,new,-0.035,0.2241831499288584
sub-015,ses-02,Parietal ROI,new,-0.034,0.23344443294197526
sub-015,ses-02,Parietal ROI,new,-0.033,0.23812952033151463
sub-015,ses-02,Parietal ROI,new,-0.032,0.23827191024515013
sub-015,ses-02,Parietal ROI,new,-0.031,0.23389308536603462
sub-015,ses-02,Parietal ROI,new,-0.03,0.22495838063586976
sub-015,ses-02,Parietal ROI,new,-0.029,0.21150532491925683
sub-015,ses-02,Parietal ROI,new,-0.028,0.19388109229447023
sub-015,ses-02,Parietal ROI,new,-0.027,0.17294020838146276
sub-015,ses-02,Parietal ROI,new,-0.026,0.15004358652981295
sub-015,ses-02,Parietal ROI,new,-0.025,0.12678028441978348
sub-015,ses-02,Parietal ROI,new,-0.024,0.10446635840169971
sub-015,ses-02,Parietal ROI,new,-0.023,0.08360635078037806
sub-015,ses-02,Parietal ROI,new,-0.022,0.06356821605444919
sub-015,ses-02,Parietal ROI,new,-0.021,0.04267798268570069
sub-015,ses-02,Parietal ROI,new,-0.02,0.018775961318149927
sub-015,ses-02,Parietal ROI,new,-0.019,-0.009941369166950258
sub-015,ses-02,Parietal ROI,new,-0.018,-0.04412864996646084
sub-015,ses-02,Parietal ROI,new,-0.017,-0.0828811178671291
sub-015,ses-02,Parietal ROI,new,-0.016,-0.12387141104352359
sub-015,ses-02,Parietal ROI,new,-0.015,-0.16395066292970134
sub-015,ses-02,Parietal ROI,new,-0.014,-0.19993953262107791
sub-015,ses-02,Parietal ROI,new,-0.013,-0.2293030550601813
sub-015,ses-02,Parietal ROI,new,-0.012,-0.25053415599764867
sub-015,ses-02,Parietal ROI,new,-0.011,-0.2632633351887212
sub-015,ses-02,Parietal ROI,new,-0.01,-0.2682292230094406
sub-015,ses-02,Parietal ROI,new,-0.009,-0.26721714116289175
sub-015,ses-02,Parietal ROI,new,-0.008,-0.2629501850262374
sub-015,ses-02,Parietal ROI,new,-0.007,-0.2588245227621016
sub-015,ses-02,Parietal ROI,new,-0.006,-0.25840353430500435
sub-015,ses-02,Parietal ROI,new,-0.005,-0.26472159271647616
sub-015,ses-02,Parietal ROI,new,-0.004,-0.2795984676376499
sub-015,ses-02,Parietal ROI,new,-0.003,-0.303220939910023
sub-015,ses-02,Parietal ROI,new,-0.002,-0.33415906588014027
sub-015,ses-02,Parietal ROI,new,-0.001,-0.3698035155272378
sub-015,ses-02,Parietal ROI,new,0.0,-0.4070474545291718
sub-015,ses-02,Parietal ROI,new,0.001,-0.44297795620016645
sub-015,ses-02,Parietal ROI,new,0.002,-0.4753933235722988
sub-015,ses-02,Parietal ROI,new,0.003,-0.5030656834271316
sub-015,ses-02,Parietal ROI,new,0.004,-0.5257489101833464
sub-015,ses-02,Parietal ROI,new,0.005,-0.5439636764834712
sub-015,ses-02,Parietal ROI,new,0.006,-0.5586019420272541
sub-015,ses-02,Parietal ROI,new,0.007,-0.5704260242323788
sub-015,ses-02,Parietal ROI,new,0.008,-0.5796045258962053
sub-015,ses-02,Parietal ROI,new,0.009,-0.5854821473026711
sub-015,ses-02,Parietal ROI,new,0.01,-0.5867484055342937
sub-015,ses-02,Parietal ROI,new,0.011,-0.5820213646954366
sub-015,ses-02,Parietal ROI,new,0.012,-0.570651674680381
sub-015,ses-02,Parietal ROI,new,0.013,-0.5533954099199144
sub-015,ses-02,Parietal ROI,new,0.014,-0.5326021173515464
sub-015,ses-02,Parietal ROI,new,0.015,-0.5117449990633982
sub-015,ses-02,Parietal ROI,new,0.016,-0.4944096825257876
sub-015,ses-02,Parietal ROI,new,0.017,-0.48311678288987386
sub-015,ses-02,Parietal ROI,new,0.018,-0.4784448161051228
sub-015,ses-02,Parietal ROI,new,0.019,-0.4788013707387942
sub-015,ses-02,Parietal ROI,new,0.02,-0.4809288740993734
sub-015,ses-02,Parietal ROI,new,0.021,-0.4809487838683094
sub-015,ses-02,Parietal ROI,new,0.022,-0.4755563285121469
sub-015,ses-02,Parietal ROI,new,0.023,-0.46294962969258996
sub-015,ses-02,Parietal ROI,new,0.024,-0.4432156875218828
sub-015,ses-02,Parietal ROI,new,0.025,-0.4181305034938249
sub-015,ses-02,Parietal ROI,new,0.026,-0.3905354399101027
sub-015,ses-02,Parietal ROI,new,0.027,-0.36354068979568344
sub-015,ses-02,Parietal ROI,new,0.028,-0.33977502484924704
sub-015,ses-02,Parietal ROI,new,0.029,-0.320828417004862
sub-015,ses-02,Parietal ROI,new,0.03,-0.3069799811891413
sub-015,ses-02,Parietal ROI,new,0.031,-0.2972677724078753
sub-015,ses-02,Parietal ROI,new,0.032,-0.28989458844153476
sub-015,ses-02,Parietal ROI,new,0.033,-0.2828552248391256
sub-015,ses-02,Parietal ROI,new,0.034,-0.2745665308484812
sub-015,ses-02,Parietal ROI,new,0.035,-0.2642625706697719
sub-015,ses-02,Parietal ROI,new,0.036,-0.2520225962855494
sub-015,ses-02,Parietal ROI,new,0.037,-0.2384849176454644
sub-015,ses-02,Parietal ROI,new,0.038,-0.2244490341222609
sub-015,ses-02,Parietal ROI,new,0.039,-0.21059267194381084
sub-015,ses-02,Parietal ROI,new,0.04,-0.19742026217046046
sub-015,ses-02,Parietal ROI,new,0.041,-0.18539236691024225
sub-015,ses-02,Parietal ROI,new,0.042,-0.17507024823817538
sub-015,ses-02,Parietal ROI,new,0.043,-0.16711336015016426
sub-015,ses-02,Parietal ROI,new,0.044,-0.16208031993431302
sub-015,ses-02,Parietal ROI,new,0.045,-0.16011887278043677
sub-015,ses-02,Parietal ROI,new,0.046,-0.1607042014010852
sub-015,ses-02,Parietal ROI,new,0.047,-0.162570590448772
sub-015,ses-02,Parietal ROI,new,0.048,-0.1639058346928579
sub-015,ses-02,Parietal ROI,new,0.049,-0.16278107193038466
sub-015,ses-02,Parietal ROI,new,0.05,-0.1576947301736367
sub-015,ses-02,Parietal ROI,new,0.051,-0.14804389144081023
sub-015,ses-02,Parietal ROI,new,0.052,-0.1343355428241333
sub-015,ses-02,Parietal ROI,new,0.053,-0.11803662424782485
sub-015,ses-02,Parietal ROI,new,0.054,-0.10110218105482394
sub-015,ses-02,Parietal ROI,new,0.055,-0.08534676504415917
sub-015,ses-02,Parietal ROI,new,0.056,-0.07187973576367199
sub-015,ses-02,Parietal ROI,new,0.057,-0.06079202451078134
sub-015,ses-02,Parietal ROI,new,0.058,-0.05118826825165731
sub-015,ses-02,Parietal ROI,new,0.059,-0.04153720555586633
sub-015,ses-02,Parietal ROI,new,0.06,-0.0302160633452977
sub-015,ses-02,Parietal ROI,new,0.061,-0.01607608312163825
sub-015,ses-02,Parietal ROI,new,0.062,0.001136613549722303
sub-015,ses-02,Parietal ROI,new,0.063,0.020623693459496804
sub-015,ses-02,Parietal ROI,new,0.064,0.04068096592282326
sub-015,ses-02,Parietal ROI,new,0.065,0.05909294229458867
sub-015,ses-02,Parietal ROI,new,0.066,0.07363293250813867
sub-015,ses-02,Parietal ROI,new,0.067,0.08248861012844576
sub-015,ses-02,Parietal ROI,new,0.068,0.08447704196260108
sub-015,ses-02,Parietal ROI,new,0.069,0.07903050068575111
sub-015,ses-02,Parietal ROI,new,0.07,0.06606506691072661
sub-015,ses-02,Parietal ROI,new,0.071,0.04589893376389261
sub-015,ses-02,Parietal ROI,new,0.072,0.019313052627175722
sub-015,ses-02,Parietal ROI,new,0.073,-0.012315028131162658
sub-015,ses-02,Parietal ROI,new,0.074,-0.04699322485971909
sub-015,ses-02,Parietal ROI,new,0.075,-0.08237143824269964
sub-015,ses-02,Parietal ROI,new,0.076,-0.11625902990551025
sub-015,ses-02,Parietal ROI,new,0.077,-0.1471947737016287
sub-015,ses-02,Parietal ROI,new,0.078,-0.17478094499333952
sub-015,ses-02,Parietal ROI,new,0.079,-0.1995929598044292
sub-015,ses-02,Parietal ROI,new,0.08,-0.2227073142649342
sub-015,ses-02,Parietal ROI,new,0.081,-0.24511560118379735
sub-015,ses-02,Parietal ROI,new,0.082,-0.26736022350014654
sub-015,ses-02,Parietal ROI,new,0.083,-0.28958036473105536
sub-015,ses-02,Parietal ROI,new,0.084,-0.3118916707808553
sub-015,ses-02,Parietal ROI,new,0.085,-0.3348246482534405
sub-015,ses-02,Parietal ROI,new,0.086,-0.35953990873543096
sub-015,ses-02,Parietal ROI,new,0.087,-0.38770010821750883
sub-015,ses-02,Parietal ROI,new,0.088,-0.42107309624634925
sub-015,ses-02,Parietal ROI,new,0.089,-0.4610499694154451
sub-015,ses-02,Parietal ROI,new,0.09,-0.5082461786992993
sub-015,ses-02,Parietal ROI,new,0.091,-0.562268668690151
sub-015,ses-02,Parietal ROI,new,0.092,-0.6216552079552065
sub-015,ses-02,Parietal ROI,new,0.093,-0.683973929449095
sub-015,ses-02,Parietal ROI,new,0.094,-0.746093116024452
sub-015,ses-02,Parietal ROI,new,0.095,-0.8046380901155104
sub-015,ses-02,Parietal ROI,new,0.096,-0.8566050150648111
sub-015,ses-02,Parietal ROI,new,0.097,-0.900018442351387
sub-015,ses-02,Parietal ROI,new,0.098,-0.9344608962860538
sub-015,ses-02,Parietal ROI,new,0.099,-0.9613153098160775
sub-015,ses-02,Parietal ROI,new,0.1,-0.9836322524607983
sub-015,ses-02,Parietal ROI,new,0.101,-1.0056134760233426
sub-015,ses-02,Parietal ROI,new,0.102,-1.0317763910695055
sub-015,ses-02,Parietal ROI,new,0.103,-1.0659391779684573
sub-015,ses-02,Parietal ROI,new,0.104,-1.1102454936616342
sub-015,ses-02,Parietal ROI,new,0.105,-1.1644915011641255
sub-015,ses-02,Parietal ROI,new,0.106,-1.2259810192606757
sub-015,ses-02,Parietal ROI,new,0.107,-1.2900092000701469
sub-015,ses-02,Parietal ROI,new,0.108,-1.3509033940350876
sub-015,ses-02,Parietal ROI,new,0.109,-1.4034003092398444
sub-015,ses-02,Parietal ROI,new,0.11,-1.4440473479817881
sub-015,ses-02,Parietal ROI,new,0.111,-1.4722854258277842
sub-015,ses-02,Parietal ROI,new,0.112,-1.4908961778711969
sub-015,ses-02,Parietal ROI,new,0.113,-1.5056020342343517
sub-015,ses-02,Parietal ROI,new,0.114,-1.5238233389627869
sub-015,ses-02,Parietal ROI,new,0.115,-1.5528845595345668
sub-015,ses-02,Parietal ROI,new,0.116,-1.598205344697176
sub-015,ses-02,Parietal ROI,new,0.117,-1.6620659139059994
sub-015,ses-02,Parietal ROI,new,0.118,-1.7433398587830147
sub-015,ses-02,Parietal ROI,new,0.119,-1.8382126511887966
sub-015,ses-02,Parietal ROI,new,0.12,-1.9415246186657702
sub-015,ses-02,Parietal ROI,new,0.121,-2.048176049167566
sub-015,ses-02,Parietal ROI,new,0.122,-2.1540914115511507
sub-015,ses-02,Parietal ROI,new,0.123,-2.256513379707572
sub-015,ses-02,Parietal ROI,new,0.124,-2.353728106587703
sub-015,ses-02,Parietal ROI,new,0.125,-2.44453884685248
sub-015,ses-02,Parietal ROI,new,0.126,-2.527816155858306
sub-015,ses-02,Parietal ROI,new,0.127,-2.6023045252314545
sub-015,ses-02,Parietal ROI,new,0.128,-2.666686438171604
sub-015,ses-02,Parietal ROI,new,0.129,-2.7197983379867194
sub-015,ses-02,Parietal ROI,new,0.13,-2.7608811521496794
sub-015,ses-02,Parietal ROI,new,0.131,-2.789789846553203
sub-015,ses-02,Parietal ROI,new,0.132,-2.807129960255698
sub-015,ses-02,Parietal ROI,new,0.133,-2.814307784176349
sub-015,ses-02,Parietal ROI,new,0.134,-2.8134719007262676
sub-015,ses-02,Parietal ROI,new,0.135,-2.807314937742308
sub-015,ses-02,Parietal ROI,new,0.136,-2.7987206931403965
sub-015,ses-02,Parietal ROI,new,0.137,-2.790300493364272
sub-015,ses-02,Parietal ROI,new,0.138,-2.783931513539287
sub-015,ses-02,Parietal ROI,new,0.139,-2.7804471939834277
sub-015,ses-02,Parietal ROI,new,0.14,-2.7795999252789505
sub-015,ses-02,Parietal ROI,new,0.141,-2.78032104444163
sub-015,ses-02,Parietal ROI,new,0.142,-2.7811851689692753
sub-015,ses-02,Parietal ROI,new,0.143,-2.780898477948051
sub-015,ses-02,Parietal ROI,new,0.144,-2.778622310204654
sub-015,ses-02,Parietal ROI,new,0.145,-2.774023438989301
sub-015,ses-02,Parietal ROI,new,0.146,-2.767072706781245
sub-015,ses-02,Parietal ROI,new,0.147,-2.757728699015213
sub-015,ses-02,Parietal ROI,new,0.148,-2.7456870948031478
sub-015,ses-02,Parietal ROI,new,0.149,-2.7303359136190943
sub-015,ses-02,Parietal ROI,new,0.15,-2.7109513766051827
sub-015,ses-02,Parietal ROI,new,0.151,-2.687043224873481
sub-015,ses-02,Parietal ROI,new,0.152,-2.6586661162442855
sub-015,ses-02,Parietal ROI,new,0.153,-2.626513453326208
sub-015,ses-02,Parietal ROI,new,0.154,-2.591712175301922
sub-015,ses-02,Parietal ROI,new,0.155,-2.555390055496007
sub-015,ses-02,Parietal ROI,new,0.156,-2.5182008039486345
sub-015,ses-02,Parietal ROI,new,0.157,-2.4800115635637243
sub-015,ses-02,Parietal ROI,new,0.158,-2.439886703328569
sub-015,ses-02,Parietal ROI,new,0.159,-2.3963813137887557
sub-015,ses-02,Parietal ROI,new,0.16,-2.348035125383493
sub-015,ses-02,Parietal ROI,new,0.161,-2.293879456781304
sub-015,ses-02,Parietal ROI,new,0.162,-2.233768578447349
sub-015,ses-02,Parietal ROI,new,0.163,-2.168427581503804
sub-015,ses-02,Parietal ROI,new,0.164,-2.0992274145082055
sub-015,ses-02,Parietal ROI,new,0.165,-2.0277929520991385
sub-015,ses-02,Parietal ROI,new,0.166,-1.9555818319571174
sub-015,ses-02,Parietal ROI,new,0.167,-1.8835467183539083
sub-015,ses-02,Parietal ROI,new,0.168,-1.811948915430524
sub-015,ses-02,Parietal ROI,new,0.169,-1.7403488648249805
sub-015,ses-02,Parietal ROI,new,0.17,-1.6677716553783395
sub-015,ses-02,Parietal ROI,new,0.171,-1.5930258296336064
sub-015,ses-02,Parietal ROI,new,0.172,-1.5151386297506526
sub-015,ses-02,Parietal ROI,new,0.173,-1.4338438348133642
sub-015,ses-02,Parietal ROI,new,0.174,-1.3500163673685213
sub-015,ses-02,Parietal ROI,new,0.175,-1.2659042527018658
sub-015,ses-02,Parietal ROI,new,0.176,-1.1850046798469602
sub-015,ses-02,Parietal ROI,new,0.177,-1.1115027613881456
sub-015,ses-02,Parietal ROI,new,0.178,-1.049341486056262
sub-015,ses-02,Parietal ROI,new,0.179,-1.0011691569037118
sub-015,ses-02,Parietal ROI,new,0.18,-0.9675312109734975
sub-015,ses-02,Parietal ROI,new,0.181,-0.9466614996907711
sub-015,ses-02,Parietal ROI,new,0.182,-0.9350569824059521
sub-015,ses-02,Parietal ROI,new,0.183,-0.9287217420997558
sub-015,ses-02,Parietal ROI,new,0.184,-0.9246587141585736
sub-015,ses-02,Parietal ROI,new,0.185,-0.9220138395907002
sub-015,ses-02,Parietal ROI,new,0.186,-0.9223544649364533
sub-015,ses-02,Parietal ROI,new,0.187,-0.9288982099841152
sub-015,ses-02,Parietal ROI,new,0.188,-0.9449744747590022
sub-015,ses-02,Parietal ROI,new,0.189,-0.9723785307118734
sub-015,ses-02,Parietal ROI,new,0.19,-1.0103548324525025
sub-015,ses-02,Parietal ROI,new,0.191,-1.055655278577272
sub-015,ses-02,Parietal ROI,new,0.192,-1.1036065175482774
sub-015,ses-02,Parietal ROI,new,0.193,-1.1496610202467579
sub-015,ses-02,Parietal ROI,new,0.194,-1.1907353368550937
sub-015,ses-02,Parietal ROI,new,0.195,-1.2258050613061302
sub-015,ses-02,Parietal ROI,new,0.196,-1.2556089382645506
sub-015,ses-02,Parietal ROI,new,0.197,-1.2817076826134186
sub-015,ses-02,Parietal ROI,new,0.198,-1.3053847257797704
sub-015,ses-02,Parietal ROI,new,0.199,-1.3268912407284894
sub-015,ses-02,Parietal ROI,new,0.2,-1.3453467101043914
sub-015,ses-02,Parietal ROI,new,0.201,-1.3592996480778796
sub-015,ses-02,Parietal ROI,new,0.202,-1.36765637542072
sub-015,ses-02,Parietal ROI,new,0.203,-1.370526152007153
sub-015,ses-02,Parietal ROI,new,0.204,-1.3695674551198058
sub-015,ses-02,Parietal ROI,new,0.205,-1.3676377963556827
sub-015,ses-02,Parietal ROI,new,0.206,-1.3678474250785717
sub-015,ses-02,Parietal ROI,new,0.207,-1.3723743328612679
sub-015,ses-02,Parietal ROI,new,0.208,-1.3815062974342132
sub-015,ses-02,Parietal ROI,new,0.209,-1.3933016033440426
sub-015,ses-02,Parietal ROI,new,0.21,-1.4040347268631772
sub-015,ses-02,Parietal ROI,new,0.211,-1.4093064232001493
sub-015,ses-02,Parietal ROI,new,0.212,-1.405454099091581
sub-015,ses-02,Parietal ROI,new,0.213,-1.3907803645368966
sub-015,ses-02,Parietal ROI,new,0.214,-1.36616119508999
sub-015,ses-02,Parietal ROI,new,0.215,-1.3347916556889217
sub-015,ses-02,Parietal ROI,new,0.216,-1.301119955082208
