subject,session,run,n_runs_merged,n_components,n_rejected,threshold,cleaned_path,ica_model_path,classification_path,rejection_log_path,timestamp_utc,pre_bad_segments,pre_bad_seconds,post_bad_segments,post_bad_seconds
sub-004,ses-01,merged_session,13,30,4,0.7,/Users/leeyelim/Documents/EEG/data/preprocessed/after_ica/sub-004/ses-01/sub-004_ses-01_preprocessed_ica_cleaned.fif,/Users/leeyelim/Documents/EEG/data/preprocessed/after_ica/sub-004/ses-01/sub-004_ses-01_preprocessed_ica_model.fif,/Users/leeyelim/Documents/EEG/data/preprocessed/after_ica/sub-004/ses-01/sub-004_ses-01_preprocessed_ica_results.json,/Users/leeyelim/Documents/EEG/data/preprocessed/after_ica/sub-004/ses-01/sub-004_ses-01_preprocessed_ica_component_rejection.json,2025-11-15T09:20:36.733603Z,14,9.552999999999999,7,5.252
