Stage,ROI,Channels Used,Time (ms),Cohen's d
Before ICA,Frontal ROI,"F3,FZ,F4",472.0,-0.12786401031979996
Before ICA,Frontal ROI,"F3,FZ,F4",473.0,-0.12602601683676226
Before ICA,Frontal ROI,"F3,FZ,F4",474.0,-0.12421520212575186
Before ICA,Frontal ROI,"F3,FZ,F4",475.0,-0.1217253853602593
Before ICA,Frontal ROI,"F3,FZ,F4",476.0,-0.11771355026155053
Before ICA,Frontal ROI,"F3,FZ,F4",477.0,-0.11137300113512237
Before ICA,Frontal ROI,"F3,FZ,F4",478.0,-0.10212892535316756
Before ICA,Frontal ROI,"F3,FZ,F4",479.0,-0.08984743776201114
Before ICA,Frontal ROI,"F3,FZ,F4",480.0,-0.07502491491949219
Before ICA,Frontal ROI,"F3,FZ,F4",481.0,-0.058852028610638825
Before ICA,Frontal ROI,"F3,FZ,F4",482.0,-0.04304490037391655
Before ICA,Frontal ROI,"F3,FZ,F4",483.0,-0.029461598894635985
Before ICA,Frontal ROI,"F3,FZ,F4",484.0,-0.019657875206424966
Before ICA,Frontal ROI,"F3,FZ,F4",485.0,-0.014547712126584752
Before ICA,Frontal ROI,"F3,FZ,F4",486.0,-0.014245650710917148
Before ICA,Frontal ROI,"F3,FZ,F4",487.0,-0.018081422197136817
Before ICA,Frontal ROI,"F3,FZ,F4",488.0,-0.024752503664562216
Before ICA,Frontal ROI,"F3,FZ,F4",489.0,-0.03259508157911188
Before ICA,Frontal ROI,"F3,FZ,F4",490.0,-0.03993017175173229
Before ICA,Frontal ROI,"F3,FZ,F4",491.0,-0.04537426588860792
Before ICA,Frontal ROI,"F3,FZ,F4",492.0,-0.04801135361060607
Before ICA,Frontal ROI,"F3,FZ,F4",493.0,-0.04744220038335242
Before ICA,Frontal ROI,"F3,FZ,F4",494.0,-0.04380208401291367
Before ICA,Frontal ROI,"F3,FZ,F4",495.0,-0.03776256647403261
Before ICA,Frontal ROI,"F3,FZ,F4",496.0,-0.030424047589481425
Before ICA,Frontal ROI,"F3,FZ,F4",497.0,-0.02304723351881268
Before ICA,Frontal ROI,"F3,FZ,F4",498.0,-0.016722883385939
Before ICA,Frontal ROI,"F3,FZ,F4",499.0,-0.012121579774030713
Before ICA,Frontal ROI,"F3,FZ,F4",500.0,-0.009371672793186701
Before ICA,Frontal ROI,"F3,FZ,F4",501.0,-0.008054623507103172
Before ICA,Frontal ROI,"F3,FZ,F4",502.0,-0.007328884802242333
Before ICA,Frontal ROI,"F3,FZ,F4",503.0,-0.006191052112447931
Before ICA,Frontal ROI,"F3,FZ,F4",504.0,-0.003811545561646946
Before ICA,Frontal ROI,"F3,FZ,F4",505.0,0.00018087420690794635
Before ICA,Frontal ROI,"F3,FZ,F4",506.0,0.005579677164860004
Before ICA,Frontal ROI,"F3,FZ,F4",507.0,0.011688942810813173
Before ICA,Frontal ROI,"F3,FZ,F4",508.0,0.017575884001309026
Before ICA,Frontal ROI,"F3,FZ,F4",509.0,0.02238785195181839
Before ICA,Frontal ROI,"F3,FZ,F4",510.0,0.02562984864062468
Before ICA,Frontal ROI,"F3,FZ,F4",511.0,0.027317405801953108
Before ICA,Frontal ROI,"F3,FZ,F4",512.0,0.027943323627695534
Before ICA,Frontal ROI,"F3,FZ,F4",513.0,0.028257891607594413
Before ICA,Frontal ROI,"F3,FZ,F4",514.0,0.028957664960604618
Before ICA,Frontal ROI,"F3,FZ,F4",515.0,0.030427823076333564
Before ICA,Frontal ROI,"F3,FZ,F4",516.0,0.032644470020968444
Before ICA,Frontal ROI,"F3,FZ,F4",517.0,0.035260435112006244
Before ICA,Frontal ROI,"F3,FZ,F4",518.0,0.03781704944116548
Before ICA,Frontal ROI,"F3,FZ,F4",519.0,0.039963262111508135
Before ICA,Frontal ROI,"F3,FZ,F4",520.0,0.041567267147731825
Before ICA,Frontal ROI,"F3,FZ,F4",521.0,0.042690814872497165
Before ICA,Frontal ROI,"F3,FZ,F4",522.0,0.04348857517456094
Before ICA,Frontal ROI,"F3,FZ,F4",523.0,0.044119735199713836
Before ICA,Frontal ROI,"F3,FZ,F4",524.0,0.044723691117166155
Before ICA,Frontal ROI,"F3,FZ,F4",525.0,0.04545745613778198
Before ICA,Frontal ROI,"F3,FZ,F4",526.0,0.04655144784068525
Before ICA,Frontal ROI,"F3,FZ,F4",527.0,0.04833014957995963
Before ICA,Frontal ROI,"F3,FZ,F4",528.0,0.05116447996154696
Before ICA,Frontal ROI,"F3,FZ,F4",529.0,0.055358783631639215
Before ICA,Frontal ROI,"F3,FZ,F4",530.0,0.06101157653349479
Before ICA,Frontal ROI,"F3,FZ,F4",531.0,0.06791053165125188
Before ICA,Frontal ROI,"F3,FZ,F4",532.0,0.07551489476063053
Before ICA,Frontal ROI,"F3,FZ,F4",533.0,0.08303487624128732
Before ICA,Frontal ROI,"F3,FZ,F4",534.0,0.08956350607132865
Before ICA,Frontal ROI,"F3,FZ,F4",535.0,0.09421471775431675
Before ICA,Frontal ROI,"F3,FZ,F4",536.0,0.0962807751645528
Before ICA,Frontal ROI,"F3,FZ,F4",537.0,0.0954438549075065
Before ICA,Frontal ROI,"F3,FZ,F4",538.0,0.0919885080344692
Before ICA,Frontal ROI,"F3,FZ,F4",539.0,0.08685916081443641
Before ICA,Frontal ROI,"F3,FZ,F4",540.0,0.08144884990450664
Before ICA,Frontal ROI,"F3,FZ,F4",541.0,0.07718055753310336
Before ICA,Frontal ROI,"F3,FZ,F4",542.0,0.07506900955174321
Before ICA,Frontal ROI,"F3,FZ,F4",543.0,0.0754342811446943
Before ICA,Frontal ROI,"F3,FZ,F4",544.0,0.07784921191100748
Before ICA,Frontal ROI,"F3,FZ,F4",545.0,0.08132321109814779
Before ICA,Frontal ROI,"F3,FZ,F4",546.0,0.08466508986508166
Before ICA,Frontal ROI,"F3,FZ,F4",547.0,0.08690925452543184
Before ICA,Frontal ROI,"F3,FZ,F4",548.0,0.08765178972563949
Before ICA,Frontal ROI,"F3,FZ,F4",549.0,0.08716528349289301
Before ICA,Frontal ROI,"F3,FZ,F4",550.0,0.08624399343633703
Before ICA,Frontal ROI,"F3,FZ,F4",551.0,0.08583853102666478
Before ICA,Frontal ROI,"F3,FZ,F4",552.0,0.08662759774813641
Before ICA,Frontal ROI,"F3,FZ,F4",553.0,0.08869645592557474
Before ICA,Frontal ROI,"F3,FZ,F4",554.0,0.091433025385085
Before ICA,Frontal ROI,"F3,FZ,F4",555.0,0.0936617777253353
Before ICA,Frontal ROI,"F3,FZ,F4",556.0,0.09397366658472561
Before ICA,Frontal ROI,"F3,FZ,F4",557.0,0.09117614588534065
Before ICA,Frontal ROI,"F3,FZ,F4",558.0,0.08474222427362331
Before ICA,Frontal ROI,"F3,FZ,F4",559.0,0.07509051930395334
Before ICA,Frontal ROI,"F3,FZ,F4",560.0,0.06355438698360152
Before ICA,Frontal ROI,"F3,FZ,F4",561.0,0.05203107953055394
Before ICA,Frontal ROI,"F3,FZ,F4",562.0,0.042456486909430186
Before ICA,Frontal ROI,"F3,FZ,F4",563.0,0.03631133878656506
Before ICA,Frontal ROI,"F3,FZ,F4",564.0,0.034310542349438325
Before ICA,Frontal ROI,"F3,FZ,F4",565.0,0.03632634393723024
Before ICA,Frontal ROI,"F3,FZ,F4",566.0,0.041512603435520816
Before ICA,Frontal ROI,"F3,FZ,F4",567.0,0.04855624974421037
Before ICA,Frontal ROI,"F3,FZ,F4",568.0,0.05598115627060141
Before ICA,Frontal ROI,"F3,FZ,F4",569.0,0.062449336260636874
Before ICA,Frontal ROI,"F3,FZ,F4",570.0,0.06701535548415168
Before ICA,Frontal ROI,"F3,FZ,F4",571.0,0.06928485520203381
Before ICA,Frontal ROI,"F3,FZ,F4",572.0,0.06943603983706666
Before ICA,Frontal ROI,"F3,FZ,F4",573.0,0.06809882218245203
Before ICA,Frontal ROI,"F3,FZ,F4",574.0,0.06612872349217004
Before ICA,Frontal ROI,"F3,FZ,F4",575.0,0.06434585329075056
Before ICA,Frontal ROI,"F3,FZ,F4",576.0,0.06332787790716944
Before ICA,Frontal ROI,"F3,FZ,F4",577.0,0.06332931624657556
Before ICA,Frontal ROI,"F3,FZ,F4",578.0,0.06433961459065397
Before ICA,Frontal ROI,"F3,FZ,F4",579.0,0.06621787253254227
Before ICA,Frontal ROI,"F3,FZ,F4",580.0,0.06879978624370531
Before ICA,Frontal ROI,"F3,FZ,F4",581.0,0.07190225730028257
Before ICA,Frontal ROI,"F3,FZ,F4",582.0,0.0752411701233252
Before ICA,Frontal ROI,"F3,FZ,F4",583.0,0.07835500008181864
Before ICA,Frontal ROI,"F3,FZ,F4",584.0,0.08062938193892556
Before ICA,Frontal ROI,"F3,FZ,F4",585.0,0.08144238612315806
Before ICA,Frontal ROI,"F3,FZ,F4",586.0,0.08035420236430107
Before ICA,Frontal ROI,"F3,FZ,F4",587.0,0.07724303508962373
Before ICA,Frontal ROI,"F3,FZ,F4",588.0,0.07235521942955479
Before ICA,Frontal ROI,"F3,FZ,F4",589.0,0.06629031543593417
Before ICA,Frontal ROI,"F3,FZ,F4",590.0,0.05993211580652434
Before ICA,Frontal ROI,"F3,FZ,F4",591.0,0.05432682167089612
Before ICA,Frontal ROI,"F3,FZ,F4",592.0,0.050532240391836514
Before ICA,Frontal ROI,"F3,FZ,F4",593.0,0.04947108151904853
Before ICA,Frontal ROI,"F3,FZ,F4",594.0,0.0517950915854073
Before ICA,Frontal ROI,"F3,FZ,F4",595.0,0.05774337595473448
Before ICA,Frontal ROI,"F3,FZ,F4",596.0,0.06699455095962965
Before ICA,Frontal ROI,"F3,FZ,F4",597.0,0.07856912523206153
Before ICA,Frontal ROI,"F3,FZ,F4",598.0,0.09089354795412806
Before ICA,Frontal ROI,"F3,FZ,F4",599.0,0.10211100369799925
Before ICA,Frontal ROI,"F3,FZ,F4",600.0,0.11057399773454406
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",0.0,0.016285869203106432
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",1.0,0.01677282134769639
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",2.0,0.016997066633114656
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",3.0,0.01656512029874423
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",4.0,0.015125638835252914
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",5.0,0.012545145777175536
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",6.0,0.00901264758102776
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",7.0,0.005010886700855889
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",8.0,0.0011641955921465794
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",9.0,-0.0019451659455036483
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",10.0,-0.0038907169451487924
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",11.0,-0.004418525797623876
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",12.0,-0.0034173706737682464
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",13.0,-0.0009104968259211246
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",14.0,0.002900547766641223
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",15.0,0.007563881610896567
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",16.0,0.012337579719493758
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",17.0,0.016245980476512496
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",18.0,0.0182638122482135
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",19.0,0.017602613474826986
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",20.0,0.014014341239743511
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",21.0,0.00799190164751915
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",22.0,0.0007516742214876813
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",23.0,-0.006048783014737347
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",24.0,-0.010777571184582013
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",25.0,-0.012300116043217449
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",26.0,-0.010291252229618455
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",27.0,-0.005310175265753418
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",28.0,0.0013746424009879197
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",29.0,0.008172118947289274
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",30.0,0.013644300144819516
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",31.0,0.016886401746290938
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",32.0,0.01767625818367142
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",33.0,0.016388947287769975
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",34.0,0.013768492275191018
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",35.0,0.010660976030968477
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",36.0,0.007781818045642243
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",37.0,0.005560542693525642
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",38.0,0.004087389076756301
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",39.0,0.0031639452322369385
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",40.0,0.002436900552033113
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",41.0,0.0015797165528720744
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",42.0,0.0004751406752657443
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",43.0,-0.0006688794199403226
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",44.0,-0.0013425349893205077
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",45.0,-0.000922719756887049
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",46.0,0.0010319184002948744
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",47.0,0.004503068048692435
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",48.0,0.008883796852616494
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",49.0,0.013082116338704779
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",50.0,0.015843857358477712
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",51.0,0.016173127107803255
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",52.0,0.013679144612567761
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",53.0,0.00871758774619961
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",54.0,0.00228438671428752
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",55.0,-0.004288561192308439
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",56.0,-0.009724988242409322
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",57.0,-0.013157262560937358
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",58.0,-0.014338943415746567
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",59.0,-0.013663260879540319
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",60.0,-0.011999924268512761
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",61.0,-0.010422938476103424
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",62.0,-0.009922386648181505
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",63.0,-0.011173946089230778
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",64.0,-0.014411159874826779
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",65.0,-0.0194169918864643
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",66.0,-0.02561036312666027
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",67.0,-0.03217411027147129
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",68.0,-0.0381889347620455
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",69.0,-0.04277596732518408
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",70.0,-0.045252280447354465
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",71.0,-0.045271288764130786
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",72.0,-0.042903746564623334
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",73.0,-0.03863649091552543
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",74.0,-0.03330021607302099
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",75.0,-0.027952342441634498
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",76.0,-0.02372708571036869
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",77.0,-0.021642988138817824
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",78.0,-0.022369062072796927
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",79.0,-0.02600127356259412
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",80.0,-0.03193561859895061
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",81.0,-0.03890192873038987
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",82.0,-0.04518424038851856
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",83.0,-0.04902959407380573
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",84.0,-0.04917976135966068
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",85.0,-0.045328748788888075
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",86.0,-0.038260705563312056
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",87.0,-0.029588806889177026
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",88.0,-0.021248692169159786
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",89.0,-0.014965262019018927
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",90.0,-0.011830536003999444
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",91.0,-0.012065506209042167
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",92.0,-0.015019171830638193
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",93.0,-0.01940557660046081
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",94.0,-0.023692543103512997
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",95.0,-0.026510736214476964
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",96.0,-0.02697274197975582
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",97.0,-0.024838000614238756
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",98.0,-0.020503459477748676
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",99.0,-0.014838332583526412
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",100.0,-0.00890867044079067
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",101.0,-0.003658074964309459
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",102.0,0.00036553075348272004
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",103.0,0.0031457542637781596
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",104.0,0.005154157282119715
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",105.0,0.007153449529037796
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",106.0,0.009917240671511434
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",107.0,0.013954926645946568
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",108.0,0.019329979400003083
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",109.0,0.02562529272765169
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",110.0,0.03205564218087022
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",111.0,0.03769023494848576
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",112.0,0.041720923011358345
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",113.0,0.04368152057471208
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",114.0,0.04353208594690268
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",115.0,0.041595758989791495
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",116.0,0.03841331359153394
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",117.0,0.03459725890397044
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",118.0,0.030733383592926877
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",119.0,0.02733671443991707
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",120.0,0.024841324425593572
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",121.0,0.023593073868742976
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",122.0,0.023821029442187173
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",123.0,0.02558635332440017
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",124.0,0.02873512488209687
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",125.0,0.03289404209068197
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",126.0,0.03752693056041277
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",127.0,0.04203028285833963
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",128.0,0.04582957089247275
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",129.0,0.048461679438620245
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",130.0,0.04965727330917812
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",131.0,0.04942647831693429
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",132.0,0.048108418681230024
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",133.0,0.046328201806651356
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",134.0,0.0448502053224086
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",135.0,0.04437616869560612
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",136.0,0.0453529675387169
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",137.0,0.04784034561215208
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",138.0,0.05147686753909432
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",139.0,0.05556359628713164
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",140.0,0.059245111491245034
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",141.0,0.06172573446295184
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",142.0,0.06244526276778615
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",143.0,0.06116369902582504
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",144.0,0.05794930577287324
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",145.0,0.053099600219035106
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",146.0,0.04703706312368244
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",147.0,0.04021787094306179
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",148.0,0.03307964842594732
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",149.0,0.026031654654934795
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",150.0,0.019464591134196053
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",151.0,0.013747154961806087
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",152.0,0.009193280457726232
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",153.0,0.0060122971356986995
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",154.0,0.004270425466977612
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",155.0,0.003887643925831976
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",156.0,0.0046765743595514565
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",157.0,0.0064081257339113065
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",158.0,0.008870893668125086
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",159.0,0.011891680075795988
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",160.0,0.015305963728229899
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",161.0,0.01889776086229135
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",162.0,0.022352055167155736
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",163.0,0.02526424883268177
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",164.0,0.027222963854379997
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",165.0,0.02793611481043751
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",166.0,0.027338703518020663
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",167.0,0.02563047104801875
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",168.0,0.0232330220705886
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",169.0,0.02069455456193661
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",170.0,0.01858262478584834
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",171.0,0.017392144579853972
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",172.0,0.01747179703197069
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",173.0,0.018959562626468435
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",174.0,0.021728946140308063
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",175.0,0.025369371674904818
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",176.0,0.02923060785804078
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",177.0,0.032543256374643115
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",178.0,0.03459618888107849
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",179.0,0.03492229730062685
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",180.0,0.033429490764861514
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",181.0,0.030425460643621314
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",182.0,0.02652116103289291
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",183.0,0.02244299851657325
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",184.0,0.01881600130615715
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",185.0,0.015988840582547757
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",186.0,0.01395956546843718
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",187.0,0.01243037629189364
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",188.0,0.010969149278362069
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",189.0,0.009205840954241437
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",190.0,0.006981624999619257
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",191.0,0.004399554437313796
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",192.0,0.00177020932924868
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",193.0,-0.0005150522093546438
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",194.0,-0.002127311016643396
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",195.0,-0.0029064536021934937
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",196.0,-0.0029014348993618906
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",197.0,-0.002341841399054478
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",198.0,-0.0015583663940162227
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",199.0,-0.0008837224645785994
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",200.0,-0.0005678860551898725
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",201.0,-0.0007294306655807614
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",202.0,-0.0013458568615021841
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",203.0,-0.0022727836184348992
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",204.0,-0.0032775042830737954
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",205.0,-0.004076251192026761
Before ICA,Parieto-Occipital ROI,"P3,PZ,P4",206.0,-0.004375223229675166
