Stage,ROI,Channels Used,Time (ms),Cohen's d
Before ICA,Frontal ROI,"F3,FZ,F4",108.0,0.004154632708757414
Before ICA,Frontal ROI,"F3,FZ,F4",109.0,0.0024730582304274503
Before ICA,Frontal ROI,"F3,FZ,F4",110.0,-0.0006517988922003909
Before ICA,Frontal ROI,"F3,FZ,F4",111.0,-0.0050569399844400285
Before ICA,Frontal ROI,"F3,FZ,F4",112.0,-0.010584993024729044
Before ICA,Frontal ROI,"F3,FZ,F4",113.0,-0.01717788198792099
Before ICA,Frontal ROI,"F3,FZ,F4",114.0,-0.024855769190054014
Before ICA,Frontal ROI,"F3,FZ,F4",115.0,-0.03359923916421703
Before ICA,Frontal ROI,"F3,FZ,F4",116.0,-0.04316641719942051
Before ICA,Frontal ROI,"F3,FZ,F4",117.0,-0.052892575112075894
Before ICA,Frontal ROI,"F3,FZ,F4",118.0,-0.06159536175465223
Before ICA,Frontal ROI,"F3,FZ,F4",119.0,-0.0678187259993599
Before ICA,Frontal ROI,"F3,FZ,F4",120.0,-0.07052109845752993
Before ICA,Frontal ROI,"F3,FZ,F4",121.0,-0.06975990540129963
Before ICA,Frontal ROI,"F3,FZ,F4",122.0,-0.06668460088202521
Before ICA,Frontal ROI,"F3,FZ,F4",123.0,-0.06288008395977371
Before ICA,Frontal ROI,"F3,FZ,F4",124.0,-0.05969754477036169
Before ICA,Frontal ROI,"F3,FZ,F4",125.0,-0.05791015878974489
Before ICA,Frontal ROI,"F3,FZ,F4",126.0,-0.05764926544465814
Before ICA,Frontal ROI,"F3,FZ,F4",127.0,-0.058543312176087436
Before ICA,Frontal ROI,"F3,FZ,F4",128.0,-0.059982243697207595
Before ICA,Frontal ROI,"F3,FZ,F4",129.0,-0.06136098870692578
Before ICA,Frontal ROI,"F3,FZ,F4",130.0,-0.06220016451928516
Before ICA,Frontal ROI,"F3,FZ,F4",131.0,-0.06217002687306362
Before ICA,Frontal ROI,"F3,FZ,F4",132.0,-0.0610873053615809
Before ICA,Frontal ROI,"F3,FZ,F4",133.0,-0.05891197917144896
Before ICA,Frontal ROI,"F3,FZ,F4",134.0,-0.055734536560091585
Before ICA,Frontal ROI,"F3,FZ,F4",135.0,-0.051752875462331045
Before ICA,Frontal ROI,"F3,FZ,F4",136.0,-0.047257444547238375
Before ICA,Frontal ROI,"F3,FZ,F4",137.0,-0.04262823373046927
Before ICA,Frontal ROI,"F3,FZ,F4",138.0,-0.038312761760153746
Before ICA,Frontal ROI,"F3,FZ,F4",139.0,-0.03474807727061588
Before ICA,Frontal ROI,"F3,FZ,F4",140.0,-0.03222370764431106
Before ICA,Frontal ROI,"F3,FZ,F4",141.0,-0.03073588269624849
Before ICA,Frontal ROI,"F3,FZ,F4",142.0,-0.029920945937548404
Before ICA,Frontal ROI,"F3,FZ,F4",143.0,-0.029136996056819228
Before ICA,Frontal ROI,"F3,FZ,F4",144.0,-0.027679977593634903
Before ICA,Frontal ROI,"F3,FZ,F4",145.0,-0.02503483995244615
Before ICA,Frontal ROI,"F3,FZ,F4",146.0,-0.021049946681584313
Before ICA,Frontal ROI,"F3,FZ,F4",147.0,-0.015983260482875385
Before ICA,Frontal ROI,"F3,FZ,F4",148.0,-0.010431500666411016
Before ICA,Frontal ROI,"F3,FZ,F4",149.0,-0.005176728859538632
Before ICA,Frontal ROI,"F3,FZ,F4",150.0,-0.00099251151768224
Before ICA,Frontal ROI,"F3,FZ,F4",151.0,0.0015358949920339531
Before ICA,Frontal ROI,"F3,FZ,F4",152.0,0.002128107703590995
Before ICA,Frontal ROI,"F3,FZ,F4",153.0,0.0008497891483645016
Before ICA,Frontal ROI,"F3,FZ,F4",154.0,-0.0018995938110461456
Before ICA,Frontal ROI,"F3,FZ,F4",155.0,-0.005433902592223253
Before ICA,Frontal ROI,"F3,FZ,F4",156.0,-0.008871655820429331
Before ICA,Frontal ROI,"F3,FZ,F4",157.0,-0.011292103269436481
Before ICA,Frontal ROI,"F3,FZ,F4",158.0,-0.011943925559106913
Before ICA,Frontal ROI,"F3,FZ,F4",159.0,-0.010440671700619483
Before ICA,Frontal ROI,"F3,FZ,F4",160.0,-0.006861645251340233
Before ICA,Frontal ROI,"F3,FZ,F4",161.0,-0.001718747449300429
Before ICA,Frontal ROI,"F3,FZ,F4",162.0,0.0042074006245549364
Before ICA,Frontal ROI,"F3,FZ,F4",163.0,0.010138788789234984
Before ICA,Frontal ROI,"F3,FZ,F4",164.0,0.015608040943981279
Before ICA,Frontal ROI,"F3,FZ,F4",165.0,0.020662915846781205
Before ICA,Frontal ROI,"F3,FZ,F4",166.0,0.02583476016038557
Before ICA,Frontal ROI,"F3,FZ,F4",167.0,0.03185122269629504
Before ICA,Frontal ROI,"F3,FZ,F4",168.0,0.03920746748192793
Before ICA,Frontal ROI,"F3,FZ,F4",169.0,0.04779794187939405
Before ICA,Frontal ROI,"F3,FZ,F4",170.0,0.056821970917202085
Before ICA,Frontal ROI,"F3,FZ,F4",171.0,0.06506157671441418
Before ICA,Frontal ROI,"F3,FZ,F4",172.0,0.07140620923876816
Before ICA,Frontal ROI,"F3,FZ,F4",173.0,0.07534312539891591
Before ICA,Frontal ROI,"F3,FZ,F4",174.0,0.07719252663979861
Before ICA,Frontal ROI,"F3,FZ,F4",175.0,0.07803939077247755
Before ICA,Frontal ROI,"F3,FZ,F4",176.0,0.07941776716858095
Before ICA,Frontal ROI,"F3,FZ,F4",177.0,0.08284068802353363
Before ICA,Frontal ROI,"F3,FZ,F4",178.0,0.08931596818879813
Before ICA,Frontal ROI,"F3,FZ,F4",179.0,0.09901066258136612
Before ICA,Frontal ROI,"F3,FZ,F4",180.0,0.11117605438987685
Before ICA,Frontal ROI,"F3,FZ,F4",181.0,0.12435998739317528
Before ICA,Frontal ROI,"F3,FZ,F4",182.0,0.13684034660845973
Before ICA,Frontal ROI,"F3,FZ,F4",183.0,0.14711232673967306
Before ICA,Frontal ROI,"F3,FZ,F4",184.0,0.15423952326354132
Before ICA,Frontal ROI,"F3,FZ,F4",185.0,0.15799445393856176
Before ICA,Frontal ROI,"F3,FZ,F4",186.0,0.15884089071840302
Before ICA,Frontal ROI,"F3,FZ,F4",187.0,0.157813574441418
Before ICA,Frontal ROI,"F3,FZ,F4",188.0,0.15629496681664187
Before ICA,Frontal ROI,"F3,FZ,F4",189.0,0.15570459736955422
Before ICA,Frontal ROI,"F3,FZ,F4",190.0,0.15719297407896274
Before ICA,Frontal ROI,"F3,FZ,F4",191.0,0.16145186089537272
Before ICA,Frontal ROI,"F3,FZ,F4",192.0,0.16868086120206469
Before ICA,Frontal ROI,"F3,FZ,F4",193.0,0.1786633261901736
Before ICA,Frontal ROI,"F3,FZ,F4",194.0,0.19086944816238446
Before ICA,Frontal ROI,"F3,FZ,F4",195.0,0.20452808940226486
Before ICA,Frontal ROI,"F3,FZ,F4",196.0,0.2186691602336756
Before ICA,Frontal ROI,"F3,FZ,F4",197.0,0.2321922521209388
Before ICA,Frontal ROI,"F3,FZ,F4",198.0,0.24401453827028438
Before ICA,Frontal ROI,"F3,FZ,F4",199.0,0.25328513487680415
Before ICA,Frontal ROI,"F3,FZ,F4",200.0,0.2595857207306374
Before ICA,Frontal ROI,"F3,FZ,F4",201.0,0.2630379401607342
Before ICA,Frontal ROI,"F3,FZ,F4",202.0,0.2642985109780795
Before ICA,Frontal ROI,"F3,FZ,F4",203.0,0.2644610486488739
Before ICA,Frontal ROI,"F3,FZ,F4",204.0,0.26485631998291737
Before ICA,Frontal ROI,"F3,FZ,F4",205.0,0.2667201235480888
Before ICA,Frontal ROI,"F3,FZ,F4",206.0,0.27077088380503894
Before ICA,Frontal ROI,"F3,FZ,F4",207.0,0.2768682344138809
Before ICA,Frontal ROI,"F3,FZ,F4",208.0,0.28398080464926184
Before ICA,Frontal ROI,"F3,FZ,F4",209.0,0.2905882988845941
Before ICA,Frontal ROI,"F3,FZ,F4",210.0,0.29536602190066813
Before ICA,Frontal ROI,"F3,FZ,F4",211.0,0.2977306968816457
Before ICA,Frontal ROI,"F3,FZ,F4",212.0,0.29791714103652767
Before ICA,Frontal ROI,"F3,FZ,F4",213.0,0.29667728586752684
Before ICA,Frontal ROI,"F3,FZ,F4",214.0,0.2949459720476327
Before ICA,Frontal ROI,"F3,FZ,F4",215.0,0.29367669719219514
Before ICA,Frontal ROI,"F3,FZ,F4",216.0,0.29378256598077784
Before ICA,Frontal ROI,"F3,FZ,F4",217.0,0.2960164716320065
Before ICA,Frontal ROI,"F3,FZ,F4",218.0,0.3007387651365701
Before ICA,Frontal ROI,"F3,FZ,F4",219.0,0.3076901423962459
Before ICA,Frontal ROI,"F3,FZ,F4",220.0,0.3159449356692771
Before ICA,Frontal ROI,"F3,FZ,F4",221.0,0.3241399870487759
Before ICA,Frontal ROI,"F3,FZ,F4",222.0,0.3309078893042349
Before ICA,Frontal ROI,"F3,FZ,F4",223.0,0.3352847953344181
Before ICA,Frontal ROI,"F3,FZ,F4",224.0,0.3368695140219631
Before ICA,Frontal ROI,"F3,FZ,F4",225.0,0.33570903957482356
Before ICA,Frontal ROI,"F3,FZ,F4",226.0,0.3320706327966409
Before ICA,Frontal ROI,"F3,FZ,F4",227.0,0.3262754323422205
Before ICA,Frontal ROI,"F3,FZ,F4",228.0,0.318673208510445
Before ICA,Frontal ROI,"F3,FZ,F4",229.0,0.30973637817722116
Before ICA,Frontal ROI,"F3,FZ,F4",230.0,0.3001727185671925
Before ICA,Frontal ROI,"F3,FZ,F4",231.0,0.2909290234885982
Before ICA,Frontal ROI,"F3,FZ,F4",232.0,0.2830277887676345
Before ICA,Frontal ROI,"F3,FZ,F4",233.0,0.27730820857073246
Before ICA,Frontal ROI,"F3,FZ,F4",234.0,0.2742111717649226
Before ICA,Frontal ROI,"F3,FZ,F4",235.0,0.27371344931812147
Before ICA,Frontal ROI,"F3,FZ,F4",236.0,0.2754317234545771
Before ICA,Frontal ROI,"F3,FZ,F4",237.0,0.2788229685917362
Before ICA,Frontal ROI,"F3,FZ,F4",238.0,0.2833393634922757
Before ICA,Frontal ROI,"F3,FZ,F4",239.0,0.28843510931398864
Before ICA,Frontal ROI,"F3,FZ,F4",240.0,0.2934750623312625
Before ICA,Frontal ROI,"F3,FZ,F4",241.0,0.2977138030022549
Before ICA,Frontal ROI,"F3,FZ,F4",242.0,0.30046314460560264
Before ICA,Frontal ROI,"F3,FZ,F4",243.0,0.3013731503993031
Before ICA,Frontal ROI,"F3,FZ,F4",244.0,0.3006027552658746
Before ICA,Frontal ROI,"F3,FZ,F4",245.0,0.2987493768442657
Before ICA,Frontal ROI,"F3,FZ,F4",246.0,0.2966529071865081
Before ICA,Frontal ROI,"F3,FZ,F4",247.0,0.2952636328066449
Before ICA,Frontal ROI,"F3,FZ,F4",248.0,0.2955927727020233
Before ICA,Frontal ROI,"F3,FZ,F4",249.0,0.29860961332998714
Before ICA,Frontal ROI,"F3,FZ,F4",250.0,0.305006814377927
Before ICA,Frontal ROI,"F3,FZ,F4",251.0,0.31492908676084796
Before ICA,Frontal ROI,"F3,FZ,F4",252.0,0.3278446301265454
Before ICA,Frontal ROI,"F3,FZ,F4",253.0,0.34265556132475306
Before ICA,Frontal ROI,"F3,FZ,F4",254.0,0.3579656478912565
Before ICA,Frontal ROI,"F3,FZ,F4",255.0,0.37231972994662604
Before ICA,Frontal ROI,"F3,FZ,F4",256.0,0.3843269487681296
Before ICA,Frontal ROI,"F3,FZ,F4",257.0,0.3927650423283684
Before ICA,Frontal ROI,"F3,FZ,F4",258.0,0.39680152901328175
Before ICA,Frontal ROI,"F3,FZ,F4",259.0,0.3963132729455778
Before ICA,Frontal ROI,"F3,FZ,F4",260.0,0.3921043872191795
Before ICA,Frontal ROI,"F3,FZ,F4",261.0,0.38581193966236715
Before ICA,Frontal ROI,"F3,FZ,F4",262.0,0.37948976923176747
Before ICA,Frontal ROI,"F3,FZ,F4",263.0,0.3750771916454692
Before ICA,Frontal ROI,"F3,FZ,F4",264.0,0.37397822001502967
Before ICA,Frontal ROI,"F3,FZ,F4",265.0,0.37682960179974123
Before ICA,Frontal ROI,"F3,FZ,F4",266.0,0.38341371221563536
Before ICA,Frontal ROI,"F3,FZ,F4",267.0,0.3926730632853791
Before ICA,Frontal ROI,"F3,FZ,F4",268.0,0.40285900973425054
Before ICA,Frontal ROI,"F3,FZ,F4",269.0,0.41189477176631223
Before ICA,Frontal ROI,"F3,FZ,F4",270.0,0.4179562540797616
Before ICA,Frontal ROI,"F3,FZ,F4",271.0,0.42007059868441804
Before ICA,Frontal ROI,"F3,FZ,F4",272.0,0.4183973644541539
Before ICA,Frontal ROI,"F3,FZ,F4",273.0,0.4140164147074202
Before ICA,Frontal ROI,"F3,FZ,F4",274.0,0.4083896350121367
Before ICA,Frontal ROI,"F3,FZ,F4",275.0,0.4028413930782647
Before ICA,Frontal ROI,"F3,FZ,F4",276.0,0.3983013946344615
Before ICA,Frontal ROI,"F3,FZ,F4",277.0,0.39533789410561476
Before ICA,Frontal ROI,"F3,FZ,F4",278.0,0.39432444032835173
Before ICA,Frontal ROI,"F3,FZ,F4",279.0,0.39550134361276046
Before ICA,Frontal ROI,"F3,FZ,F4",280.0,0.3987947835248489
Before ICA,Frontal ROI,"F3,FZ,F4",281.0,0.403520496063412
Before ICA,Frontal ROI,"F3,FZ,F4",282.0,0.4083315485623144
Before ICA,Frontal ROI,"F3,FZ,F4",283.0,0.4117381782073596
Before ICA,Frontal ROI,"F3,FZ,F4",284.0,0.41306373874653174
Before ICA,Frontal ROI,"F3,FZ,F4",285.0,0.4130695268465359
Before ICA,Frontal ROI,"F3,FZ,F4",286.0,0.41358334253639417
Before ICA,Frontal ROI,"F3,FZ,F4",287.0,0.4164309736006739
Before ICA,Frontal ROI,"F3,FZ,F4",288.0,0.4225186102660752
Before ICA,Frontal ROI,"F3,FZ,F4",289.0,0.4315383563195428
Before ICA,Frontal ROI,"F3,FZ,F4",290.0,0.4422274717479597
Before ICA,Frontal ROI,"F3,FZ,F4",291.0,0.4528293073928961
Before ICA,Frontal ROI,"F3,FZ,F4",292.0,0.4614093890507965
Before ICA,Frontal ROI,"F3,FZ,F4",293.0,0.4660216235461134
Before ICA,Frontal ROI,"F3,FZ,F4",294.0,0.4650357269782976
Before ICA,Frontal ROI,"F3,FZ,F4",295.0,0.45772384364848495
Before ICA,Frontal ROI,"F3,FZ,F4",296.0,0.4447126041191075
Before ICA,Frontal ROI,"F3,FZ,F4",297.0,0.427875072282705
Before ICA,Frontal ROI,"F3,FZ,F4",298.0,0.4097272771709244
Before ICA,Frontal ROI,"F3,FZ,F4",299.0,0.3927182054532421
Before ICA,Frontal ROI,"F3,FZ,F4",300.0,0.37867876509823156
Before ICA,Frontal ROI,"F3,FZ,F4",301.0,0.36850303809577284
Before ICA,Frontal ROI,"F3,FZ,F4",302.0,0.36210350152722026
Before ICA,Frontal ROI,"F3,FZ,F4",303.0,0.3586619210073554
Before ICA,Frontal ROI,"F3,FZ,F4",304.0,0.35706145102925685
Before ICA,Frontal ROI,"F3,FZ,F4",305.0,0.35625517990824046
Before ICA,Frontal ROI,"F3,FZ,F4",306.0,0.3553986907656985
Before ICA,Frontal ROI,"F3,FZ,F4",307.0,0.35380950268108863
Before ICA,Frontal ROI,"F3,FZ,F4",308.0,0.35095603574902856
Before ICA,Frontal ROI,"F3,FZ,F4",309.0,0.34658562882983684
Before ICA,Frontal ROI,"F3,FZ,F4",310.0,0.3408930411871777
Before ICA,Frontal ROI,"F3,FZ,F4",311.0,0.3345361354815293
Before ICA,Frontal ROI,"F3,FZ,F4",312.0,0.3284286375438702
Before ICA,Frontal ROI,"F3,FZ,F4",313.0,0.3234264387645014
Before ICA,Frontal ROI,"F3,FZ,F4",314.0,0.3200637474094624
Before ICA,Frontal ROI,"F3,FZ,F4",315.0,0.3184124404785265
Before ICA,Frontal ROI,"F3,FZ,F4",316.0,0.31807710870020744
Before ICA,Frontal ROI,"F3,FZ,F4",317.0,0.31832458720009604
Before ICA,Frontal ROI,"F3,FZ,F4",318.0,0.3183073676768924
Before ICA,Frontal ROI,"F3,FZ,F4",319.0,0.3172682248693651
Before ICA,Frontal ROI,"F3,FZ,F4",320.0,0.3146156305998237
Before ICA,Frontal ROI,"F3,FZ,F4",321.0,0.30990633517608224
Before ICA,Frontal ROI,"F3,FZ,F4",322.0,0.30291312576887014
Before ICA,Frontal ROI,"F3,FZ,F4",323.0,0.29384217529148293
Before ICA,Frontal ROI,"F3,FZ,F4",324.0,0.2834532752672698
Before ICA,Frontal ROI,"F3,FZ,F4",325.0,0.27279356140401406
Before ICA,Frontal ROI,"F3,FZ,F4",326.0,0.2626586207882383
Before ICA,Frontal ROI,"F3,FZ,F4",327.0,0.253213461703204
Before ICA,Frontal ROI,"F3,FZ,F4",328.0,0.2440573300264276
Before ICA,Frontal ROI,"F3,FZ,F4",329.0,0.23464212941097565
Before ICA,Frontal ROI,"F3,FZ,F4",330.0,0.2246785560798788
Before ICA,Frontal ROI,"F3,FZ,F4",331.0,0.21422703759957787
Before ICA,Frontal ROI,"F3,FZ,F4",332.0,0.20355833550605248
Before ICA,Frontal ROI,"F3,FZ,F4",333.0,0.19309134472212006
Before ICA,Frontal ROI,"F3,FZ,F4",334.0,0.18350801895371824
Before ICA,Frontal ROI,"F3,FZ,F4",335.0,0.17583659740825724
Before ICA,Frontal ROI,"F3,FZ,F4",336.0,0.17124353355122868
Before ICA,Frontal ROI,"F3,FZ,F4",337.0,0.17053347143932757
Before ICA,Frontal ROI,"F3,FZ,F4",338.0,0.17365233060665305
Before ICA,Frontal ROI,"F3,FZ,F4",339.0,0.17950687101618487
Before ICA,Frontal ROI,"F3,FZ,F4",340.0,0.18620370160664465
Before ICA,Frontal ROI,"F3,FZ,F4",341.0,0.19159869381529965
Before ICA,Frontal ROI,"F3,FZ,F4",342.0,0.19391470800465385
Before ICA,Frontal ROI,"F3,FZ,F4",343.0,0.19216490339479234
Before ICA,Frontal ROI,"F3,FZ,F4",344.0,0.18624893373905205
Before ICA,Frontal ROI,"F3,FZ,F4",345.0,0.17677621985020453
Before ICA,Frontal ROI,"F3,FZ,F4",346.0,0.164769471321351
Before ICA,Frontal ROI,"F3,FZ,F4",347.0,0.15138430701882963
Before ICA,Frontal ROI,"F3,FZ,F4",348.0,0.13771218346456945
Before ICA,Frontal ROI,"F3,FZ,F4",349.0,0.12466949140570062
Before ICA,Frontal ROI,"F3,FZ,F4",350.0,0.1129439028446596
Before ICA,Frontal ROI,"F3,FZ,F4",351.0,0.10297553604767788
Before ICA,Frontal ROI,"F3,FZ,F4",352.0,0.09496916756320997
Before ICA,Frontal ROI,"F3,FZ,F4",353.0,0.08893113449040475
Before ICA,Frontal ROI,"F3,FZ,F4",354.0,0.08470628576672122
Before ICA,Frontal ROI,"F3,FZ,F4",355.0,0.08198889958605719
Before ICA,Frontal ROI,"F3,FZ,F4",356.0,0.0803081107086707
Before ICA,Frontal ROI,"F3,FZ,F4",357.0,0.07902032769605416
Before ICA,Frontal ROI,"F3,FZ,F4",358.0,0.07734919494143884
Before ICA,Frontal ROI,"F3,FZ,F4",359.0,0.07449281997989998
Before ICA,Frontal ROI,"F3,FZ,F4",360.0,0.0697928922194525
Before ICA,Frontal ROI,"F3,FZ,F4",361.0,0.06294760709452268
Before ICA,Frontal ROI,"F3,FZ,F4",362.0,0.054226995128190285
Before ICA,Frontal ROI,"F3,FZ,F4",363.0,0.044592933398103204
Before ICA,Frontal ROI,"F3,FZ,F4",364.0,0.035592277032503346
Before ICA,Frontal ROI,"F3,FZ,F4",365.0,0.028981283778126175
Before ICA,Frontal ROI,"F3,FZ,F4",366.0,0.026217829279672072
Before ICA,Frontal ROI,"F3,FZ,F4",367.0,0.028031233339749877
Before ICA,Frontal ROI,"F3,FZ,F4",368.0,0.03418710120184687
Before ICA,Frontal ROI,"F3,FZ,F4",369.0,0.04347361655218407
Before ICA,Frontal ROI,"F3,FZ,F4",370.0,0.053932997115707634
Before ICA,Frontal ROI,"F3,FZ,F4",371.0,0.06331977619584352
Before ICA,Frontal ROI,"F3,FZ,F4",372.0,0.0696242826917625
Before ICA,Frontal ROI,"F3,FZ,F4",373.0,0.07144736613589996
Before ICA,Frontal ROI,"F3,FZ,F4",374.0,0.06818389056063069
Before ICA,Frontal ROI,"F3,FZ,F4",375.0,0.06013994347791901
Before ICA,Frontal ROI,"F3,FZ,F4",376.0,0.048605266381755996
Before ICA,Frontal ROI,"F3,FZ,F4",377.0,0.035675752969819126
Before ICA,Frontal ROI,"F3,FZ,F4",378.0,0.023694026765373664
Before ICA,Frontal ROI,"F3,FZ,F4",379.0,0.014553423873778079
Before ICA,Frontal ROI,"F3,FZ,F4",380.0,0.00923811451025373
Before ICA,Frontal ROI,"F3,FZ,F4",381.0,0.007697676765162344
Before ICA,Frontal ROI,"F3,FZ,F4",382.0,0.00894978787002097
Before ICA,Frontal ROI,"F3,FZ,F4",383.0,0.011357394989877449
Before ICA,Frontal ROI,"F3,FZ,F4",384.0,0.013077046442986984
Before ICA,Frontal ROI,"F3,FZ,F4",385.0,0.012574358514202985
Before ICA,Frontal ROI,"F3,FZ,F4",386.0,0.009011937845142641
Before ICA,Frontal ROI,"F3,FZ,F4",387.0,0.0023788971586214715
Before ICA,Frontal ROI,"F3,FZ,F4",388.0,-0.0066375450863517
Before ICA,Frontal ROI,"F3,FZ,F4",389.0,-0.016951164054898465
Before ICA,Frontal ROI,"F3,FZ,F4",390.0,-0.02742039078786935
Before ICA,Frontal ROI,"F3,FZ,F4",391.0,-0.037121029321543625
Before ICA,Frontal ROI,"F3,FZ,F4",392.0,-0.045499069521897986
Before ICA,Frontal ROI,"F3,FZ,F4",393.0,-0.05241945858387065
Before ICA,Frontal ROI,"F3,FZ,F4",394.0,-0.058139249110415216
Before ICA,Frontal ROI,"F3,FZ,F4",395.0,-0.06321909287436847
Before ICA,Frontal ROI,"F3,FZ,F4",396.0,-0.06838487823170894
Before ICA,Frontal ROI,"F3,FZ,F4",397.0,-0.07435716265438537
Before ICA,Frontal ROI,"F3,FZ,F4",398.0,-0.08166846529484906
Before ICA,Frontal ROI,"F3,FZ,F4",399.0,-0.09049837760418619
Before ICA,Frontal ROI,"F3,FZ,F4",400.0,-0.10057025662465859
Before ICA,Frontal ROI,"F3,FZ,F4",401.0,-0.11115279321835844
Before ICA,Frontal ROI,"F3,FZ,F4",402.0,-0.1211941826586742
Before ICA,Frontal ROI,"F3,FZ,F4",403.0,-0.12958812147436682
Before ICA,Frontal ROI,"F3,FZ,F4",404.0,-0.13550805092084833
Before ICA,Frontal ROI,"F3,FZ,F4",405.0,-0.13866452914686003
Before ICA,Frontal ROI,"F3,FZ,F4",406.0,-0.13934206401117674
Before ICA,Frontal ROI,"F3,FZ,F4",407.0,-0.1382121546561348
Before ICA,Frontal ROI,"F3,FZ,F4",408.0,-0.13606906025849966
Before ICA,Frontal ROI,"F3,FZ,F4",409.0,-0.13364086224023936
Before ICA,Frontal ROI,"F3,FZ,F4",410.0,-0.13152300042641424
Before ICA,Frontal ROI,"F3,FZ,F4",411.0,-0.13018891391114154
Before ICA,Frontal ROI,"F3,FZ,F4",412.0,-0.13000740842105007
Before ICA,Frontal ROI,"F3,FZ,F4",413.0,-0.13122333643944978
Before ICA,Frontal ROI,"F3,FZ,F4",414.0,-0.13390076198481576
Before ICA,Frontal ROI,"F3,FZ,F4",415.0,-0.13785776509076733
Before ICA,Frontal ROI,"F3,FZ,F4",416.0,-0.14263366480959147
Before ICA,Frontal ROI,"F3,FZ,F4",417.0,-0.14752895888606496
Before ICA,Frontal ROI,"F3,FZ,F4",418.0,-0.15173940960333812
Before ICA,Frontal ROI,"F3,FZ,F4",419.0,-0.1545633392131688
Before ICA,Frontal ROI,"F3,FZ,F4",420.0,-0.1556175058264951
Before ICA,Frontal ROI,"F3,FZ,F4",421.0,-0.15498492347289683
Before ICA,Frontal ROI,"F3,FZ,F4",422.0,-0.1532421084400924
Before ICA,Frontal ROI,"F3,FZ,F4",423.0,-0.15135120152710263
Before ICA,Frontal ROI,"F3,FZ,F4",424.0,-0.15043528163634273
Before ICA,Frontal ROI,"F3,FZ,F4",425.0,-0.15148357819177555
Before ICA,Frontal ROI,"F3,FZ,F4",426.0,-0.15506512403099668
Before ICA,Frontal ROI,"F3,FZ,F4",427.0,-0.1611460419456421
Before ICA,Frontal ROI,"F3,FZ,F4",428.0,-0.16907104427926958
Before ICA,Frontal ROI,"F3,FZ,F4",429.0,-0.1777016968635799
Before ICA,Frontal ROI,"F3,FZ,F4",430.0,-0.18567165988811227
Before ICA,Frontal ROI,"F3,FZ,F4",431.0,-0.19172676158174037
Before ICA,Frontal ROI,"F3,FZ,F4",432.0,-0.19508852563787643
Before ICA,Frontal ROI,"F3,FZ,F4",433.0,-0.19569494675340585
Before ICA,Frontal ROI,"F3,FZ,F4",434.0,-0.19415532971952074
Before ICA,Frontal ROI,"F3,FZ,F4",435.0,-0.19141379704568948
Before ICA,Frontal ROI,"F3,FZ,F4",436.0,-0.1883238564232325
Before ICA,Frontal ROI,"F3,FZ,F4",437.0,-0.18537418623397015
Before ICA,Frontal ROI,"F3,FZ,F4",438.0,-0.18266486253079814
Before ICA,Frontal ROI,"F3,FZ,F4",439.0,-0.18007625680469969
Before ICA,Frontal ROI,"F3,FZ,F4",440.0,-0.17749951104750766
Before ICA,Frontal ROI,"F3,FZ,F4",441.0,-0.1750068707021334
Before ICA,Frontal ROI,"F3,FZ,F4",442.0,-0.1729012550519947
Before ICA,Frontal ROI,"F3,FZ,F4",443.0,-0.17164608510203447
Before ICA,Frontal ROI,"F3,FZ,F4",444.0,-0.1716967367081015
Before ICA,Frontal ROI,"F3,FZ,F4",445.0,-0.1732621587149302
Before ICA,Frontal ROI,"F3,FZ,F4",446.0,-0.17606847816976207
Before ICA,Frontal ROI,"F3,FZ,F4",447.0,-0.1792566930229231
Before ICA,Frontal ROI,"F3,FZ,F4",448.0,-0.1815615378099013
Before ICA,Frontal ROI,"F3,FZ,F4",449.0,-0.1818131630906192
Before ICA,Frontal ROI,"F3,FZ,F4",450.0,-0.17953640901459442
Before ICA,Frontal ROI,"F3,FZ,F4",451.0,-0.17522178120213946
Before ICA,Frontal ROI,"F3,FZ,F4",452.0,-0.17007063294815916
Before ICA,Frontal ROI,"F3,FZ,F4",453.0,-0.16546634440072983
Before ICA,Frontal ROI,"F3,FZ,F4",454.0,-0.1625258752752808
Before ICA,Frontal ROI,"F3,FZ,F4",455.0,-0.16185821658719987
Before ICA,Frontal ROI,"F3,FZ,F4",456.0,-0.16349156161355183
Before ICA,Frontal ROI,"F3,FZ,F4",457.0,-0.16692553203908084
Before ICA,Frontal ROI,"F3,FZ,F4",458.0,-0.1712785090243592
Before ICA,Frontal ROI,"F3,FZ,F4",459.0,-0.17547605256084414
Before ICA,Frontal ROI,"F3,FZ,F4",460.0,-0.17843666326352453
Before ICA,Frontal ROI,"F3,FZ,F4",461.0,-0.17926960052523436
Before ICA,Frontal ROI,"F3,FZ,F4",462.0,-0.17750043884482802
Before ICA,Frontal ROI,"F3,FZ,F4",463.0,-0.17324193711411215
Before ICA,Frontal ROI,"F3,FZ,F4",464.0,-0.16716372864463877
Before ICA,Frontal ROI,"F3,FZ,F4",465.0,-0.1602237221226175
Before ICA,Frontal ROI,"F3,FZ,F4",466.0,-0.1533130011058656
Before ICA,Frontal ROI,"F3,FZ,F4",467.0,-0.14701571208793981
Before ICA,Frontal ROI,"F3,FZ,F4",468.0,-0.1415706006959108
Before ICA,Frontal ROI,"F3,FZ,F4",469.0,-0.13698770210036587
Before ICA,Frontal ROI,"F3,FZ,F4",470.0,-0.1332074587818439
Before ICA,Frontal ROI,"F3,FZ,F4",471.0,-0.13018772748460994
